Final_Approximation,H_L1,H_L2,H_L3
1.442374999999999963e+00,9.299999999999997158e-02,4.440000000000008384e-01,-1.822500000000002451e-01
9.555000000000000160e-01,7.100000000000061817e-02,1.200000000000001066e-01,-2.520000000000001128e-01
7.414999999999999369e-01,4.899999999999948841e-02,1.714999999999999858e-01,-7.250000000000000888e-02
5.926249999999999574e-01,9.799999999999986500e-02,2.690000000000001279e-01,-4.812500000000000666e-01
1.600750000000000117e+00,7.900000000000062528e-02,2.285000000000003695e-01,1.381000000000000227e+00
1.731750000000000123e+00,-1.790000000000002700e-01,4.950000000000009948e-02,-8.915000000000001812e-01
2.312875000000000014e+00,1.140000000000007674e-01,2.145000000000010232e-01,1.572250000000000147e+00
3.714624999999999844e+00,1.150000000000002132e-01,-2.050000000000000711e-01,4.782499999999996199e-01
3.897499999999999964e+00,3.509999999999999787e-01,6.200000000000116529e-02,-1.054499999999999549e+00
3.644624999999999559e+00,2.709999999999990195e-01,1.104999999999982663e-01,1.275249999999999773e+00
6.998124999999999929e+00,2.899999999999991473e-01,-1.149999999999806732e-02,1.362750000000000128e+00
7.159000000000000696e+00,3.339999999999996305e-01,7.850000000000001421e-02,4.055000000000008598e-01
8.750000000000000000e+00,4.740000000000001990e-01,-1.225000000000004974e-01,2.116999999999999993e+00
9.775500000000000966e+00,4.209999999999993747e-01,-4.775000000000000355e-01,-1.057000000000000384e+00
5.490874999999999950e+00,5.800000000000000711e-01,-1.010000000000008669e-01,1.225250000000000838e+00
7.954874999999999474e+00,2.349999999999994316e-01,-8.699999999999974420e-02,1.867499999999999716e-01
5.697500000000000675e+00,3.239999999999998437e-01,9.500000000000063949e-03,-7.889999999999997016e-01
7.338000000000000966e+00,-1.077999999999997627e+00,-3.104999999999993321e-01,1.485000000000000320e+00
6.835749999999999993e+00,1.207000000000000739e+00,-3.419999999999996376e-01,-8.429999999999999716e-01
7.372500000000000497e+00,-7.789999999999999147e-01,3.210000000000006182e-01,2.030999999999999694e+00
1.007200000000000095e+01,9.000000000000341061e-03,-1.410000000000000142e-01,-6.924999999999990052e-01
8.816499999999999559e+00,-2.850000000000001421e-01,6.699999999999928235e-02,3.855000000000003979e-01
7.746999999999999886e+00,-1.630000000000002558e-01,-3.215000000000003411e-01,-9.954999999999998295e-01
8.083375000000000199e+00,-1.160000000000014353e-01,-6.029999999999997584e-01,2.602500000000018687e-01
7.468624999999999403e+00,-6.440000000000001279e-01,2.389999999999989910e-01,-3.702499999999995239e-01
5.831750000000000433e+00,-2.439999999999997726e-01,4.884999999999992681e-01,-1.424500000000000099e+00
3.441374999999999851e+00,-2.880000000000002558e-01,2.370000000000000995e-01,-6.857500000000000817e-01
1.663000000000000034e+00,6.229999999999993321e-01,-9.349999999999880629e-02,-3.220000000000000639e-01
2.617499999999999716e+00,9.310000000000009379e-01,6.099999999999994316e-02,1.392499999999999627e+00
6.084374999999999645e+00,2.299999999999986500e-01,1.330000000000008953e-01,1.546249999999999680e+00
7.293374999999999275e+00,4.260000000000001563e-01,1.855000000000011084e-01,-5.467500000000002913e-01
9.357000000000001094e+00,-2.399999999999984368e-01,-7.749999999999879208e-02,2.092999999999999972e+00
1.042725000000000080e+01,6.199999999999938893e-02,1.444999999999989626e-01,4.324999999999992184e-01
1.178387500000000188e+01,-2.729999999999996874e-01,8.250000000000135003e-02,2.347500000000000142e-01
1.263824999999999932e+01,-5.890000000000004121e-01,-2.804999999999999716e-01,2.434999999999991616e-01
1.273100000000000165e+01,-4.100000000000001421e-01,5.320000000000000284e-01,-1.549999999999993605e-01
1.241962499999999991e+01,-2.449999999999992184e-01,3.875000000000010658e-01,-9.825000000000017053e-02
1.232750000000000057e+01,1.410000000000000142e-01,-5.424999999999986500e-01,-3.770000000000006679e-01
1.086812499999999915e+01,3.150000000000012790e-01,-3.049999999999997158e-02,-7.377500000000001279e-01
9.760500000000000398e+00,2.809999999999988063e-01,-5.284999999999993037e-01,-4.624999999999985789e-01
5.928250000000000242e+00,4.309999999999991616e-01,6.445000000000007390e-01,-2.828000000000001180e+00
6.054624999999999702e+00,3.589999999999999858e-01,1.046500000000001762e+00,4.762500000000002842e-01
5.773749999999999716e+00,-1.849999999999987210e-01,4.935000000000009379e-01,-7.845000000000004192e-01
5.554999999999999716e+00,3.960000000000007958e-01,5.150000000000076739e-02,8.084999999999995524e-01
5.435624999999999929e+00,1.075000000000002842e+00,1.314999999999990621e-01,-5.347499999999998366e-01
4.725125000000000242e+00,6.930000000000013927e-01,1.880000000000006111e-01,1.577500000000000568e-01
3.717249999999999943e+00,3.380000000000009663e-01,4.054999999999999716e-01,-8.780000000000001137e-01
3.489374999999999893e+00,3.270000000000017337e-01,2.460000000000004405e-01,6.974999999999997868e-02
3.415499999999999758e+00,5.790000000000006253e-01,5.449999999999910472e-02,1.209999999999999964e-01
1.332125000000000004e+00,-1.925000000000000711e+00,-9.350000000000004974e-01,-1.800250000000000128e+00
7.751249999999999529e-01,2.240000000000001990e-01,1.089999999999999858e-01,3.447500000000001119e-01
7.881249999999999645e-01,5.000000000002557954e-03,-4.910000000000014353e-01,1.952500000000000346e-01
8.397499999999999964e-01,-9.548000000000000043e+00,1.679000000000000270e+00,3.060000000000000497e-01
2.580124999999999780e+00,-6.379999999999999005e-01,1.955000000000001847e+00,1.466250000000000053e+00
3.894499999999999851e+00,5.110000000000010090e-01,8.399999999999998579e-01,-3.109999999999999432e-01
4.302875000000000227e+00,-1.430000000000006821e-01,1.364999999999980673e-01,8.317500000000004334e-01
7.895500000000000185e+00,-9.679999999999999716e-01,5.899999999999927525e-02,4.225999999999999979e+00
1.028687499999999844e+01,-3.330000000000001847e-01,1.780000000000008242e-01,-5.937500000000017764e-01
8.505625000000000213e+00,4.149999999999991473e-01,5.545000000000044338e-01,-8.947499999999983800e-01
6.817750000000000199e+00,-2.240000000000001990e-01,5.869999999999997442e-01,-8.200000000000002842e-01
5.437124999999999986e+00,-1.140000000000007674e-01,-3.939999999999983515e-01,-8.024999999999948841e-02
5.715374999999999872e+00,7.860000000000013642e-01,-1.295000000000001705e-01,1.002499999999990621e-01
5.001374999999999460e+00,5.119999999999986784e-01,4.549999999999698730e-02,-4.724999999999912603e-02
5.168624999999999581e+00,9.299999999999997158e-02,2.910000000000003695e-01,-3.172499999999995879e-01
5.636499999999999844e+00,1.530000000000004690e-01,7.889999999999979252e-01,3.349999999999999645e-01
6.858874999999999389e+00,-8.500000000000085265e-02,5.709999999999979536e-01,1.036249999999999893e+00
8.001125000000000043e+00,-2.419999999999991047e-01,4.250000000000042633e-02,-4.472500000000003695e-01
8.613500000000001933e+00,-3.090000000000010516e-01,-1.350999999999999091e+00,3.450000000000006395e-01
6.195249999999999702e+00,-2.259999999999990905e-01,-9.304999999999985505e-01,-1.277999999999999581e+00
4.923874999999999780e+00,-1.869999999999993889e-01,-1.939999999999999503e+00,1.372499999999998721e-01
5.722875000000000156e+00,-5.329999999999994742e-01,-3.466499999999998138e+00,4.682499999999993889e-01
5.653624999999999901e+00,-3.780000000000001137e-01,2.195000000000000284e-01,7.674999999999965183e-02
6.052624999999999922e+00,7.000000000000028422e-02,4.169999999999980389e-01,2.272499999999997300e-01
6.417250000000000121e+00,3.079999999999998295e-01,5.031500000000001194e+00,-5.000000000000781597e-03
5.984875000000000611e+00,7.009999999999987352e-01,-6.150000000000233058e-02,-2.862499999999998934e-01
6.224499999999999922e+00,4.409999999999989484e-01,1.954000000000000625e+00,5.099999999999997868e-01
5.938000000000000611e+00,3.839999999999985647e-01,-8.129999999999988347e-01,-4.210000000000002629e-01
6.680624999999999147e+00,4.310000000000009379e-01,-1.639499999999998181e+00,1.977500000000000924e-01
7.278125000000000178e+00,3.979999999999996874e-01,-5.199999999999960210e-02,2.662500000000012079e-01
6.556625000000000369e+00,1.029999999999997584e-01,-1.564999999999999503e+00,-6.877500000000003055e-01
5.280124999999999957e+00,-7.699999999999995737e-02,-2.744999999999997442e-01,-4.222500000000000142e-01
3.702125000000000110e+00,-1.999999999999992895e-01,2.139999999999986358e-01,-1.183250000000000135e+00
3.218874999999999709e+00,-7.800000000000117950e-02,-3.820000000000014495e-01,-3.562499999999997335e-01
1.907000000000000028e+00,-7.300000000000039790e-02,-4.499999999999992895e-02,-7.164999999999999147e-01
1.009875000000000078e+00,3.599999999999958789e-02,-4.060000000000005826e-01,-8.924999999999994049e-02
2.958999999999999631e+00,-9.800000000000075318e-02,-9.879999999999995453e-01,1.212000000000000188e+00
3.516125000000000167e+00,-3.500000000000014211e-02,3.919999999999994600e-01,6.157500000000002416e-01
7.315750000000000419e+00,6.999999999999850786e-02,1.109999999999988773e-01,2.309500000000001663e+00
8.881624999999999659e+00,-4.400000000000048317e-02,-1.317499999999999005e+00,4.374999999999928946e-02
8.531624999999998238e+00,-6.310000000000002274e-01,-1.201500000000000234e+00,3.227500000000009805e-01
8.413375000000000270e+00,-4.699999999999882050e-02,2.600500000000001144e+00,-3.727499999999999147e-01
8.195000000000000284e+00,-3.389999999999986358e-01,3.249999999999886313e-02,-2.154999999999986926e-01
7.603749999999999787e+00,-2.880000000000002558e-01,1.114999999999994884e-01,-3.384999999999998010e-01
6.892749999999999488e+00,-1.859999999999999432e-01,-4.959999999999986642e-01,-3.645000000000004903e-01
6.968250000000000277e+00,-8.400000000000140687e-02,5.660000000000025011e-01,2.234999999999995879e-01
6.611874999999999503e+00,-1.539999999999999147e-01,-9.450000000000002842e-02,-1.592500000000001137e-01
6.277124999999999844e+00,-5.799999999999982947e-02,-4.265000000000007674e-01,1.434249999999999581e+00
6.686124999999999652e+00,-9.299999999999997158e-02,-1.580000000000012506e-01,-1.624750000000000583e+00
7.105249999999999844e+00,-9.799999999999897682e-02,3.254999999999981242e-01,6.000000000000227374e-03
7.404125000000000512e+00,3.620000000000000995e-01,2.800000000000011369e-01,1.652500000000003411e-01
6.588250000000000384e+00,5.739999999999998437e-01,-3.899999999999792522e-02,-7.594999999999991758e-01
4.764000000000000234e+00,-5.830000000000001847e-01,1.900000000000012790e-02,-1.061999999999999389e+00
4.931250000000000355e+00,3.599999999999958789e-02,-4.579999999999984084e-01,2.028500000000001080e+00
6.258250000000000313e+00,2.800000000000046896e-02,-2.880000000000002558e-01,-8.249999999999957367e-02
6.638250000000000206e+00,1.070000000000010942e-01,3.450000000000006395e-01,1.134999999999999787e+00
6.804124999999999979e+00,5.700000000000038369e-02,-5.664999999999995595e-01,-9.417500000000007532e-01
6.366125000000000256e+00,-9.999999999999964473e-02,8.244999999999986784e-01,-9.525000000000094502e-02
6.304875000000000007e+00,-1.639999999999997016e-01,1.419999999999994600e-01,2.787500000000004974e-01
6.389499999999999957e+00,-7.000000000000028422e-02,-4.529999999999994031e-01,-5.049999999999998934e-01
5.555125000000000313e+00,-9.999999999994457767e-04,-8.350000000000079581e-02,-3.162500000000001421e-01
6.304750000000000298e+00,-2.259999999999990905e-01,-3.579999999999987637e-01,1.067000000000000171e+00
9.085874999999999702e+00,-1.370000000000004547e-01,7.415000000000002700e-01,1.282250000000001222e+00
1.002875000000000050e+01,-2.900000000000009237e-01,1.974999999999997868e-01,2.249999999999729994e-02
9.536500000000000199e+00,2.059999999999995168e-01,4.184999999999998721e-01,1.984999999999992326e-01
1.076800000000000068e+01,-1.130000000000013216e-01,-3.010000000000001563e-01,7.640000000000011227e-01
1.217350000000000065e+01,-1.269999999999988916e-01,1.895000000000006679e-01,1.082000000000000739e+00
1.216975000000000051e+01,-1.250000000000000000e-01,3.014999999999989910e-01,-1.575000000000001066e+00
1.492487500000000011e+01,-1.979999999999995097e-01,-1.494999999999997442e-01,1.968249999999999389e+00
1.635125000000000028e+01,-4.100000000000036948e-02,-1.884999999999994458e-01,-2.309999999999980957e-01
1.579562500000000114e+01,-8.999999999999985789e-02,-2.310000000000016485e-01,-5.287500000000022737e-01
1.744112499999999955e+01,-1.330000000000000071e-01,2.574999999999985079e-01,4.047499999999999432e-01
1.663550000000000040e+01,-1.819999999999994955e-01,1.974999999999997868e-01,2.475000000000022737e-01
1.730337500000000261e+01,-1.040000000000000924e-01,-4.949999999999832312e-02,-3.142499999999976978e-01
1.786325000000000074e+01,9.199999999999963762e-02,1.570000000000000284e-01,6.124999999999971578e-01
1.753925000000000267e+01,-1.069999999999993179e-01,1.800000000000068212e-02,-2.289999999999992042e-01
1.745524999999999949e+01,-6.000000000000227374e-03,-3.300000000000000711e-01,-4.534999999999982379e-01
1.643374999999999986e+01,-1.830000000000007176e-01,3.185000000000002274e-01,3.535000000000039222e-01
1.733449999999999847e+01,-5.900000000000016342e-02,-5.650000000000012790e-01,9.014999999999986358e-01
1.782099999999999795e+01,-1.400000000000023448e-02,-6.044999999999998153e-01,5.214999999999996305e-01
1.722962499999999864e+01,1.199999999999956657e-02,-5.619999999999993889e-01,-6.872500000000023590e-01
1.576449999999999996e+01,1.500000000000003553e-01,-3.814999999999990621e-01,-8.625000000000007105e-01
1.480987499999999990e+01,1.689999999999995950e-01,-4.930000000000021032e-01,-6.712500000000005684e-01
