ca
16.1995
18.4415
19.8
22.289
23.2875
22.608
20.712
18.881
17.947
17.5945
17.1335
17.1835
17.4015
18.364
18.602
19.197
19.861
19.1435
15.9535
12.571
13.542
16.798
17.748
17.683
16.5895
15.2685
15.3455
15.58
15.0775
14.2775
13.916
13.9215
13.492
12.691
13.6955
15.8185
14.662
12.487
11.525
11.1255
11.958
11.6795
10.9855
11.5455
12.985
14.47
15.5845
17.1565
18.1355
17.9705
17.241
16.828
16.204
16.404
14.8805
11.7015
11.2255
11.497
10.791
9.784
9.388
10.069
10.1945
10.5065
11.6785
12.2835
13.3815
13.692
14.422
15.4305
15.9145
16.289
14.9525
12.8085
13.849
14.502
15.0555
14.9215
15.891
18.1575
20.762
24.2215
27.7105
31.2795
27.991
26.371
24.96
21.712
23.46
28.436
28.463
28.258
25.8005
25.899
28.291
30.704
32.6035
38.4045
41.259
39.5755
37.3575
24.3575
22.2795
18.344
19.087
21.207
24.15
24.1505
21.7425
19.035
15.851
17.4035
21.2565
24.5275
26.294
25.649
25.0045
24.8195
25.174
23.787
21.8415
20.02
19.06
18.3775
19.618
20.1795
19.8285
20.1415
18.963
18.4685
16.8425
16.4105
15.791
14.6595
14.0215
12.857
12.5525
12.1345
11.4065
11.432
12.594
13.3735
14.089
13.1355
12.7685
11.8915
11.1725
11.625
12.2665
13.476
14.681
14.8875
15.527
16.2915
16.8285
17.7875
17.914
17.132
17.3325
17.1875
17.3165
17.1625
15.6825
14.356
14.201
14.3815
13.8085
12.273
12.305
12.687
12.87
12.5035
10.808
13.045
14.5855
15.978
16.2945
16.207
16.522
16.8935
18.1835
18.6165
20.4005
20.3885
19.656
20.9195
20.5385
20.4435
18.3695
19.3185
23.3735
26.6405
27.6595
27.9825
28.281
29.5445
30.991
31.4775
29.092
26.222
29.343
16.86
22.55
30.816
31.5745
31.347
32.207
33.3515
35.986
35.966
34.5655
34.1445
34.983
37.549
40.384
41.6885
38.678
33.8275
30.606
22.4805
16.8235
17.645
29.2915
31.6355
41.075
44.413
39.6495
34.817
32.228
28.0805
27.214
26.19
27.704
30.452
26.554
23.242
24.71
22.7955
15.6215
18.3895
22.7235
24.2085
21.968
22.713
23.8805
22.5605
21.842
21.9135
23.574
23.828
23.873
23.256
22.035
21.831
20.3695
21.5695
22.328
22.694
21.9075
19.857
21.5495
24.3675
25.9775
25.753
25.7065
26.5345
26.7745
26.5445
25.534
25.9365
26.8135
27.4085
27.386
27.476
26.796
26.0635
26.26
24.8055
22.177
20.4635
18.464
17.3415
16.3865
14.6945
13.4985
11.552
9.155
6.9015
5.74
5.4035
5.7295
2.8295
1.498
0.8925
1.325
2.762
2.866
2.9585
3.067
2.7025
2.163
1.659
1.5555
1.4105
1.6665
0.704
1.8205
4.5825
4.355
2.572
3.0535
6.198
6.951
7.9075
8.8495
6.7405
6.014
8.5645
12.6335
15.359
13.9125
14.7235
15.383
19.617
20.608
18.494
9.7565
12.207
15.723
16.0965
12.184
10.606
13.191
16.161
14.5145
12.8285
12.714
16.776
20.8365
19.4515
17.2475
18.0185
16.4895
14.4985
15.9065
16.427
15.3075
14.567
13.088
10.239
7.5685
6.197
3.648
3.004
3.8425
6.6275
10.6225
13.715
15.1335
14.04
16.621
20.807
20.422
21.287
23.333
23.8025
25.033
25.52
25.617
25.307
24.9375
24.741
25.032
24.278
22.474
20.9985
19.9835
19.0585
14.6845
9.0285
11.633
12.5855
12.332
10.763
10.3015
11.9185
11.406
10.3365
9.2925
9.608
8.3125
6.5565
6.909
7.0485
6.71
6.952
4.4645
0.864
1.2055
1.895
1.381
1.7715
1.3735
1.9855
3.694
6.6265
8.1
7.478
7.774
9.4375
11.565
20.017
21.1675
19.98
17.906
16.1165
14.4555
12.8155
10.9545
10.794
11.3305
11.531
10.05
9.9555
10.6545
10.02
10.938
11.608
12.6815
14.754
16.4495
15.555
16.882
17.572
13.6685
11.1125
9.7105
9.985
10.9775
11.914
11.2305
11.384
11.878
12.3325
12.8395
12.8295
12.256
11.6835
11.939
12.959
12.297
