Final_Approximation,H_L1,H_L2
9.529250000000001108e+00,-3.000000000000113687e-03,-1.175000000000014921e-01
7.342250000000000831e+00,3.140000000000000568e-01,-1.988500000000000156e+00
4.514249999999999652e+00,4.030000000000004690e-01,-2.065000000000001279e-01
5.816499999999999559e+00,5.989999999999984226e-01,1.109999999999999432e+00
6.292749999999999844e+00,5.039999999999995595e-01,8.950000000000013500e-02
6.166000000000000369e+00,2.769999999999992468e-01,-3.689999999999997726e-01
5.381499999999999950e+00,2.519999999999988916e-01,-4.169999999999998153e-01
5.150750000000000384e+00,3.999999999999559464e-03,2.084999999999999076e-01
5.959249999999999936e+00,3.899999999999970157e-02,2.245000000000008100e-01
5.702999999999999403e+00,5.300000000000082423e-02,-4.119999999999999218e-01
5.168249999999999567e+00,1.600000000000001421e-02,-1.805000000000003268e-01
4.646250000000000213e+00,3.300000000000125056e-02,-1.745000000000000995e-01
4.804000000000000270e+00,2.010000000000005116e-01,3.099999999999969447e-02
4.156250000000000000e+00,1.410000000000000142e-01,-6.655000000000006466e-01
3.278249999999999886e+00,2.919999999999998153e-01,-5.150000000000032330e-02
3.454499999999999904e+00,1.630000000000002558e-01,2.009999999999996234e-01
3.524249999999999883e+00,1.470000000000002416e-01,-6.499999999999950262e-03
3.354999999999999982e+00,-7.500000000000106581e-02,-1.339999999999994529e-01
3.475999999999999979e+00,1.879999999999988347e-01,8.699999999999974420e-02
2.232250000000000068e+00,-7.709999999999990195e-01,-1.488500000000000156e+00
4.319999999999999396e-01,-5.410000000000003695e-01,-2.899999999999999800e-01
6.027499999999998970e-01,-7.530000000000001137e-01,3.204999999999998961e-01
9.475000000000000089e-01,8.189999999999990621e-01,-1.019999999999998685e-01
6.905000000000000027e-01,4.879999999999995453e-01,1.650000000000000355e-01
8.857500000000000373e-01,-2.663999999999999702e+00,-2.035000000000000142e-01
6.867499999999999716e-01,-4.769999999999994245e-01,1.074999999999999289e-01
9.927500000000000213e-01,1.116999999999999105e+00,2.904999999999998694e-01
1.846999999999999975e+00,2.449999999999992184e-01,7.900000000000000355e-01
3.313250000000000028e+00,2.012999999999999901e+00,6.665000000000000924e-01
4.049999999999999822e+00,9.380000000000006111e-01,-1.299999999999990052e-02
3.738999999999999879e+00,-8.399999999999963052e-02,-1.029999999999997584e-01
3.886999999999999567e+00,-2.800000000000046896e-02,8.700000000000018829e-02
4.718750000000000000e+00,-7.099999999999972999e-02,3.644999999999996021e-01
5.782499999999999751e+00,1.840000000000010516e-01,9.640000000000004121e-01
1.000849999999999973e+01,6.199999999999938893e-02,1.163999999999997925e+00
1.058375000000000021e+01,2.769999999999992468e-01,-1.735000000000006537e-01
9.989999999999998437e+00,-1.500000000000056843e-02,-6.040000000000009805e-01
8.952999999999999403e+00,2.270000000000003126e-01,-4.249999999999989342e-01
8.058250000000001023e+00,3.859999999999992326e-01,-2.864999999999984226e-01
7.227750000000000341e+00,2.929999999999992610e-01,-2.424999999999997158e-01
6.407750000000000057e+00,3.410000000000010800e-01,-6.615000000000001990e-01
5.477249999999999730e+00,-5.400000000000204636e-02,-9.049999999999958078e-02
5.397000000000000242e+00,5.799999999999982947e-02,1.999999999999992895e-01
5.665250000000000341e+00,-2.349999999999994316e-01,-2.105000000000005755e-01
5.765499999999999403e+00,3.399999999999891998e-02,1.540000000000008029e-01
5.024999999999999467e+00,-2.410000000000032117e-01,-4.459999999999997300e-01
4.977750000000000341e+00,-1.059999999999980957e-01,4.495000000000004547e-01
5.327249999999999375e+00,8.400000000000318323e-02,-1.324999999999993960e-01
5.009999999999999787e+00,3.040000000000020464e-01,-6.000000000000227374e-03
5.469000000000000306e+00,4.100000000000001421e-01,2.110000000000002984e-01
5.804000000000000270e+00,3.960000000000007958e-01,2.620000000000004547e-01
6.340749999999999886e+00,3.049999999999997158e-01,1.355000000000003979e-01
7.376999999999999780e+00,3.350000000000008527e-01,-2.230000000000007532e-01
8.224750000000000227e+00,1.219999999999998863e-01,1.585000000000000853e-01
7.777499999999999858e+00,1.310000000000002274e-01,-7.099999999999972999e-02
8.441000000000000725e+00,-3.809999999999966747e-01,1.359999999999992326e-01
8.786000000000001364e+00,-6.129999999999995453e-01,-4.000000000000003553e-01
6.834249999999999936e+00,-9.659999999999975273e-01,-6.214999999999992752e-01
5.556250000000000355e+00,-1.589999999999989200e-01,-5.164999999999997371e-01
4.855249999999999844e+00,-4.599999999999937472e-02,-5.649999999999977263e-02
4.992499999999999716e+00,-1.916000000000000369e+00,1.960000000000006182e-01
5.488750000000000462e+00,-1.516999999999999460e+00,1.684999999999998721e-01
5.956999999999999851e+00,-2.200000000000006395e-01,-3.700000000000081002e-02
5.615250000000000519e+00,-3.879999999999999005e-01,-1.455000000000001847e-01
5.692000000000000171e+00,8.030000000000008242e-01,1.769999999999996021e-01
5.939000000000000057e+00,1.339999999999985647e-01,8.800000000000096634e-02
6.166249999999999787e+00,5.503999999999999559e+00,1.074999999999999289e-01
6.419750000000000512e+00,1.830000000000000071e+00,1.405000000000002913e-01
6.414749999999999730e+00,2.180999999999997385e+00,-3.499999999999836575e-03
6.128000000000000114e+00,-2.134999999999999787e+00,-1.900000000000003908e-01
5.841750000000000220e+00,5.540000000000002700e-01,-9.149999999999991473e-02
5.969500000000000028e+00,1.285000000000000142e+00,4.290000000000002700e-01
6.479499999999999815e+00,1.538999999999997925e+00,3.889999999999993463e-01
6.148500000000000298e+00,-1.780000000000008242e-01,-3.580000000000005400e-01
5.727500000000000036e+00,-8.079999999999998295e-01,3.589999999999999858e-01
6.581749999999999545e+00,-5.850000000000008527e-01,3.784999999999998366e-01
6.779499999999999638e+00,-1.202000000000001734e+00,1.699999999999999289e-01
7.144999999999999574e+00,6.499999999999772626e-02,8.099999999999951683e-02
7.411250000000000782e+00,7.900000000000062528e-02,-8.049999999999979394e-02
6.900500000000000078e+00,-1.201000000000000512e+00,-1.109999999999988773e-01
6.212749999999999773e+00,-9.669999999999987494e-01,-5.794999999999994600e-01
5.491249999999999964e+00,-1.989999999999998437e-01,-1.005000000000002558e-01
5.068999999999999950e+00,-8.000000000000007105e-02,-3.529999999999997584e-01
4.293750000000000178e+00,-1.559999999999988063e-01,-2.904999999999997584e-01
3.110500000000000043e+00,-2.000000000000667910e-03,-1.219000000000000306e+00
3.396999999999999797e+00,-2.159999999999993037e-01,1.254999999999999893e+00
3.040750000000000064e+00,-8.999999999999985789e-02,-4.875000000000002665e-01
2.265249999999999986e+00,1.054999999999999716e+00,-3.334999999999999076e-01
1.548750000000000071e+00,-6.499999999999950262e-02,-2.884999999999999787e-01
1.054499999999999993e+00,5.760000000000005116e-01,-2.320000000000002061e-01
9.652500000000000524e-01,-6.859999999999999432e-01,4.265000000000001013e-01
2.352999999999999758e+00,-6.699999999999999289e-01,7.890000000000001457e-01
3.564999999999999947e+00,-7.260000000000008669e-01,2.079999999999992966e-01
3.208250000000000046e+00,-3.239999999999998437e-01,-2.764999999999995239e-01
3.824000000000000288e+00,5.099999999999997868e-01,8.189999999999999503e-01
6.160999999999999588e+00,2.899999999999991473e-02,1.498999999999999666e+00
8.470500000000001251e+00,4.900000000000126477e-02,1.069999999999993179e-01
8.859750000000000014e+00,-4.529999999999994031e-01,1.549999999999940314e-02
8.903499999999999304e+00,-1.118000000000000327e+00,-1.140000000000007674e-01
8.370249999999998636e+00,-9.390000000000000568e-01,-9.350000000000058265e-02
8.692999999999999616e+00,-1.639999999999997016e-01,1.509999999999998010e-01
8.599750000000000227e+00,9.670000000000005258e-01,-2.244999999999990337e-01
8.227000000000000313e+00,1.163999999999999702e+00,-3.999999999999914735e-02
8.302749999999999631e+00,-2.099999999999901945e-02,4.249999999999864997e-02
8.087250000000000938e+00,2.300000000000004263e-01,-1.854999999999993321e-01
7.772999999999999687e+00,2.990000000000012648e-01,-1.340000000000003411e-01
7.434499999999999886e+00,-1.920000000000001705e-01,-1.709999999999993747e-01
7.075000000000000178e+00,-6.139999999999989910e-01,-2.140000000000004121e-01
6.710499999999999687e+00,5.199999999999960210e-02,-5.600000000000004974e-02
6.856500000000000483e+00,2.309999999999998721e-01,1.069999999999993179e-01
7.080000000000000071e+00,1.730000000000000426e-01,-5.640000000000000568e-01
6.691499999999999559e+00,8.100000000000129319e-02,-3.200000000000002842e-02
6.532249999999999446e+00,-1.120000000000000995e-01,-2.305000000000001492e-01
5.560000000000000497e+00,-2.889999999999997016e-01,-3.359999999999994102e-01
6.994250000000000078e+00,-1.299999999999990052e-01,9.485000000000010090e-01
7.498499999999999943e+00,-1.599999999999823785e-02,-1.126999999999998892e+00
5.873749999999999361e+00,-1.699999999999999289e-01,-8.065000000000006608e-01
7.102249999999999730e+00,7.799999999999940314e-02,4.604999999999996874e-01
7.108249999999999957e+00,2.490000000000005542e-01,1.314999999999990621e-01
7.321500000000000341e+00,2.780000000000004690e-01,1.990000000000007319e-01
7.486750000000000682e+00,9.999999999999964473e-02,-1.554999999999990834e-01
6.967999999999999972e+00,-9.099999999999930367e-02,-3.529999999999997584e-01
6.208500000000000796e+00,3.299999999999947420e-02,-4.829999999999996518e-01
5.294999999999999929e+00,5.600000000000093792e-02,-4.809999999999998721e-01
4.233000000000000540e+00,1.200000000000045475e-02,-6.740000000000003766e-01
3.916999999999999815e+00,-1.219999999999998863e-01,6.059999999999998721e-01
5.945500000000000895e+00,-3.899999999999987921e-01,8.609999999999997655e-01
6.299500000000000099e+00,9.700000000000130740e-02,-2.300000000000004263e-01
6.217000000000000526e+00,-1.649999999999991473e-01,-2.789999999999999147e-01
6.070750000000000313e+00,-3.019999999999996021e-01,7.655000000000002913e-01
7.205750000000000099e+00,6.560000000000005826e-01,6.215000000000010516e-01
7.275000000000000355e+00,-5.960000000000000853e-01,-6.950000000000002842e-01
6.333249999999999602e+00,9.000000000000341061e-03,2.150000000000051870e-02
6.413750000000000284e+00,4.450000000000002842e-01,-2.835000000000000853e-01
6.318499999999999339e+00,1.300000000000007816e-01,1.600000000000001421e-02
6.165499999999999758e+00,-7.000000000000028422e-02,6.000000000000227374e-03
6.444250000000000256e+00,8.600000000000029843e-02,2.764999999999995239e-01
6.642000000000000348e+00,3.109999999999999432e-01,-1.440000000000001279e-01
6.137000000000000455e+00,-2.270000000000003126e-01,-3.460000000000000853e-01
5.713250000000000384e+00,5.300000000000082423e-02,-3.044999999999999929e-01
5.397000000000000242e+00,-2.460000000000004405e-01,8.000000000000095923e-02
5.771250000000000213e+00,-4.969999999999998863e-01,3.535000000000003695e-01
6.838250000000000384e+00,2.930000000000010374e-01,5.304999999999999716e-01
8.444749999999999091e+00,2.899999999999991473e-01,9.524999999999987921e-01
9.727000000000000313e+00,5.289999999999999147e-01,2.149999999999998579e-01
1.001750000000000185e+01,3.699999999999992184e-01,1.579999999999994742e-01
1.003999999999999915e+01,9.000000000000341061e-03,-2.409999999999996589e-01
9.437250000000000583e+00,2.590000000000003411e-01,1.894999999999988916e-01
9.635749999999999815e+00,1.579999999999994742e-01,7.500000000000284217e-03
1.038599999999999923e+01,-1.859999999999999432e-01,8.420000000000005258e-01
1.115000000000000036e+01,-9.800000000000075318e-02,3.500000000000014211e-02
1.163250000000000028e+01,1.189999999999997726e-01,4.160000000000003695e-01
1.271450000000000102e+01,1.600000000000001421e-02,3.029999999999990479e-01
1.295725000000000016e+01,1.129999999999995453e-01,4.265000000000007674e-01
1.138224999999999909e+01,1.979999999999986215e-01,-1.135000000000001563e-01
1.394074999999999953e+01,-1.200000000000009948e-01,2.005500000000001393e+00
1.590899999999999892e+01,5.499999999999971578e-02,-3.299999999999947420e-02
1.646674999999999756e+01,-7.300000000000039790e-02,3.844999999999991758e-01
1.623574999999999946e+01,-9.399999999999941735e-02,-6.775000000000019895e-01
1.606000000000000227e+01,-1.310000000000002274e-01,3.660000000000014353e-01
1.553125000000000000e+01,-7.699999999999995737e-02,8.004999999999995453e-01
1.723874999999999957e+01,1.549999999999993605e-01,5.414999999999992042e-01
1.764349999999999952e+01,1.479999999999996874e-01,-6.649999999999991473e-01
1.651174999999999926e+01,3.999999999999914735e-02,-5.450000000000088107e-02
1.675925000000000153e+01,-1.509999999999998010e-01,2.205000000000012506e-01
1.746049999999999969e+01,1.339999999999985647e-01,-1.090000000000017621e-01
1.714625000000000199e+01,-1.190000000000015490e-01,2.174999999999975842e-01
1.755700000000000216e+01,1.989999999999998437e-01,4.800000000000004263e-01
1.816949999999999932e+01,-1.210000000000004405e-01,4.800000000000004263e-01
1.765375000000000227e+01,1.839999999999992752e-01,-3.350000000000008527e-02
1.742475000000000307e+01,-8.000000000000007105e-02,-4.135000000000026432e-01
1.768199999999999861e+01,-2.699999999999995737e-01,4.299999999999997158e-01
1.722850000000000037e+01,-2.999999999999989342e-01,-4.900000000000019895e-01
1.625699999999999790e+01,6.499999999999950262e-02,-5.960000000000000853e-01
1.661050000000000182e+01,2.520000000000006679e-01,-2.660000000000017906e-01
1.688374999999999915e+01,-1.470000000000002416e-01,8.495000000000025864e-01
1.778524999999999778e+01,-2.229999999999989768e-01,5.824999999999995737e-01
1.756024999999999991e+01,-4.599999999999937472e-02,2.715000000000031832e-01
1.808174999999999955e+01,-3.469999999999995310e-01,-5.184999999999995168e-01
1.757325000000000159e+01,-4.570000000000007390e-01,-2.134999999999998010e-01
1.688599999999999923e+01,-1.349999999999997868e-01,-1.649999999999991473e-01
1.619575000000000031e+01,-2.309999999999998721e-01,-6.494999999999979678e-01
1.533324999999999960e+01,-1.939999999999990621e-01,-7.050000000000089528e-02
1.514550000000000018e+01,-3.309999999999995168e-01,-2.390000000000007674e-01
1.447424999999999962e+01,-1.410000000000000142e-01,-4.845000000000005969e-01
1.418649999999999878e+01,-6.000000000000049738e-02,1.699999999999999289e-01
1.415375000000000050e+01,-1.150000000000002132e-01,-1.284999999999989484e-01
1.394575000000000031e+01,-9.699999999999953104e-02,-2.250000000000085265e-02
1.415625000000000000e+01,-3.139999999999991687e-01,-3.750000000000142109e-02
1.392575000000000074e+01,-1.610000000000004761e-01,6.550000000000011369e-02
1.402500000000000036e+01,-1.739999999999994884e-01,4.700000000000059686e-02
1.361374999999999957e+01,-1.189999999999997726e-01,-3.275000000000005684e-01
1.291349999999999909e+01,-2.200000000000006395e-01,-2.909999999999985931e-01
1.244100000000000072e+01,-3.109999999999999432e-01,-2.699999999999995737e-01
1.208249999999999957e+01,-2.090000000000005187e-01,-1.880000000000006111e-01
1.168400000000000105e+01,-3.450000000000006395e-01,-2.060000000000012932e-01
1.143324999999999925e+01,-2.830000000000003624e-01,-7.949999999999945999e-02
1.133874999999999922e+01,-3.060000000000000497e-01,-2.500000000001278977e-03
1.138149999999999906e+01,-1.290000000000000036e-01,-1.800000000000068212e-02
1.065224999999999866e+01,-1.879999999999997229e-01,-3.914999999999988489e-01
1.019399999999999906e+01,-2.520000000000002238e-01,-3.269999999999999574e-01
9.558250000000001023e+00,-5.110000000000001208e-01,-4.095000000000013074e-01
9.436249999999999361e+00,-2.999999999999980460e-02,6.374999999999992895e-01
1.071300000000000097e+01,2.259999999999999787e-01,4.500000000000010658e-01
1.129599999999999937e+01,-4.309999999999996056e-01,4.139999999999997016e-01
1.163100000000000023e+01,-3.459999999999998632e-01,1.820000000000021600e-01
1.025324999999999953e+01,-2.030000000000000693e-01,-1.978500000000000369e+00
9.249750000000000583e+00,-2.239999999999999769e-01,-1.984999999999992326e-01
8.679249999999999687e+00,1.800000000000001599e-02,-1.405000000000011795e-01
9.762000000000000455e+00,-1.290000000000000591e-01,5.499999999999989342e-01
9.747749999999999915e+00,-6.000000000000005329e-03,-3.094999999999998863e-01
1.021799999999999997e+01,8.200000000000001732e-02,3.119999999999976126e-01
1.014724999999999966e+01,2.399999999999999911e-01,-2.775000000000016342e-01
9.919999999999999929e+00,1.990000000000000657e-01,3.200000000000002842e-02
1.001274999999999871e+01,3.699999999999992184e-02,1.765000000000007674e-01
9.980500000000001037e+00,-2.100000000000012967e-02,-9.299999999999997158e-02
1.023349999999999937e+01,1.100000000000012079e-02,-1.089999999999999858e-01
1.122100000000000009e+01,-1.000000000000000888e-02,9.769999999999985363e-01
1.237775000000000070e+01,4.300000000000014921e-02,2.925000000000004263e-01
1.225874999999999915e+01,2.200000000000001954e-02,-3.755000000000006111e-01
1.192074999999999996e+01,0.000000000000000000e+00,-1.204999999999998295e-01
1.177624999999999922e+01,-1.169999999999999929e-01,-2.044999999999994600e-01
1.097550000000000026e+01,-1.800000000000001599e-02,-9.290000000000002700e-01
9.754749999999999588e+00,-1.209999999999999964e-01,3.749999999999786837e-02
9.266000000000001791e+00,-2.700000000000013500e-02,2.739999999999991331e-01
1.059775000000000134e+01,-1.390000000000000124e-01,4.945000000000003837e-01
1.081125000000000114e+01,-4.300000000000003819e-02,-5.499999999999616307e-03
1.103399999999999892e+01,5.600000000000004974e-02,2.780000000000004690e-01
1.193099999999999916e+01,1.699999999999990408e-02,-1.209999999999986642e-01
1.036674999999999969e+01,-8.200000000000007283e-02,-7.745000000000015206e-01
1.013775000000000048e+01,2.700000000000002398e-02,-2.475000000000004974e-01
1.194150000000000134e+01,9.399999999999997247e-02,1.060999999999998167e+00
1.381975000000000087e+01,-1.100000000000000977e-02,3.384999999999998010e-01
1.515625000000000000e+01,-2.579999999999999516e-01,1.955000000000008953e-01
1.599374999999999858e+01,-1.839999999999999969e-01,1.327499999999998792e+00
1.745449999999999946e+01,6.910000000000000586e-01,2.730000000000032401e-01
1.826174999999999926e+01,1.760000000000001563e-01,1.490499999999997272e+00
1.916649999999999920e+01,5.069999999999998952e-01,2.817000000000003723e+00
1.898300000000000054e+01,9.200000000000008171e-02,-1.484000000000001762e+00
1.790449999999999875e+01,-1.330000000000000071e-01,7.700000000000173372e-02
1.895450000000000301e+01,-3.070000000000001616e-01,-5.539999999999984936e-01
1.819324999999999903e+01,-3.220000000000000639e-01,-1.786500000000003752e+00
1.892300000000000182e+01,-5.600000000000004974e-02,-8.899999999999863576e-02
1.893549999999999756e+01,1.669999999999998153e-01,6.960000000000015064e-01
1.860150000000000148e+01,4.019999999999999130e-01,-2.309999999999980957e-01
1.798724999999999952e+01,5.569999999999999396e-01,-5.375000000000014211e-01
1.680024999999999835e+01,9.100000000000019185e-02,-4.235000000000006537e-01
1.671875000000000000e+01,6.700000000000017053e-02,7.250000000000156319e-02
1.583224999999999838e+01,-1.829999999999998295e-01,-4.594999999999984652e-01
1.557774999999999821e+01,2.580000000000000071e-01,-4.034999999999993037e-01
1.631074999999999875e+01,5.170000000000003482e-01,-1.365000000000016200e-01
1.617575000000000074e+01,-2.569999999999996732e-01,-1.724999999999994316e-01
1.706575000000000131e+01,-3.140000000000000568e-01,8.735000000000034959e-01
1.646175000000000210e+01,-2.150000000000003020e-01,-9.134999999999990905e-01
1.510200000000000031e+01,-1.819999999999999396e-01,1.749999999999989342e-01
1.721774999999999878e+01,-4.999999999999982236e-02,5.694999999999978968e-01
1.767900000000000205e+01,2.479999999999997762e-01,-1.140000000000007674e-01
1.714349999999999952e+01,3.850000000000002309e-01,-7.319999999999993179e-01
1.629899999999999949e+01,6.139999999999998792e-01,3.760000000000012221e-01
1.682549999999999812e+01,5.260000000000006892e-01,1.009999999999990905e-01
1.754950000000000188e+01,2.770000000000001350e-01,3.419999999999987494e-01
1.736500000000000199e+01,6.099999999999994316e-01,-2.870000000000025864e-01
1.732600000000000051e+01,-4.239999999999994884e-01,-4.999999999999005240e-03
1.732625000000000171e+01,-1.390000000000002345e-01,-1.095000000000005969e-01
1.646949999999999648e+01,8.399999999999963052e-02,-6.369999999999969020e-01
1.498274999999999935e+01,3.140000000000000568e-01,-4.545000000000012363e-01
1.415399999999999991e+01,1.509999999999998010e-01,-6.330000000000008953e-01
1.352974999999999994e+01,-1.150000000000002132e-01,-2.355000000000018190e-01
1.280624999999999858e+01,3.289999999999997371e-01,-3.555000000000010374e-01
1.231200000000000117e+01,1.003000000000000114e+00,2.399999999999913314e-02
1.242300000000000004e+01,5.589999999999992752e-01,1.620000000000025864e-01
1.362049999999999983e+01,-3.550000000000004263e-01,6.599999999999983658e-01
1.487999999999999901e+01,-8.870000000000004547e-01,9.779999999999997584e-01
1.590925000000000011e+01,-4.800000000000004263e-02,2.655000000000029559e-01
1.560074999999999967e+01,-6.539999999999999147e-01,-3.535000000000003695e-01
1.483924999999999983e+01,-1.754999999999999893e+00,-7.984999999999988773e-01
1.269600000000000151e+01,-5.920000000000000817e-01,-8.139999999999982805e-01
1.157975000000000065e+01,2.205000000000000071e+00,-1.334999999999997300e-01
1.087950000000000017e+01,-1.829999999999998295e-01,-3.729999999999993321e-01
1.006374999999999886e+01,4.719999999999995310e-01,-1.244999999999993889e-01
9.951250000000001705e+00,-1.319999999999996732e-01,-3.124999999999982236e-01
9.178000000000000824e+00,3.309999999999995168e-01,-5.360000000000013642e-01
8.277499999999999858e+00,-5.280000000000004690e-01,-3.140000000000000568e-01
7.523500000000000298e+00,-6.239999999999996660e-01,-2.699999999999995737e-01
6.632249999999999979e+00,-4.559999999999995168e-01,-3.514999999999997016e-01
6.353249999999999176e+00,1.089999999999999858e-01,-7.499999999999396039e-03
6.019250000000000433e+00,6.469999999999993534e-01,-3.925000000000000711e-01
6.150999999999999801e+00,2.700000000000004619e-01,5.869999999999997442e-01
6.421499999999999986e+00,3.300000000000000711e-01,-6.000000000000227374e-03
7.498250000000000526e+00,6.980000000000003979e-01,6.064999999999995950e-01
8.699000000000001620e+00,-2.039999999999988489e-01,6.800000000000014921e-01
9.139250000000000540e+00,-3.280000000000002913e-01,1.024999999999991473e-01
9.705249999999999488e+00,-3.890000000000002345e-01,5.985000000000013642e-01
1.048375000000000057e+01,-1.849999999999996092e-01,-7.950000000000123634e-02
9.114750000000000796e+00,-5.999999999999960920e-02,-8.684999999999991616e-01
9.209500000000000242e+00,-1.400000000000023448e-02,2.789999999999999147e-01
9.527749999999999275e+00,5.460000000000002629e-01,-3.634999999999983800e-01
9.637499999999999289e+00,5.950000000000006395e-01,0.000000000000000000e+00
9.205249999999999488e+00,5.090000000000003411e-01,-7.115000000000009095e-01
7.486500000000000377e+00,5.980000000000007532e-01,-9.079999999999994742e-01
6.530249999999999666e+00,1.000000000001222134e-03,1.824999999999992184e-01
7.204749999999999766e+00,-4.570000000000007390e-01,-1.014999999999997016e-01
5.326999999999999957e+00,-5.099999999999997868e-01,-1.882999999999999119e+00
2.138749999999999929e+00,-1.989999999999998437e-01,-7.385000000000001563e-01
1.024999999999999911e+00,1.799999999999997158e-01,-6.109999999999999876e-01
4.380000000000000560e-01,1.180000000000003268e-01,1.050000000000000377e-01
8.712499999999999689e-01,4.900000000000126477e-02,2.064999999999999059e-01
2.793999999999999595e+00,-5.409999999999985931e-01,1.688000000000000167e+00
5.825999999999999623e+00,-4.860000000000006537e-01,1.778000000000000469e+00
9.287499999999999645e+00,-4.119999999999999218e-01,1.129999999999999005e+00
9.668250000000000455e+00,1.610000000000004761e-01,-2.524999999999995026e-01
9.391500000000000625e+00,3.769999999999997797e-01,-2.209999999999983089e-01
8.920749999999999957e+00,9.799999999999897682e-02,-2.444999999999986073e-01
8.309250000000000469e+00,1.299999999999990052e-02,-1.795000000000008811e-01
7.961500000000000021e+00,-3.100000000000058265e-02,-2.840000000000006963e-01
7.587249999999999162e+00,-2.770000000000001350e-01,-1.725000000000003197e-01
7.520750000000000490e+00,-1.759999999999992681e-01,-6.349999999999944578e-02
7.543250000000000455e+00,-8.099999999999951683e-02,-6.250000000000000000e-02
6.871000000000000441e+00,9.999999999994457767e-04,-3.210000000000006182e-01
6.386250000000000426e+00,-3.290000000000006253e-01,-2.884999999999999787e-01
5.711249999999999716e+00,-2.769999999999992468e-01,-3.365000000000000213e-01
4.998999999999999666e+00,-4.000000000000003553e-01,-3.989999999999991331e-01
5.615250000000000519e+00,-3.399999999999998579e-01,9.124999999999996447e-01
6.614749999999999908e+00,-3.450000000000001954e-01,5.749999999999921840e-02
5.849000000000000199e+00,-2.219999999999999751e-01,6.299999999999972289e-02
5.229499999999999815e+00,-1.129999999999999893e-01,-3.140000000000000568e-01
4.444499999999999673e+00,-1.570000000000000284e-01,-3.500000000000014211e-02
4.286250000000000782e+00,-5.750000000000001776e-01,1.949999999999985079e-02
4.679999999999999716e+00,-1.730000000000000426e-01,3.500000000000014211e-02
5.813500000000000334e+00,1.330000000000000071e-01,9.719999999999995310e-01
7.792749999999999844e+00,-6.899999999999995026e-02,3.844999999999991758e-01
8.967749999999998778e+00,2.399999999999999911e-01,1.242499999999999716e+00
1.015799999999999947e+01,2.930000000000001492e-01,3.120000000000011653e-01
1.108075000000000010e+01,3.839999999999998970e-01,5.184999999999995168e-01
1.229499999999999993e+01,4.950000000000001066e-01,6.159999999999996589e-01
1.321274999999999977e+01,5.519999999999996021e-01,3.504999999999984794e-01
1.302599999999999980e+01,3.189999999999999503e-01,-3.629999999999995453e-01
1.188325000000000031e+01,4.159999999999994813e-01,-6.535000000000010800e-01
1.140249999999999986e+01,3.380000000000000782e-01,-1.760000000000019327e-01
1.086374999999999957e+01,1.189999999999997726e-01,-2.675000000000000711e-01
1.049924999999999997e+01,-1.539999999999999147e-01,8.950000000000102318e-02
1.220124999999999993e+01,-2.389999999999998792e-01,1.213499999999999801e+00
1.328575000000000017e+01,7.300000000000039790e-02,8.050000000000068212e-02
1.303350000000000009e+01,8.260000000000005116e-01,-6.899999999999977263e-01
1.287450000000000117e+01,6.460000000000007958e-01,6.839999999999992752e-01
1.455874999999999986e+01,1.150000000000002132e-01,7.235000000000013642e-01
1.585750000000000171e+01,3.230000000000003979e-01,6.370000000000022311e-01
1.651999999999999957e+01,-3.420000000000005258e-01,-7.300000000000039790e-02
1.625750000000000028e+01,1.120000000000000995e-01,-2.309999999999980957e-01
1.590099999999999980e+01,1.699999999999945999e-02,-1.520000000000010232e-01
1.586224999999999952e+01,4.689999999999994174e-01,1.764999999999989910e-01
1.600874999999999915e+01,7.500000000000106581e-02,-1.564999999999994174e-01
1.556524999999999892e+01,-5.700000000000038369e-02,-1.875000000000017764e-01
1.511849999999999916e+01,-1.999999999999957367e-02,-2.880000000000002558e-01
1.436125000000000185e+01,2.709999999999990195e-01,-3.035000000000014353e-01
1.395775000000000077e+01,1.520000000000010232e-01,-1.635000000000008669e-01
1.372400000000000020e+01,-1.259999999999994458e-01,-7.799999999999940314e-02
1.363199999999999967e+01,1.790000000000002700e-01,-9.999999999999786837e-02
1.346024999999999849e+01,2.949999999999999289e-01,-5.949999999999810996e-02
1.346750000000000114e+01,-2.309999999999998721e-01,4.800000000000004263e-02
1.350550000000000139e+01,-1.289999999999995595e-01,-2.399999999999913314e-02
1.276125000000000043e+01,8.099999999999951683e-02,-6.944999999999996732e-01
1.164600000000000080e+01,-2.899999999999991473e-02,-3.719999999999998863e-01
1.131449999999999889e+01,-1.489999999999991331e-01,1.709999999999993747e-01
1.212674999999999947e+01,3.599999999999958789e-02,1.242499999999999716e+00
1.256525000000000070e+01,2.199999999999846523e-02,1.627500000000001279e+00
1.323549999999999827e+01,-1.399999999999934630e-02,-7.829999999999994742e-01
1.198949999999999960e+01,6.799999999999961631e-02,-6.730000000000018190e-01
1.087500000000000000e+01,8.799999999999918998e-02,3.309999999999995168e-01
1.169350000000000023e+01,-2.300000000000004263e-01,4.320000000000021600e-01
1.240625000000000000e+01,-2.900000000000009237e-01,5.084999999999979536e-01
1.359775000000000134e+01,-1.170000000000008811e-01,2.234999999999995879e-01
1.394949999999999868e+01,-2.890000000000014779e-01,4.100000000000001421e-01
1.458225000000000016e+01,-1.500000000000003553e-01,1.254999999999988347e-01
1.428324999999999889e+01,-1.390000000000011227e-01,-1.624999999999996447e-01
1.367999999999999972e+01,-6.099999999999994316e-02,-3.149999999999995026e-01
1.368124999999999858e+01,-2.240000000000001990e-01,3.149999999999941735e-02
