Final_Approximation,H_L1,H_L2,H_L3,H_L4
1.109887499999999960e+01,4.409999999999989484e-01,1.954000000000000625e+00,5.099999999999997868e-01,4.097500000000007248e-01
1.015593750000000028e+01,3.839999999999985647e-01,-8.129999999999988347e-01,-4.210000000000002629e-01,-1.146625000000000227e+00
9.181687500000000668e+00,4.310000000000009379e-01,-1.639499999999998181e+00,1.977500000000000924e-01,6.198750000000003979e-01
1.070887499999999903e+01,3.979999999999996874e-01,-5.199999999999960210e-02,2.662500000000012079e-01,6.202500000000004121e-01
1.075387500000000074e+01,1.029999999999997584e-01,-1.564999999999999503e+00,-6.877500000000003055e-01,-6.307499999999990337e-01
1.141249999999999964e+01,-7.699999999999995737e-02,-2.744999999999997442e-01,-4.222500000000000142e-01,-1.114000000000000767e+00
1.180862499999999926e+01,-1.999999999999992895e-01,2.139999999999986358e-01,-1.183250000000000135e+00,2.148749999999999716e+00
1.404643749999999969e+01,-7.800000000000117950e-02,-3.820000000000014495e-01,-3.562499999999997335e-01,1.250875000000000625e+00
1.475943750000000065e+01,-7.300000000000039790e-02,-4.499999999999992895e-02,-7.164999999999999147e-01,-8.876249999999981100e-01
1.713556249999999892e+01,3.599999999999958789e-02,-4.060000000000005826e-01,-8.924999999999994049e-02,2.638125000000000497e+00
1.670750000000000313e+01,-9.800000000000075318e-02,-9.879999999999995453e-01,1.212000000000000188e+00,-2.005000000000016769e-01
2.036806250000000063e+01,-3.500000000000014211e-02,3.919999999999994600e-01,6.157500000000002416e-01,-1.396875000000001421e+00
1.707150000000000034e+01,6.999999999999850786e-02,1.109999999999988773e-01,2.309500000000001663e+00,-8.434999999999988063e-01
1.640643749999999912e+01,-4.400000000000048317e-02,-1.317499999999999005e+00,4.374999999999928946e-02,1.026374999999999815e+00
1.721025000000000205e+01,-6.310000000000002274e-01,-1.201500000000000234e+00,3.227500000000009805e-01,-1.169499999999999318e+00
1.795562500000000128e+01,-4.699999999999882050e-02,2.600500000000001144e+00,-3.727499999999999147e-01,1.714750000000002217e+00
1.917275000000000063e+01,-3.389999999999986358e-01,3.249999999999886313e-02,-2.154999999999986926e-01,7.337500000000005684e-01
1.925856250000000003e+01,-2.880000000000002558e-01,1.114999999999994884e-01,-3.384999999999998010e-01,-6.381249999999951683e-01
1.813606250000000131e+01,-1.859999999999999432e-01,-4.959999999999986642e-01,-3.645000000000004903e-01,-6.013750000000044338e-01
1.610906250000000028e+01,-8.400000000000140687e-02,5.660000000000025011e-01,2.234999999999995879e-01,-8.061250000000015348e-01
1.530931250000000077e+01,-1.539999999999999147e-01,-9.450000000000002842e-02,-1.592500000000001137e-01,-2.753124999999998934e+00
1.372012499999999946e+01,-5.799999999999982947e-02,-4.265000000000007674e-01,1.434249999999999581e+00,1.361000000000000654e+00
1.347125000000000128e+01,-9.299999999999997158e-02,-1.580000000000012506e-01,-1.624750000000000583e+00,-7.959999999999993747e-01
1.016093749999999929e+01,-9.799999999999897682e-02,3.254999999999981242e-01,6.000000000000227374e-03,-2.589875000000001037e+00
7.815500000000000114e+00,3.620000000000000995e-01,2.800000000000011369e-01,1.652500000000003411e-01,-4.487500000000004263e-01
8.661062499999999886e+00,5.739999999999998437e-01,-3.899999999999792522e-02,-7.594999999999991758e-01,6.161249999999984794e-01
7.090062500000000156e+00,-5.830000000000001847e-01,1.900000000000012790e-02,-1.061999999999999389e+00,-1.449624999999999275e+00
4.256999999999999673e+00,3.599999999999958789e-02,-4.579999999999984084e-01,2.028500000000001080e+00,-7.265000000000005898e-01
5.080999999999999517e+00,2.800000000000046896e-02,-2.880000000000002558e-01,-8.249999999999957367e-02,-4.119999999999999218e-01
6.334687499999999361e+00,1.070000000000010942e-01,3.450000000000006395e-01,1.134999999999999787e+00,1.275125000000000064e+00
7.311749999999999972e+00,5.700000000000038369e-02,-5.664999999999995595e-01,-9.417500000000007532e-01,-1.009999999999990905e-01
7.299375000000000391e+00,-9.999999999999964473e-02,8.244999999999986784e-01,-9.525000000000094502e-02,-1.512500000000001066e+00
6.084437499999999943e+00,-1.639999999999997016e-01,1.419999999999994600e-01,2.787500000000004974e-01,5.503749999999998366e-01
6.108875000000000277e+00,-7.000000000000028422e-02,-4.529999999999994031e-01,-5.049999999999998934e-01,1.487000000000000099e+00
8.725812499999999972e+00,-9.999999999994457767e-04,-8.350000000000079581e-02,-3.162500000000001421e-01,8.312500000000078160e-02
8.379500000000000171e+00,-2.259999999999990905e-01,-3.579999999999987637e-01,1.067000000000000171e+00,5.005000000000006111e-01
9.028562499999999602e+00,-1.370000000000004547e-01,7.415000000000002700e-01,1.282250000000001222e+00,5.253749999999968168e-01
nan,-2.900000000000009237e-01,1.974999999999997868e-01,2.249999999999729994e-02,nan
nan,2.059999999999995168e-01,4.184999999999998721e-01,1.984999999999992326e-01,nan
nan,-1.130000000000013216e-01,-3.010000000000001563e-01,7.640000000000011227e-01,nan
nan,-1.269999999999988916e-01,1.895000000000006679e-01,1.082000000000000739e+00,nan
nan,-1.250000000000000000e-01,3.014999999999989910e-01,-1.575000000000001066e+00,nan
nan,-1.979999999999995097e-01,-1.494999999999997442e-01,1.968249999999999389e+00,nan
nan,-4.100000000000036948e-02,-1.884999999999994458e-01,-2.309999999999980957e-01,nan
nan,-8.999999999999985789e-02,-2.310000000000016485e-01,-5.287500000000022737e-01,nan
nan,-1.330000000000000071e-01,2.574999999999985079e-01,4.047499999999999432e-01,nan
nan,-1.819999999999994955e-01,1.974999999999997868e-01,2.475000000000022737e-01,nan
nan,-1.040000000000000924e-01,-4.949999999999832312e-02,-3.142499999999976978e-01,nan
nan,9.199999999999963762e-02,1.570000000000000284e-01,6.124999999999971578e-01,nan
nan,-1.069999999999993179e-01,1.800000000000068212e-02,-2.289999999999992042e-01,nan
nan,-6.000000000000227374e-03,-3.300000000000000711e-01,-4.534999999999982379e-01,nan
nan,-1.830000000000007176e-01,3.185000000000002274e-01,3.535000000000039222e-01,nan
nan,-5.900000000000016342e-02,-5.650000000000012790e-01,9.014999999999986358e-01,nan
nan,-1.400000000000023448e-02,-6.044999999999998153e-01,5.214999999999996305e-01,nan
nan,1.199999999999956657e-02,-5.619999999999993889e-01,-6.872500000000023590e-01,nan
nan,1.500000000000003553e-01,-3.814999999999990621e-01,-8.625000000000007105e-01,nan
nan,1.689999999999995950e-01,-4.930000000000021032e-01,-6.712500000000005684e-01,nan
nan,1.689999999999995950e-01,-1.684999999999980957e-01,-3.274999999999828049e-02,nan
nan,-3.000000000000113687e-03,-4.425000000000007816e-01,2.104999999999996874e-01,nan
nan,1.760000000000001563e-01,-3.424999999999993605e-01,9.924999999999961631e-02,nan
nan,1.129999999999995453e-01,-3.445000000000000284e-01,-7.002500000000004832e-01,nan
nan,-2.229999999999998650e-01,-5.730000000000003979e-01,-3.585000000000011511e-01,nan
nan,-1.579999999999994742e-01,-5.980000000000007532e-01,-2.507500000000018048e-01,nan
nan,1.889999999999991687e-01,-4.464999999999998970e-01,4.274999999999984368e-02,nan
nan,5.999999999999339195e-03,-5.999999999999996447e-01,-4.582499999999996021e-01,nan
nan,5.899999999999927525e-02,-2.154999999999995808e-01,-1.220000000000016627e-01,nan
nan,2.210000000000000853e-01,-1.485000000000002984e-01,5.829999999999984084e-01,nan
nan,-1.019999999999994245e-01,-3.664999999999998259e-01,-1.377750000000000696e+00,nan
nan,-7.100000000000061817e-02,-1.879999999999999449e-01,-5.705000000000008953e-01,nan
nan,-1.459999999999999076e-01,-8.850000000000002309e-02,-1.425000000000054001e-02,nan
nan,2.539999999999995595e-01,4.210000000000000409e-01,-7.075000000000031264e-02,nan
nan,5.799999999999982947e-02,2.230000000000000870e-01,9.274999999999877787e-02,nan
nan,5.999999999999960920e-02,1.699999999999990408e-02,2.529999999999983373e-01,nan
nan,4.300000000000014921e-02,-1.949999999999985079e-02,1.156750000000000611e+00,nan
nan,2.959999999999993747e-01,4.900000000000015454e-02,-3.379999999999991900e-01,nan
nan,1.939999999999999503e-01,-1.585000000000003073e-01,-8.007499999999989626e-01,nan
nan,1.650000000000000355e-01,-9.000000000000007994e-02,-4.887499999999977973e-01,nan
nan,-7.300000000000039790e-02,-1.599999999999999201e-01,2.134999999999998010e-01,nan
nan,3.000000000000024869e-02,8.150000000000001688e-02,8.970000000000002416e-01,nan
nan,3.699999999999992184e-02,-6.750000000000000444e-02,-2.289999999999992042e-01,nan
nan,1.520000000000001350e-01,9.050000000000002487e-02,1.878249999999999531e+00,nan
nan,1.019999999999994245e-01,-4.139999999999999236e-01,8.374999999999985789e-01,nan
nan,1.290000000000004476e-01,6.915000000000000036e-01,8.072499999999998010e-01,nan
nan,2.599999999999980105e-02,4.035000000000001918e-01,-1.834999999999986642e-01,nan
nan,2.299999999999968736e-02,-2.360000000000002096e-01,1.050000000000004263e+00,nan
nan,6.200000000000116529e-02,-3.540000000000000924e-01,7.297500000000027853e-01,nan
nan,2.229999999999989768e-01,4.525000000000001243e-01,-3.339999999999960778e-01,nan
nan,-2.000000000000667910e-03,6.469999999999997975e-01,-1.187000000000001165e+00,nan
nan,5.900000000000105160e-02,-1.800000000000001599e-01,-8.865000000000016200e-01,nan
nan,-2.390000000000007674e-01,8.274999999999996803e-01,7.330000000000005400e-01,nan
nan,-1.999999999998891553e-03,-7.214999999999998082e-01,8.900000000000005684e-01,nan
nan,-1.600000000000001421e-02,-4.865000000000003766e-01,-1.359750000000001791e+00,nan
nan,6.600000000000072475e-02,2.299999999999999822e-01,4.612500000000032685e-01,nan
nan,1.100000000000100897e-02,9.935000000000000497e-01,-8.445000000000000284e-01,nan
nan,-9.099999999999930367e-02,7.155000000000004690e-01,7.240000000000037517e-01,nan
nan,3.599999999999958789e-02,1.950000000000002842e-01,-3.900000000000147793e-02,nan
nan,-3.999999999999559464e-03,-2.464999999999992752e-01,-8.567500000000052296e-01,nan
nan,8.099999999999951683e-02,4.294999999999999929e-01,-8.287499999999994316e-01,nan
nan,-1.149999999999984368e-01,1.500000000000003553e-01,-7.235000000000013642e-01,nan
nan,-7.999999999999118927e-03,1.602000000000000313e+00,1.109999999999988773e-01,nan
nan,-5.360000000000004761e-01,-5.670000000000001705e-01,1.259499999999999176e+00,nan
nan,-1.869999999999993889e-01,-5.499999999999989342e-01,-3.085000000000004405e-01,nan
nan,-3.850000000000006750e-01,-2.092500000000000249e+00,-2.143249999999998323e+00,nan
nan,8.299999999999929656e-02,2.024000000000000021e+00,-7.002500000000004832e-01,nan
nan,-1.280000000000001137e-01,7.899999999999973710e-02,-1.124999999999971578e-01,nan
nan,4.600000000000026290e-02,-5.605000000000002203e-01,-9.005000000000009663e-01,nan
nan,5.199999999999960210e-02,-1.616000000000000547e+00,-8.912500000000003197e-01,nan
nan,-9.999999999994457767e-04,1.068999999999999950e+00,-3.339999999999987423e-01,nan
nan,-1.110000000000006537e-01,1.299999999999990052e-02,2.705000000000001847e-01,nan
nan,-1.779999999999999361e-01,2.969999999999988205e-01,1.200750000000001094e+00,nan
nan,-2.590000000000003411e-01,-7.054999999999989058e-01,5.659999999999989484e-01,nan
nan,-5.500000000000060396e-02,-1.444999999999989626e-01,-1.368999999999999773e+00,nan
nan,1.219999999999998863e-01,7.660000000000000142e-01,3.182499999999990337e-01,nan
nan,1.160000000000005471e-01,1.046999999999999709e+00,-4.322499999999998010e-01,nan
nan,-8.400000000000051870e-02,7.124999999999985789e-01,-9.562500000000007105e-01,nan
nan,-1.799999999999979394e-02,-1.071499999999998565e+00,-1.877749999999999808e+00,nan
nan,1.309999999999993392e-01,2.005000000000016769e-01,-1.113750000000000018e+00,nan
nan,-1.299999999999990052e-02,1.425000000000018474e-01,4.332499999999999130e-01,nan
nan,-1.070000000000002061e-01,-8.055000000000003268e-01,3.032000000000000028e+00,nan
nan,-1.559999999999996945e-01,2.884999999999990905e-01,3.807500000000008100e-01,nan
nan,-2.850000000000001421e-01,4.595000000000002416e-01,-4.707500000000006679e-01,nan
nan,7.699999999999995737e-02,-3.800000000000025580e-02,-3.477500000000004476e-01,nan
nan,4.759999999999999787e-01,-4.214999999999999858e-01,-6.649999999999867129e-02,nan
nan,5.999999999999960920e-02,-1.539999999999999147e-01,-6.722500000000000142e-01,nan
nan,2.809999999999996945e-01,-7.290000000000000924e-01,-6.750000000000007105e-01,nan
nan,2.240000000000001990e-01,-7.869999999999999218e-01,6.162500000000008527e-01,nan
nan,1.370000000000004547e-01,-5.084999999999997300e-01,-7.657499999999997087e-01,nan
nan,5.699999999999860734e-02,-1.399999999999996803e-01,-7.850000000000001421e-01,nan
nan,-1.799999999999890576e-02,-7.010000000000000675e-01,3.937499999999989342e-01,nan
nan,-5.100000000000015632e-02,7.699999999999995737e-02,1.979249999999999510e+00,nan
nan,3.400000000000069633e-02,4.984999999999999432e-01,1.190250000000000696e+00,nan
nan,2.400000000000090949e-02,8.735000000000003872e-01,1.214249999999999829e+00,nan
nan,5.499999999999971578e-02,8.845000000000009521e-01,-1.867499999999999716e-01,nan
nan,7.500000000000106581e-02,8.290000000000006253e-01,-4.807500000000004547e-01,nan
nan,-3.200000000000002842e-02,1.449999999999995737e-02,-3.644999999999996021e-01,nan
nan,2.789999999999999147e-01,-7.899999999999973710e-02,1.084500000000000242e+00,nan
nan,-2.130000000000009663e-01,1.070999999999999730e+00,-1.589999999999989200e-01,nan
nan,-2.660000000000000142e-01,8.499999999999996447e-01,1.298750000000001847e+00,nan
nan,-1.200000000000045475e-02,-2.480000000000011084e-01,-2.624999999999992895e-01,nan
nan,2.910000000000003695e-01,8.140000000000000568e-01,-3.875000000000028422e-02,nan
nan,1.440000000000001279e-01,-1.660000000000003695e-01,-4.435000000000002274e-01,nan
nan,1.699999999999945999e-02,3.525000000000009237e-01,-7.572499999999973141e-01,nan
nan,1.630000000000002558e-01,5.299999999999904787e-02,-2.337500000000005684e-01,nan
nan,-3.780000000000001137e-01,4.869999999999983231e-01,-1.717500000000011795e-01,nan
nan,-2.999999999999936051e-02,-3.159999999999989484e-01,3.800000000000025580e-02,nan
nan,3.239999999999998437e-01,8.799999999999918998e-02,-1.115249999999999631e+00,nan
nan,6.800000000000139266e-02,-6.949999999999789679e-02,8.122500000000005826e-01,nan
nan,1.109999999999988773e-01,4.899999999999948841e-02,6.702499999999975699e-01,nan
nan,-2.869999999999990337e-01,2.800000000000224532e-02,-1.114499999999999602e+00,nan
nan,-6.199999999999938893e-02,-5.379999999999984794e-01,7.127499999999997726e-01,nan
nan,2.940000000000004832e-01,-3.109999999999999432e-01,3.517499999999973426e-01,nan
nan,-2.450000000000009948e-01,-2.034999999999982379e-01,-2.990000000000012648e-01,nan
nan,-4.860000000000006537e-01,-3.655000000000008242e-01,1.249999999998863132e-03,nan
nan,-3.000000000000113687e-03,-1.175000000000014921e-01,2.720000000000020179e-01,nan
nan,3.140000000000000568e-01,-1.988500000000000156e+00,-1.782249999999999446e+00,nan
nan,4.030000000000004690e-01,-2.065000000000001279e-01,1.205999999999999517e+00,nan
nan,5.989999999999984226e-01,1.109999999999999432e+00,1.103999999999999204e+00,nan
nan,5.039999999999995595e-01,8.950000000000013500e-02,-6.062499999999992895e-01,nan
nan,2.769999999999992468e-01,-3.689999999999997726e-01,5.257500000000003837e-01,nan
nan,2.519999999999988916e-01,-4.169999999999998153e-01,-1.016750000000000043e+00,nan
nan,3.999999999999559464e-03,2.084999999999999076e-01,-1.971250000000001279e+00,nan
nan,3.899999999999970157e-02,2.245000000000008100e-01,-1.404999999999994031e-01,nan
nan,5.300000000000082423e-02,-4.119999999999999218e-01,6.242499999999999716e-01,nan
nan,1.600000000000001421e-02,-1.805000000000003268e-01,-1.484249999999999403e+00,nan
nan,3.300000000000125056e-02,-1.745000000000000995e-01,3.672499999999994102e-01,nan
nan,2.010000000000005116e-01,3.099999999999969447e-02,7.322500000000005116e-01,nan
nan,1.410000000000000142e-01,-6.655000000000006466e-01,-3.584999999999993747e-01,nan
nan,2.919999999999998153e-01,-5.150000000000032330e-02,-2.160000000000010800e-01,nan
nan,1.630000000000002558e-01,2.009999999999996234e-01,-8.845000000000000639e-01,nan
nan,1.470000000000002416e-01,-6.499999999999950262e-03,-7.774999999999998579e-01,nan
nan,-7.500000000000106581e-02,-1.339999999999994529e-01,-5.007500000000000284e-01,nan
nan,1.879999999999988347e-01,8.699999999999974420e-02,5.122499999999998721e-01,nan
nan,-7.709999999999990195e-01,-1.488500000000000156e+00,1.827499999999995239e-01,nan
nan,-5.410000000000003695e-01,-2.899999999999999800e-01,-9.957499999999992468e-01,nan
nan,-7.530000000000001137e-01,3.204999999999998961e-01,5.030000000000001137e-01,nan
nan,8.189999999999990621e-01,-1.019999999999998685e-01,7.624999999999992895e-02,nan
nan,4.879999999999995453e-01,1.650000000000000355e-01,1.167499999999996874e-01,nan
nan,-2.663999999999999702e+00,-2.035000000000000142e-01,6.867499999999999716e-01,nan
nan,-4.769999999999994245e-01,1.074999999999999289e-01,-1.079999999999996518e-01,nan
nan,1.116999999999999105e+00,2.904999999999998694e-01,-4.750000000000120792e-02,nan
nan,2.449999999999992184e-01,7.900000000000000355e-01,2.649999999999996803e-01,nan
nan,2.012999999999999901e+00,6.665000000000000924e-01,-5.507499999999989626e-01,nan
nan,9.380000000000006111e-01,-1.299999999999990052e-02,-1.212499999999998579e-01,nan
nan,-8.399999999999963052e-02,-1.029999999999997584e-01,3.907499999999988205e-01,nan
nan,-2.800000000000046896e-02,8.700000000000018829e-02,-9.559999999999995168e-01,nan
nan,-7.099999999999972999e-02,3.644999999999996021e-01,-9.910000000000001030e-01,nan
nan,1.840000000000010516e-01,9.640000000000004121e-01,-2.457499999999999130e-01,nan
nan,6.199999999999938893e-02,1.163999999999997925e+00,1.527500000000000524e-01,nan
nan,2.769999999999992468e-01,-1.735000000000006537e-01,5.960000000000000853e-01,nan
nan,-1.500000000000056843e-02,-6.040000000000009805e-01,8.174999999999998934e-02,nan
nan,2.270000000000003126e-01,-4.249999999999989342e-01,3.817500000000002558e-01,nan
nan,3.859999999999992326e-01,-2.864999999999984226e-01,-1.812499999999999112e-01,nan
nan,2.929999999999992610e-01,-2.424999999999997158e-01,-5.264999999999995239e-01,nan
nan,3.410000000000010800e-01,-6.615000000000001990e-01,7.947500000000000675e-01,nan
nan,-5.400000000000204636e-02,-9.049999999999958078e-02,-2.050000000000000711e-01,nan
nan,5.799999999999982947e-02,1.999999999999992895e-01,9.757499999999996732e-01,nan
nan,-2.349999999999994316e-01,-2.105000000000005755e-01,9.195000000000010942e-01,nan
nan,3.399999999999891998e-02,1.540000000000008029e-01,1.112499999999991829e-01,nan
nan,-2.410000000000032117e-01,-4.459999999999997300e-01,4.122500000000002274e-01,nan
nan,-1.059999999999980957e-01,4.495000000000004547e-01,-2.151500000000000412e+00,nan
nan,8.400000000000318323e-02,-1.324999999999993960e-01,-8.977499999999998259e-01,nan
nan,3.040000000000020464e-01,-6.000000000000227374e-03,7.189999999999998614e-01,nan
nan,4.100000000000001421e-01,2.110000000000002984e-01,6.810000000000000497e-01,nan
nan,3.960000000000007958e-01,2.620000000000004547e-01,1.095250000000000057e+00,nan
nan,3.049999999999997158e-01,1.355000000000003979e-01,-1.124999999999998224e-01,nan
nan,3.350000000000008527e-01,-2.230000000000007532e-01,2.087499999999993250e-01,nan
nan,1.219999999999998863e-01,1.585000000000000853e-01,-1.175000000000006040e-01,nan
nan,1.310000000000002274e-01,-7.099999999999972999e-02,-6.310000000000002274e-01,nan
nan,-3.809999999999966747e-01,1.359999999999992326e-01,7.617499999999992610e-01,nan
nan,-6.129999999999995453e-01,-4.000000000000003553e-01,-7.477499999999999147e-01,nan
nan,-9.659999999999975273e-01,-6.214999999999992752e-01,4.607499999999973284e-01,nan
nan,-1.589999999999989200e-01,-5.164999999999997371e-01,-3.164999999999995595e-01,nan
nan,-4.599999999999937472e-02,-5.649999999999977263e-02,4.799999999999826628e-02,nan
nan,-1.916000000000000369e+00,1.960000000000006182e-01,1.331250000000000711e+00,nan
nan,-1.516999999999999460e+00,1.684999999999998721e-01,6.502499999999997726e-01,nan
nan,-2.200000000000006395e-01,-3.700000000000081002e-02,2.720000000000002416e-01,nan
nan,-3.879999999999999005e-01,-1.455000000000001847e-01,2.759999999999998010e-01,nan
nan,8.030000000000008242e-01,1.769999999999996021e-01,6.259999999999976694e-01,nan
nan,1.339999999999985647e-01,8.800000000000096634e-02,-1.391000000000000014e+00,nan
nan,5.503999999999999559e+00,1.074999999999999289e-01,-6.825000000000081002e-02,nan
nan,1.830000000000000071e+00,1.405000000000002913e-01,2.634999999999987352e-01,nan
nan,2.180999999999997385e+00,-3.499999999999836575e-03,-2.362500000000018474e-01,nan
nan,-2.134999999999999787e+00,-1.900000000000003908e-01,-1.171250000000000568e+00,nan
nan,5.540000000000002700e-01,-9.149999999999991473e-02,1.003750000000000142e+00,nan
nan,1.285000000000000142e+00,4.290000000000002700e-01,7.669999999999994600e-01,nan
nan,1.538999999999997925e+00,3.889999999999993463e-01,-3.330000000000001847e-01,nan
nan,-1.780000000000008242e-01,-3.580000000000005400e-01,-5.350000000000001421e-01,nan
nan,-8.079999999999998295e-01,3.589999999999999858e-01,-3.787500000000001421e-01,nan
nan,-5.850000000000008527e-01,3.784999999999998366e-01,-2.219999999999977547e-01,nan
nan,-1.202000000000001734e+00,1.699999999999999289e-01,8.162500000000001421e-01,nan
nan,6.499999999999772626e-02,8.099999999999951683e-02,4.489999999999998437e-01,nan
nan,7.900000000000062528e-02,-8.049999999999979394e-02,5.884999999999998010e-01,nan
nan,-1.201000000000000512e+00,-1.109999999999988773e-01,-7.984999999999988773e-01,nan
nan,-9.669999999999987494e-01,-5.794999999999994600e-01,5.330000000000012506e-01,nan
nan,-1.989999999999998437e-01,-1.005000000000002558e-01,6.284999999999989484e-01,nan
nan,-8.000000000000007105e-02,-3.529999999999997584e-01,-1.295999999999999375e+00,nan
nan,-1.559999999999988063e-01,-2.904999999999997584e-01,1.215000000000001634e+00,nan
nan,-2.000000000000667910e-03,-1.219000000000000306e+00,1.530000000000004690e-01,nan
nan,-2.159999999999993037e-01,1.254999999999999893e+00,1.244999999999993889e-01,nan
nan,-8.999999999999985789e-02,-4.875000000000002665e-01,6.432500000000000995e-01,nan
nan,1.054999999999999716e+00,-3.334999999999999076e-01,-1.077999999999999403e+00,nan
nan,-6.499999999999950262e-02,-2.884999999999999787e-01,5.522500000000007958e-01,nan
nan,5.760000000000005116e-01,-2.320000000000002061e-01,1.774499999999999744e+00,nan
nan,-6.859999999999999432e-01,4.265000000000001013e-01,9.797499999999956799e-01,nan
nan,-6.699999999999999289e-01,7.890000000000001457e-01,-1.780000000000002913e+00,nan
nan,-7.260000000000008669e-01,2.079999999999992966e-01,2.198499999999999233e+00,nan
nan,-3.239999999999998437e-01,-2.764999999999995239e-01,-1.769999999999996021e-01,nan
nan,5.099999999999997868e-01,8.189999999999999503e-01,-4.702500000000000568e-01,nan
nan,2.899999999999991473e-02,1.498999999999999666e+00,-7.815000000000011937e-01,nan
nan,4.900000000000126477e-02,1.069999999999993179e-01,-7.929999999999992610e-01,nan
nan,-4.529999999999994031e-01,1.549999999999940314e-02,7.099999999999972999e-01,nan
nan,-1.118000000000000327e+00,-1.140000000000007674e-01,2.937499999999957367e-01,nan
nan,-9.390000000000000568e-01,-9.350000000000058265e-02,-6.710000000000029274e-01,nan
nan,-1.639999999999997016e-01,1.509999999999998010e-01,-3.445000000000000284e-01,nan
nan,9.670000000000005258e-01,-2.244999999999990337e-01,8.889999999999957936e-01,nan
nan,1.163999999999999702e+00,-3.999999999999914735e-02,5.310000000000023590e-01,nan
nan,-2.099999999999901945e-02,4.249999999999864997e-02,-4.025000000000034106e-02,nan
nan,2.300000000000004263e-01,-1.854999999999993321e-01,3.024999999999877787e-02,nan
nan,2.990000000000012648e-01,-1.340000000000003411e-01,-5.042499999999989768e-01,nan
nan,-1.920000000000001705e-01,-1.709999999999993747e-01,3.769999999999988916e-01,nan
nan,-6.139999999999989910e-01,-2.140000000000004121e-01,-4.614999999999973568e-01,nan
nan,5.199999999999960210e-02,-5.600000000000004974e-02,-2.102499999999984936e-01,nan
nan,2.309999999999998721e-01,1.069999999999993179e-01,-1.154749999999999943e+00,nan
nan,1.730000000000000426e-01,-5.640000000000000568e-01,4.725000000000019185e-01,nan
nan,8.100000000000129319e-02,-3.200000000000002842e-02,3.625000000000255795e-02,nan
nan,-1.120000000000000995e-01,-2.305000000000001492e-01,-1.382999999999999119e+00,nan
nan,-2.889999999999997016e-01,-3.359999999999994102e-01,1.682249999999999801e+00,nan
nan,-1.299999999999990052e-01,9.485000000000010090e-01,6.775000000000019895e-02,nan
nan,-1.599999999999823785e-02,-1.126999999999998892e+00,-5.265000000000004121e-01,nan
nan,-1.699999999999999289e-01,-8.065000000000006608e-01,-7.514999999999982805e-01,nan
nan,7.799999999999940314e-02,4.604999999999996874e-01,-9.277499999999996305e-01,nan
nan,2.490000000000005542e-01,1.314999999999990621e-01,-1.393000000000000682e+00,nan
nan,2.780000000000004690e-01,1.990000000000007319e-01,-4.262500000000004619e-01,nan
nan,9.999999999999964473e-02,-1.554999999999990834e-01,-1.112500000000000711e-01,nan
nan,-9.099999999999930367e-02,-3.529999999999997584e-01,7.230000000000007532e-01,nan
nan,3.299999999999947420e-02,-4.829999999999996518e-01,-5.217500000000008242e-01,nan
nan,5.600000000000093792e-02,-4.809999999999998721e-01,-8.312499999999989342e-01,nan
nan,1.200000000000045475e-02,-6.740000000000003766e-01,-5.050000000000007816e-01,nan
nan,-1.219999999999998863e-01,6.059999999999998721e-01,-9.675000000000002487e-01,nan
nan,-3.899999999999987921e-01,8.609999999999997655e-01,2.155000000000000249e-01,nan
nan,9.700000000000130740e-02,-2.300000000000004263e-01,1.012499999999999289e+00,nan
nan,-1.649999999999991473e-01,-2.789999999999999147e-01,-5.249999999999994671e-01,nan
nan,-3.019999999999996021e-01,7.655000000000002913e-01,6.787499999999999645e-01,nan
nan,6.560000000000005826e-01,6.215000000000010516e-01,5.069999999999996732e-01,nan
nan,-5.960000000000000853e-01,-6.950000000000002842e-01,2.650000000000005684e-01,nan
nan,9.000000000000341061e-03,2.150000000000051870e-02,3.625000000000007105e-01,nan
nan,4.450000000000002842e-01,-2.835000000000000853e-01,1.407500000000005969e-01,nan
nan,1.300000000000007816e-01,1.600000000000001421e-02,-1.254249999999999865e+00,nan
nan,-7.000000000000028422e-02,6.000000000000227374e-03,9.975000000000004974e-01,nan
nan,8.600000000000029843e-02,2.764999999999995239e-01,-4.247499999999995168e-01,nan
nan,3.109999999999999432e-01,-1.440000000000001279e-01,5.675000000000007816e-02,nan
nan,-2.270000000000003126e-01,-3.460000000000000853e-01,1.447750000000000092e+00,nan
nan,5.300000000000082423e-02,-3.044999999999999929e-01,1.675000000000004263e-01,nan
nan,-2.460000000000004405e-01,8.000000000000095923e-02,-4.242500000000006821e-01,nan
nan,-4.969999999999998863e-01,3.535000000000003695e-01,-4.909999999999996589e-01,nan
nan,2.930000000000010374e-01,5.304999999999999716e-01,6.374999999999992895e-01,nan
nan,2.899999999999991473e-01,9.524999999999987921e-01,1.567500000000006111e-01,nan
nan,5.289999999999999147e-01,2.149999999999998579e-01,2.739999999999991331e-01,nan
nan,3.699999999999992184e-01,1.579999999999994742e-01,nan,nan
nan,9.000000000000341061e-03,-2.409999999999996589e-01,nan,nan
nan,2.590000000000003411e-01,1.894999999999988916e-01,nan,nan
nan,1.579999999999994742e-01,7.500000000000284217e-03,nan,nan
nan,-1.859999999999999432e-01,8.420000000000005258e-01,nan,nan
nan,-9.800000000000075318e-02,3.500000000000014211e-02,nan,nan
nan,1.189999999999997726e-01,4.160000000000003695e-01,nan,nan
nan,1.600000000000001421e-02,3.029999999999990479e-01,nan,nan
nan,1.129999999999995453e-01,4.265000000000007674e-01,nan,nan
