Time,Speed,Reduced
2116,12.012,
2117,12.416,
2118,12.71,
2119,13.09,
2120,12.642,
2121,12.512,
2122,12.976,
2123,13.725,
2124,12.616,
2125,11.719,
2126,11.159,
2127,11.115,
2128,11.536,
2129,12.394,
2130,13.482,
2131,14.42,
2132,15.467,
2133,15.919,
2134,15.932,
2135,15.815,
2136,15.97,
2137,16.184,
2138,16.365,
2139,16.595,
2140,16.723,
2141,16.62,
2142,16.529,
2143,16.374,
2144,15.42,
2145,15.474,
2146,16.28,
2147,16.479,
2148,16.007,
2149,15.237,
2150,15.025,
2151,15.598,
2152,16.265,
2153,16.775,
2154,17.161,
2155,17.468,
2156,17.551,
2157,17.706,
2158,18.246,
2159,17.94,
2160,16.682,
2161,16.481,
2162,16.597,
2163,16.611,
2164,16.358,
2165,16.673,
2166,16.625,
2167,16.946,
2168,16.793,
2169,17.415,
2170,17.615,
2171,17.685,
2172,17.127,
2173,16.941,
2174,17.134,
2175,17.391,
2176,17.119,
2177,17.075,
2178,17.559,
2179,17.57,
2180,18.024,
2181,17.998,
2182,17.861,
2183,18.424,
2184,18.395,
2185,17.792,
2186,17.549,
2187,17.691,
2188,17.583,
2189,18.021,
2190,17.242,
2191,16.993,
2192,17.443,
2193,17.587,
2194,17.347,
2195,17.854,
2196,17.94,
2197,17.613,
2198,17.334,
2199,16.9,
2200,17.067,
2201,16.775,
2202,16.335,
2203,15.907,
2204,16.011,
2205,16.536,
2206,16.951,
2207,16.699,
2208,16.256,
2209,16.404,
2210,16.514,
2211,17.12,
2212,17.497,
2213,17.45,
2214,17.538,
2215,18.009,
2216,18.144,
2217,17.673,
2218,17.176,
2219,17.446,
2220,17.946,
2221,18.356,
2222,18.326,
2223,17.981,
2224,17.664,
2225,17.686,
2226,17.674,
2227,17.587,
2228,17.346,
2229,17.069,
2230,16.868,
2231,16.814,
2232,16.793,
2233,16.637,
2234,16.404,
2235,16.076,
2236,15.666,
2237,15.616,
2238,15.121,
2239,15.281,
2240,15.315,
2241,15.315,
2242,15.215,
2243,15.094,
2244,14.958,
2245,14.839,
2246,14.594,
2247,14.306,
2248,14.158,
2249,14.058,
2250,14.145,
2251,14.235,
2252,14.308,
2253,14.222,
2254,14.214,
2255,14.166,
2256,14.013,
2257,13.945,
2258,13.969,
2259,13.911,
2260,13.958,
2261,14.101,
2262,14.249,
2263,14.21,
2264,14.065,
2265,13.951,
2266,13.835,
2267,13.916,
2268,14.001,
2269,13.998,
2270,14.005,
2271,14.068,
2272,14.029,
2273,13.878,
2274,13.677,
2275,13.538,
2276,13.362,
2277,13.197,
2278,12.921,
2279,12.781,
2280,12.755,
2281,12.656,
2282,12.496,
2283,12.346,
2284,12.266,
2285,12.216,
2286,12.137,
2287,12.037,
2288,11.94,
2289,11.848,
2290,11.726,
2291,11.627,
2292,11.535,
2293,11.491,
2294,11.455,
2295,11.411,
2296,11.376,
2297,11.353,
2298,11.327,
2299,11.328,
2300,11.347,
2301,11.37,
2302,11.411,
2303,11.401,
2304,11.344,
2305,10.995,
2306,10.701,
2307,10.781,
2308,10.132,
2309,10.415,
2310,10.3,
2311,10.113,
2312,9.948,
2313,9.848,
2314,9.678,
2315,9.455,
2316,9.252,
2317,9.12,
2318,9.115,
2319,9.501,
2320,10.009,
2321,10.414,
2322,10.562,
2323,10.742,
2324,11.134,
2325,11.086,
2326,11.092,
2327,11.137,
2328,11.869,
2329,11.568,
2330,11.512,
2331,11.502,
2332,11.942,
2333,11.578,
2334,10.907,
2335,9.653,
2336,8.875,
2337,9.244,
2338,9.454,
2339,9.204,
2340,9.097,
2341,8.914,
2342,8.585,
2343,8.467,
2344,8.751,
2345,9.239,
2346,9.735,
2347,10.047,
2348,10.027,
2349,9.983,
2350,9.822,
2351,9.612,
2352,9.574,
2353,9.823,
2354,10.301,
2355,10.42,
2356,10.328,
2357,10.351,
2358,10.221,
2359,10.02,
2360,9.997,
2361,9.932,
2362,9.876,
2363,9.935,
2364,9.937,
2365,9.899,
2366,9.95,
2367,10.048,
2368,10.154,
2369,10.119,
2370,9.935,
2371,9.848,
2372,10.02,
2373,10.271,
2374,10.305,
2375,10.294,
2376,10.064,
2377,10.674,
2378,10.791,
2379,11.54,
2380,11.879,
2381,11.939,
2382,12.524,
2383,12.512,
2384,12.536,
2385,12.51,
2386,12.383,
2387,12.193,
2388,11.949,
2389,12.012,
2390,11.95,
2391,11.863,
2392,11.858,
2393,11.862,
2394,11.895,
2395,11.716,
2396,11.632,
2397,11.539,
2398,11.341,
2399,10.799,
2400,10.223,
2401,9.61,
2402,9.862,
2403,10.084,
2404,9.463,
2405,9.092,
2406,9.166,
2407,9.243,
2408,9.563,
2409,10.11,
2410,10.591,
2411,10.826,
2412,10.864,
2413,10.843,
2414,10.785,
2415,10.762,
2416,10.855,
2417,10.905,
2418,10.885,
2419,10.994,
2420,11.352,
2421,11.854,
2422,12.129,
2423,11.976,
2424,11.765,
2425,10.941,
2426,10.567,
2427,10.076,
2428,9.883,
2429,10.366,
2430,10.157,
2431,9.921,
2432,10.107,
2433,11.076,
2434,11.746,
2435,12.133,
2436,12.811,
2437,13.659,
2438,13.642,
2439,13.392,
2440,14.586,
2441,15.063,
2442,15.054,
2443,14.967,
2444,15.541,
2445,15.718,
2446,14.942,
2447,15.936,
2448,17.379,
2449,17.157,
2450,17.479,
2451,17.267,
2452,17.915,
2453,17.543,
2454,17.49,
2455,18.212,
2456,19.802,
2457,16.895,
2458,18.621,
2459,19.992,
2460,21.158,
2461,20.603,
2462,18.847,
2463,18.158,
2464,18.324,
2465,17.629,
2466,18.103,
2467,17.76,
2468,18.126,
2469,18.814,
2470,19.649,
2471,18.725,
2472,18.63,
2473,19.248,
2474,18.925,
2475,17.487,
2476,17.113,
2477,18.492,
2478,19.443,
2479,18.858,
2480,18.899,
2481,18.74,
2482,18.435,
2483,19.497,
2484,19.07,
2485,18.584,
2486,18.85,
2487,18.962,
2488,18.01,
2489,18.084,
2490,18.428,
2491,18.085,
2492,17.352,
2493,17.092,
2494,16.932,
2495,16.738,
2496,16.439,
2497,16.658,
2498,16.707,
2499,16.751,
2500,16.759,
2501,16.328,
2502,15.796,
2503,15.735,
2504,15.47,
2505,15.706,
2506,15.853,
2507,15.261,
2508,15.491,
2509,16.19,
2510,16.568,
2511,16.445,
2512,16.04,
2513,16.142,
2514,16.382,
2515,16.099,
2516,16.08,
2517,16.465,
2518,16.793,
2519,17.309,
2520,17.696,
2521,17.163,
2522,16.674,
2523,16.175,
2524,15.835,
2525,15.306,
2526,14.723,
2527,15.001,
2528,15.378,
2529,16.573,
2530,17.293,
2531,17.487,
2532,17.518,
2533,17.606,
2534,17.866,
2535,17.712,
2536,17.532,
2537,17.662,
2538,17.357,
2539,16.925,
2540,16.63,
2541,16.149,
2542,16.073,
2543,16.379,
2544,16.595,
2545,16.786,
2546,16.764,
2547,16.796,
2548,16.956,
2549,17.199,
2550,17.558,
2551,17.619,
2552,17.822,
2553,17.725,
2554,17.292,
2555,17.178,
2556,17.265,
2557,17.277,
2558,17.38,
2559,17.421,
2560,17.226,
2561,17.303,
2562,17.459,
2563,17.465,
2564,17.078,
2565,16.807,
2566,16.769,
2567,16.345,
2568,15.957,
2569,15.438,
2570,14.982,
2571,14.78,
2572,14.731,
2573,14.641,
2574,14.3,
2575,13.938,
2576,13.737,
2577,13.66,
2578,13.635,
2579,13.551,
2580,13.273,
2581,13.051,
2582,12.917,
2583,12.756,
2584,12.501,
2585,12.334,
2586,12.266,
2587,12.299,
2588,12.349,
2589,12.357,
2590,12.327,
2591,12.416,
2592,12.592,
2593,12.858,
2594,13.723,
2595,13.781,
2596,14.12,
2597,14.102,
2598,14.68,
2599,15.312,
2600,15.426,
2601,15.626,
2602,15.927,
2603,16.126,
2604,15.958,
2605,15.898,
2606,15.657,
2607,15.45,
2608,15.398,
2609,15.325,
2610,15.152,
2611,14.761,
2612,14.119,
2613,13.381,
2614,12.825,
2615,12.444,
2616,12.134,
2617,11.745,
2618,11.548,
2619,11.568,
2620,11.458,
2621,11.188,
2622,10.944,
2623,10.781,
2624,10.605,
2625,10.29,
2626,9.962,
2627,9.959,
2628,10.044,
2629,10.128,
2630,10.087,
2631,9.912,
2632,9.678,
2633,9.518,
2634,9.374,
2635,9.115,
2636,8.705,
2637,8.424,
2638,8.445,
2639,8.25,
2640,7.991,
2641,7.728,
2642,7.589,
2643,7.485,
2644,7.292,
2645,6.965,
2646,6.651,
2647,6.51,
2648,6.403,
2649,6.379,
2650,6.335,
2651,6.34,
2652,6.359,
2653,6.288,
2654,6.143,
2655,5.921,
2656,5.725,
2657,5.69,
2658,6.025,
2659,6.343,
2660,6.546,
2661,6.527,
2662,6.322,
2663,6.282,
2664,6.555,
2665,6.833,
2666,7.557,
2667,7.717,
2668,7.886,
2669,8.089,
2670,8.629,
2671,8.996,
2672,9.082,
2673,9.124,
2674,9.052,
2675,9.149,
2676,9.232,
2677,9.373,
2678,9.439,
2679,9.831,
2680,10.178,
2681,10.48,
2682,10.567,
2683,10.588,
2684,10.3,
2685,9.725,
2686,9.373,
2687,8.698,
2688,8.663,
2689,8.865,
2690,9.275,
2691,9.349,
2692,9.349,
2693,9.629,
2694,9.79,
2695,9.365,
2696,9.327,
2697,9.605,
2698,9.67,
2699,9.672,
2700,9.603,
2701,9.657,
2702,9.465,
2703,9.057,
2704,8.642,
2705,8.167,
2706,7.714,
2707,7.245,
2708,6.82,
2709,6.488,
2710,6.39,
2711,6.475,
2712,6.768,
2713,7.161,
2714,7.35,
2715,7.248,
2716,7.06,
2717,6.636,
2718,5.901,
2719,4.957,
2720,3.814,
2721,2.808,
2722,2.208,
2723,1.879,
2724,1.66,
2725,1.459,
2726,1.202,
2727,0.878,
2728,0.561,
2729,0.395,
2730,0.376,
2731,0.43,
2732,0.551,
2733,0.696,
2734,0.84,
2735,0.939,
2736,1.01,
2737,1.515,
2738,2.385,
2739,3.246,
2740,4.03,
2741,4.616,
2742,5.258,
2743,6.197,
2744,7.233,
2745,8.232,
2746,9.213,
2747,9.706,
2748,9.999,
2749,9.935,
2750,9.654,
2751,9.564,
2752,9.52,
2753,9.5,
2754,9.504,
2755,9.364,
2756,9.198,
2757,9.095,
2758,8.991,
2759,8.876,
2760,8.721,
2761,8.509,
2762,8.289,
2763,8.209,
2764,8.23,
2765,8.183,
2766,8.024,
2767,7.865,
2768,7.774,
2769,7.739,
2770,7.608,
2771,7.51,
2772,7.492,
2773,7.522,
2774,7.583,
2775,7.493,
2776,7.485,
2777,7.583,
2778,7.566,
2779,7.565,
2780,7.459,
2781,7.171,
2782,6.892,
2783,6.758,
2784,6.663,
2785,6.579,
2786,6.482,
2787,6.333,
2788,6.151,
2789,5.969,
2790,5.79,
2791,5.613,
2792,5.473,
2793,5.329,
2794,5.068,
2795,4.812,
2796,4.787,
2797,4.995,
2798,5.323,
2799,5.774,
2800,6.369,
2801,6.551,
2802,6.621,
2803,6.766,
2804,6.521,
2805,5.955,
2806,5.68,
2807,5.78,
2808,5.981,
2809,5.693,
2810,5.08,
2811,5.182,
2812,4.963,
2813,4.542,
2814,4.382,
2815,4.389,
2816,4.465,
2817,4.371,
2818,4.182,
2819,4.176,
2820,4.416,
2821,4.659,
2822,4.666,
2823,4.598,
2824,4.797,
2825,5.139,
2826,5.516,
2827,5.965,
2828,6.634,
2829,7.393,
2830,7.808,
2831,7.928,
2832,8.042,
2833,8.2,
2834,8.493,
2835,9.232,
2836,9.946,
2837,10.094,
2838,9.91,
2839,10.185,
2840,10.443,
2841,10.719,
2842,10.924,
2843,11.157,
2844,11.523,
2845,11.851,
2846,12.123,
2847,12.485,
2848,12.721,
2849,12.903,
2850,13.172,
2851,13.375,
2852,13.401,
2853,13.292,
2854,13.123,
2855,12.855,
2856,12.834,
2857,12.452,
2858,11.968,
2859,11.637,
2860,11.476,
2861,11.512,
2862,11.469,
2863,11.381,
2864,11.248,
2865,11.101,
2866,10.894,
2867,10.792,
2868,10.668,
2869,10.505,
2870,10.404,
2871,10.452,
2872,10.636,
2873,11.186,
2874,12.003,
2875,12.645,
2876,12.971,
2877,13.206,
2878,13.285,
2879,13.327,
2880,13.325,
2881,13.311,
2882,13.446,
2883,12.76,
2884,12.617,
2885,12.518,
2886,12.547,
2887,12.979,
2888,13.454,
2889,13.956,
2890,14.438,
2891,14.752,
2892,15.089,
2893,15.378,
2894,15.7,
2895,16.012,
2896,16.34,
2897,16.498,
2898,16.615,
2899,16.52,
2900,16.447,
2901,16.393,
2902,16.353,
2903,16.239,
2904,16.045,
2905,15.982,
2906,15.972,
2907,15.896,
2908,15.754,
2909,15.735,
2910,15.813,
2911,15.898,
2912,16.003,
2913,16.076,
2914,16.098,
2915,15.986,
2916,15.875,
2917,15.675,
2918,15.643,
2919,15.549,
2920,15.394,
2921,15.314,
2922,15.211,
2923,15.081,
2924,14.868,
2925,14.614,
2926,14.412,
2927,14.256,
2928,14.163,
2929,14.081,
2930,13.998,
2931,13.889,
2932,13.863,
2933,13.801,
2934,13.725,
2935,13.698,
2936,13.672,
2937,13.69,
2938,13.674,
2939,13.631,
2940,13.533,
2941,13.498,
2942,13.482,
2943,13.422,
2944,13.439,
2945,13.425,
2946,13.462,
2947,13.497,
2948,13.486,
2949,13.485,
2950,13.55,
2951,13.536,
2952,13.451,
2953,13.316,
2954,12.901,
2955,12.554,
2956,12.274,
2957,12.063,
2958,11.601,
2959,11.499,
2960,11.421,
2961,11.214,
2962,11.244,
2963,11.293,
2964,11.507,
2965,10.616,
2966,12.395,
2967,12.088,
2968,13.408,
2969,12.059,
2970,11.444,
2971,13.012,
2972,13.746,
2973,13.805,
2974,13.449,
2975,12.959,
2976,12.729,
2977,12.584,
2978,12.068,
2979,11.869,
2980,11.437,
2981,10.893,
2982,10.526,
2983,10.981,
2984,11.1,
2985,11.442,
2986,11.513,
2987,11.843,
2988,11.976,
2989,12.105,
2990,12.199,
2991,12.381,
2992,12.94,
2993,13.341,
2994,13.631,
2995,13.675,
2996,13.744,
2997,13.651,
2998,13.838,
2999,14.048,
3000,14.261,
3001,14.43,
3002,14.609,
3003,14.668,
3004,14.622,
3005,14.424,
3006,14.305,
3007,14.241,
3008,14.163,
3009,13.909,
3010,13.766,
3011,13.541,
3012,13.504,
3013,13.602,
3014,13.729,
3015,13.709,
3016,13.685,
3017,13.623,
3018,13.516,
3019,13.501,
3020,13.588,
3021,13.717,
3022,13.81,
3023,13.87,
3024,13.919,
3025,13.181,
3026,13.335,
3027,12.837,
3028,11.542,
3029,11.336,
3030,11,
3031,10.891,
3032,10.539,
3033,10.207,
3034,9.633,
3035,9.341,
3036,9.551,
3037,10.029,
3038,10.655,
3039,11.303,
3040,11.569,
3041,11.617,
3042,11.494,
3043,11.365,
3044,11.427,
3045,11.836,
3046,12.423,
3047,12.879,
3048,13.181,
3049,13.338,
3050,13.341,
3051,13.307,
3052,13.249,
3053,13.04,
3054,12.824,
3055,12.611,
3056,12.335,
3057,12.053,
3058,11.584,
3059,11.025,
3060,10.697,
3061,10.336,
3062,10.318,
3063,11.862,
3064,14.946,
3065,15.058,
3066,14.007,
3067,12.977,
3068,10.967,
3069,11.382,
3070,12.379,
3071,12.753,
3072,12.428,
3073,12.144,
3074,11.28,
3075,10.847,
3076,10.321,
3077,9.808,
3078,9.44,
3079,9.023,
3080,8.436,
3081,7.923,
3082,7.678,
3083,7.523,
3084,7.4,
3085,7.305,
3086,7.339,
3087,7.506,
3088,7.812,
3089,8.121,
3090,8.389,
3091,8.6,
3092,8.787,
3093,8.992,
3094,9.084,
3095,9.128,
3096,9.19,
3097,8.669,
3098,8.136,
3099,7.616,
3100,7.476,
3101,6.771,
3102,6.25,
3103,6.394,
3104,6.545,
3105,6.59,
3106,6.829,
3107,6.902,
3108,6.948,
3109,6.815,
3110,6.868,
3111,7.293,
3112,7.762,
3113,8.258,
3114,8.783,
3115,9.167,
3116,9.455,
3117,9.561,
3118,9.638,
3119,9.685,
3120,9.708,
3121,9.799,
3122,9.836,
3123,9.806,
3124,9.717,
3125,9.559,
3126,9.461,
3127,9.402,
3128,9.302,
3129,9.231,
3130,9.25,
3131,9.249,
3132,9.259,
3133,9.297,
3134,9.246,
3135,8.982,
3136,8.6,
3137,8.189,
3138,7.759,
3139,7.402,
3140,7.163,
3141,7.046,
3142,6.836,
3143,6.66,
3144,6.433,
3145,6.177,
3146,5.865,
3147,5.542,
3148,5.336,
3149,5.115,
3150,4.991,
3151,4.902,
3152,4.802,
3153,4.739,
3154,4.671,
3155,4.534,
3156,4.318,
3157,4.154,
3158,4.068,
3159,4.025,
3160,4.012,
3161,3.978,
3162,3.962,
3163,3.994,
3164,4.074,
3165,4.232,
3166,4.462,
3167,4.629,
3168,4.734,
3169,4.596,
3170,4.636,
3171,4.638,
3172,4.349,
3173,5.167,
3174,4.626,
3175,4.656,
3176,4.501,
3177,4.423,
3178,4.486,
3179,4.317,
3180,3.967,
3181,3.715,
3182,3.462,
3183,3.168,
3184,2.865,
3185,2.857,
3186,2.912,
3187,2.83,
3188,2.758,
3189,2.913,
3190,3.248,
3191,3.527,
3192,3.681,
3193,3.883,
3194,4.139,
3195,4.211,
3196,4.178,
3197,4.17,
3198,4.189,
3199,4.192,
3200,4.165,
3201,4.114,
3202,4.161,
3203,4.296,
3204,4.392,
3205,4.394,
3206,4.367,
3207,4.372,
3208,4.297,
3209,4.172,
3210,4.054,
3211,4.066,
3212,4.168,
3213,4.27,
3214,4.487,
3215,4.832,
3216,5.618,
3217,6.342,
3218,6.442,
3219,6.289,
3220,6.136,
3221,6.125,
3222,6.203,
3223,6.271,
3224,6.178,
3225,6.014,
3226,5.883,
3227,5.851,
3228,5.824,
3229,5.761,
3230,5.77,
3231,5.854,
3232,5.997,
3233,6.079,
3234,6.096,
3235,6.113,
3236,6.186,
3237,6.259,
3238,6.343,
3239,6.45,
3240,6.482,
3241,6.149,
3242,6.005,
3243,5.732,
3244,5.685,
3245,5.433,
3246,5.367,
3247,5.314,
3248,5.254,
3249,5.129,
3250,5.051,
3251,5.025,
3252,4.955,
3253,4.943,
3254,4.926,
3255,4.877,
3256,4.929,
3257,5.039,
3258,5.104,
3259,5.132,
3260,5.166,
3261,5.287,
3262,5.489,
3263,5.604,
3264,5.624,
3265,5.652,
3266,5.611,
3267,5.44,
3268,5.176,
3269,4.925,
3270,4.724,
3271,4.408,
3272,3.998,
3273,3.573,
3274,3.3,
3275,3.046,
3276,2.761,
3277,2.512,
3278,2.296,
3279,2.066,
3280,1.842,
3281,1.472,
3282,1.082,
3283,0.96,
3284,0.922,
3285,0.929,
3286,0.909,
3287,0.88,
3288,0.735,
3289,0.561,
3290,0.492,
3291,0.52,
3292,0.541,
3293,0.612,
3294,0.698,
3295,0.716,
3296,0.699,
3297,0.785,
3298,0.982,
3299,1.146,
3300,1.276,
3301,1.391,
3302,1.566,
3303,1.78,
3304,1.836,
3305,1.811,
3306,1.787,
3307,1.784,
3308,1.843,
3309,1.86,
3310,1.85,
3311,1.864,
3312,1.978,
3313,1.637,
3314,2.174,
3315,2.019,
3316,2.058,
3317,2.294,
3318,2.186,
3319,2.37,
3320,2.565,
3321,2.957,
3322,3.44,
3323,3.601,
3324,3.409,
3325,3.176,
3326,3.228,
3327,3.165,
3328,3.113,
3329,3.033,
3330,2.962,
3331,2.879,
3332,2.73,
3333,2.51,
3334,2.357,
3335,2.35,
3336,2.281,
3337,2.119,
3338,2.077,
3339,2.231,
3340,2.845,
3341,3.404,
3342,3.219,
3343,2.906,
3344,2.922,
3345,3.3,
3346,3.495,
3347,3.523,
3348,3.394,
3349,3.329,
3350,3.238,
3351,3.216,
3352,3.109,
3353,3.076,
3354,3.233,
3355,3.45,
3356,3.726,
3357,3.966,
3358,4.254,
3359,4.483,
3360,4.685,
3361,4.919,
3362,5.189,
3363,5.526,
3364,5.83,
3365,6.05,
3366,6.189,
3367,6.362,
3368,6.541,
3369,6.58,
3370,6.586,
3371,6.634,
3372,6.713,
3373,6.772,
3374,6.771,
3375,6.724,
3376,6.691,
3377,6.771,
3378,6.876,
3379,7.005,
3380,7.132,
3381,7.207,
3382,7.291,
3383,7.452,
3384,7.483,
3385,6.925,
3386,6.209,
3387,5.818,
3388,5.072,
3389,4.388,
3390,3.64,
3391,3.631,
3392,3.759,
3393,3.868,
3394,3.931,
3395,3.822,
3396,3.645,
3397,3.416,
3398,3.126,
3399,2.727,
3400,2.406,
3401,2.387,
3402,2.377,
3403,2.544,
3404,2.777,
3405,3.063,
3406,3.194,
3407,3.227,
3408,3.477,
3409,3.608,
3410,3.586,
3411,3.609,
3412,3.852,
3413,4.104,
3414,4.309,
3415,4.42,
3416,4.546,
3417,4.802,
3418,5.147,
3419,5.431,
3420,5.635,
3421,5.883,
3422,6.192,
3423,6.534,
3424,6.787,
3425,6.909,
3426,6.938,
3427,6.904,
3428,6.795,
3429,6.723,
3430,6.712,
3431,6.799,
3432,6.862,
3433,6.987,
3434,7.114,
3435,7.216,
3436,7.27,
3437,7.311,
3438,7.321,
3439,7.345,
3440,7.445,
3441,7.606,
3442,7.695,
3443,7.662,
3444,7.542,
3445,7.472,
3446,7.501,
3447,7.55,
3448,7.512,
3449,7.467,
3450,7.389,
3451,7.433,
3452,7.217,
3453,7.024,
3454,6.79,
3455,6.6,
3456,6.568,
3457,6.391,
3458,6.799,
3459,6.641,
3460,6.601,
3461,6.884,
3462,6.73,
3463,7.683,
3464,8.182,
3465,8.6,
3466,8.691,
3467,8.171,
3468,7.471,
3469,7.059,
3470,7.095,
3471,7.593,
3472,8.195,
3473,8.721,
3474,9.201,
3475,9.519,
3476,9.617,
3477,9.822,
3478,9.846,
3479,9.529,
3480,9.704,
3481,10.015,
3482,9.947,
3483,9.791,
3484,9.502,
3485,9.306,
3486,9.256,
3487,9.499,
3488,9.928,
3489,10.328,
3490,10.305,
3491,10.188,
3492,10.227,
3493,10.096,
3494,10.219,
3495,10.177,
3496,10.748,
3497,10.506,
3498,10.032,
3499,11.272,
3500,11.579,
3501,11.814,
3502,12.025,
3503,12.326,
3504,12.549,
3505,12.516,
3506,12.566,
3507,12.658,
3508,12.752,
3509,12.912,
3510,13.278,
3511,13.454,
3512,13.449,
3513,13.326,
3514,13.22,
3515,13.126,
3516,13.18,
3517,13.262,
3518,13.458,
3519,13.607,
3520,13.613,
3521,13.631,
3522,13.621,
3523,13.708,
3524,13.824,
3525,13.987,
3526,13.999,
3527,13.983,
3528,13.919,
3529,13.715,
3530,14.369,
3531,14.502,
3532,14.707,
3533,15.092,
3534,15.256,
3535,14.922,
3536,14.527,
3537,13.961,
3538,13.393,
3539,13.046,
3540,12.719,
3541,12.359,
3542,12.014,
3543,11.734,
3544,11.448,
3545,11.169,
3546,11.007,
3547,11.031,
3548,10.99,
3549,10.988,
3550,11.013,
3551,10.991,
3552,10.932,
3553,10.892,
3554,10.974,
3555,11.118,
3556,11.294,
3557,11.392,
3558,11.359,
3559,11.317,
3560,11.264,
3561,11.114,
3562,10.914,
3563,10.793,
3564,10.712,
3565,10.691,
3566,10.706,
3567,10.658,
3568,10.533,
3569,10.192,
3570,9.702,
3571,9.185,
3572,8.814,
3573,8.601,
3574,8.394,
3575,8.188,
3576,8.025,
3577,8.047,
3578,8.161,
3579,8.392,
3580,8.662,
3581,8.901,
3582,9.16,
3583,9.441,
3584,9.775,
3585,10.09,
3586,10.359,
3587,10.669,
3588,10.924,
3589,11.11,
3590,11.245,
3591,11.346,
3592,11.409,
3593,11.436,
3594,11.494,
3595,11.504,
3596,11.447,
3597,11.289,
3598,11.103,
3599,11.052,
3600,11.105,
3601,10.975,
3602,11.165,
3603,10.953,
3604,10.894,
3605,10.454,
3606,10.536,
3607,10.537,
3608,10.32,
3609,10.034,
3610,9.82,
3611,9.621,
3612,9.613,
3613,9.515,
3614,9.476,
3615,9.391,
3616,9.191,
3617,9.144,
3618,9.061,
3619,8.95,
3620,8.776,
3621,8.742,
3622,8.769,
3623,8.765,
3624,8.767,
3625,8.838,
3626,8.957,
3627,9.141,
3628,9.398,
3629,9.665,
3630,9.846,
3631,10.016,
3632,10.072,
3633,10.071,
3634,10.104,
3635,10.175,
3636,10.347,
3637,10.51,
3638,10.661,
3639,10.702,
3640,10.62,
3641,10.652,
3642,10.708,
3643,10.749,
3644,10.79,
3645,10.973,
3646,11.257,
3647,11.483,
3648,11.54,
3649,11.57,
3650,11.611,
3651,11.473,
3652,11.22,
3653,10.977,
3654,10.826,
3655,10.582,
3656,10.295,
3657,10.148,
3658,10.177,
3659,10.187,
3660,10.176,
3661,10.316,
3662,10.576,
3663,10.835,
3664,11.093,
3665,11.281,
3666,11.53,
3667,11.794,
3668,12.016,
3669,12.123,
3670,12.241,
3671,12.361,
3672,12.41,
3673,12.238,
3674,11.601,
3675,11.193,
3676,10.982,
3677,10.855,
3678,10.187,
3679,9.969,
3680,9.819,
3681,10.046,
3682,10.004,
3683,10.134,
3684,10.323,
3685,10.679,
3686,11.051,
3687,11.544,
3688,12.093,
3689,12.463,
3690,12.676,
3691,12.964,
3692,13.123,
3693,13.076,
3694,12.941,
3695,12.843,
3696,12.978,
3697,13.08,
3698,13.332,
3699,13.473,
3700,13.55,
3701,13.576,
3702,13.453,
3703,13.441,
3704,13.463,
3705,13.869,
3706,14.12,
3707,14.546,
3708,14.866,
3709,14.876,
3710,14.82,
3711,14.986,
3712,15.292,
3713,15.639,
3714,15.856,
3715,15.824,
3716,15.65,
3717,15.474,
3718,15.11,
3719,14.42,
3720,13.653,
3721,13.681,
3722,13.968,
3723,14.077,
3724,14.432,
3725,14.651,
3726,14.601,
3727,14.595,
3728,14.52,
3729,14.69,
3730,14.755,
3731,14.925,
3732,15.347,
3733,15.834,
3734,16.561,
3735,16.994,
3736,17.426,
3737,17.943,
3738,17.969,
3739,17.83,
3740,18.117,
3741,18.639,
3742,19.098,
3743,19.096,
3744,18.945,
3745,18.393,
3746,17.754,
3747,17.405,
3748,17.239,
3749,16.488,
3750,15.93,
3751,15.634,
3752,15.619,
3753,15.565,
3754,15.27,
3755,15.391,
3756,15.806,
3757,16.194,
3758,17.1,
3759,18.407,
3760,19.125,
3761,19.79,
3762,20.722,
3763,21.718,
3764,22.39,
3765,22.252,
3766,21.144,
3767,20.355,
3768,20.161,
3769,20.124,
3770,20.156,
3771,19.784,
3772,19.555,
3773,19.373,
3774,19.246,
3775,20.037,
3776,19.082,
3777,18.601,
3778,18.227,
3779,17.596,
3780,17.112,
3781,16.929,
3782,17.026,
3783,17.205,
3784,17.25,
3785,17.009,
3786,17.002,
3787,17.11,
3788,17.064,
3789,16.969,
3790,16.542,
3791,15.874,
3792,15.628,
3793,15.663,
3794,15.415,
3795,15.717,
3796,15.358,
3797,15.321,
3798,15.849,
3799,16.575,
3800,17.248,
3801,17.309,
3802,16.883,
3803,16.522,
3804,16.377,
3805,16.487,
3806,16.712,
3807,17.19,
3808,17.877,
3809,18.113,
3810,18.09,
3811,18.175,
3812,18.144,
3813,17.917,
3814,17.646,
3815,17.365,
3816,16.91,
3817,17.069,
3818,16.736,
3819,16.604,
3820,16.782,
3821,16.396,
3822,16.348,
3823,16.482,
3824,16.587,
3825,16.648,
3826,16.582,
3827,16.642,
3828,16.743,
3829,17.146,
3830,17.53,
3831,17.557,
3832,17.938,
3833,18.439,
3834,18.337,
3835,18.408,
3836,19.006,
3837,19.465,
3838,19.565,
3839,18.85,
3840,18.434,
3841,18.602,
3842,18.9,
3843,19.018,
3844,18.784,
3845,18.596,
3846,18.671,
3847,18.782,
3848,19.094,
3849,19.509,
3850,19.696,
3851,19.495,
3852,19.398,
3853,19.482,
3854,19.642,
3855,19.63,
3856,19.465,
3857,19.671,
3858,19.923,
3859,19.877,
3860,19.848,
3861,19.714,
3862,19.439,
3863,19.154,
