Final_Approximation,H_L1,H_L2,H_L3
8.66025,0.6699999999999999,0.8434999999999997,1.1209999999999987
10.52225,0.45700000000000074,0.08450000000000024,1.2445000000000022
11.473875,0.23499999999999943,0.6470000000000002,-0.33975000000000044
9.89825,-0.0019999999999988916,0.673,-0.9154999999999998
8.885375,0.3830000000000009,0.1504999999999992,-0.17625000000000313
8.57925,0.25900000000000034,-0.3000000000000007,0.02500000000000213
8.941375,0.28000000000000114,-0.48999999999999844,0.48125000000000107
9.44975,0.3099999999999987,-0.41499999999999915,0.29749999999999943
9.751125,-0.11700000000000088,-0.10400000000000098,-0.358749999999997
7.131124999999999,0.038000000000000256,-0.1294999999999984,-1.6912499999999993
7.585000000000001,-0.19599999999999973,-0.007499999999998508,1.628000000000001
8.85775,-0.1559999999999988,-0.01649999999999885,-0.03249999999999886
7.9645,-0.2919999999999998,0.08550000000000146,-0.6605000000000008
7.731375,-0.2400000000000002,0.254999999999999,0.11724999999999941
7.33875,-0.21600000000000108,0.0010000000000012221,-0.40000000000000036
6.959375,-0.17600000000000016,0.18599999999999994,0.002749999999999808
6.54575,-0.03700000000000081,0.10100000000000087,-0.40050000000000097
7.3785,-0.06899999999999906,-0.3985000000000003,1.0615000000000006
6.78725,-0.016000000000000014,-0.9464999999999995,-1.0875000000000004
5.662625,-0.08099999999999952,-0.49900000000000055,-0.19974999999999898
5.909375000000001,-0.07899999999999885,0.8729999999999993,-0.13924999999999965
5.63275,0.0519999999999996,0.5860000000000003,0.28000000000000025
6.86375,-0.0259999999999998,-0.0129999999999999,0.7424999999999997
8.18525,0.04499999999999993,-0.09299999999999997,0.7860000000000014
9.0265,-0.006000000000000227,-0.5005000000000006,-0.08249999999999957
8.51725,0.1330000000000009,-0.17650000000000077,-0.20650000000000013
8.152000000000001,0.1609999999999996,0.17850000000000055,0.09999999999999964
6.6455,0.06099999999999994,0.05400000000000027,-1.5895000000000001
5.680625,-0.06300000000000061,-0.174500000000001,0.13574999999999982
5.143750000000001,0.057000000000000384,-0.17549999999999955,-0.5034999999999998
4.86425,0.14499999999999957,-0.027000000000001023,0.3404999999999996
5.17525,0.054999999999999716,-0.0035000000000007248,0.15600000000000058
5.9905,0.11399999999999899,0.03300000000000036,0.3025000000000002
6.768375000000001,-0.018000000000000682,-0.35799999999999965,0.15524999999999967
7.463125,-0.1659999999999986,0.6735000000000007,0.504249999999999
8.050875000000001,-0.2469999999999999,0.38649999999999896,0.18725000000000058
6.940250000000001,-0.4060000000000006,-0.5050000000000008,-1.072
7.08775,-0.5229999999999997,-0.10799999999999876,0.32649999999999935
7.49425,-0.5960000000000001,-0.4040000000000008,-0.06700000000000017
8.512125000000001,-0.10199999999999942,0.15750000000000064,1.1332499999999985
11.245875,0.43100000000000005,0.15499999999999936,1.7297499999999992
14.747499999999999,0.4110000000000005,-0.19850000000000012,1.7844999999999995
13.5905,0.45999999999999996,-0.11549999999999905,-0.8099999999999987
11.668,0.1739999999999995,0.25649999999999906,-1.6240000000000006
12.974,0.021000000000000796,0.4609999999999994,2.4879999999999995
14.180250000000001,-0.009000000000000341,0.2060000000000004,-0.10250000000000092
12.924875,0.013999999999999346,0.3824999999999994,0.04925000000000068
14.748750000000001,-0.11400000000000077,0.2815000000000012,1.2065000000000001
17.752,-0.1819999999999986,0.09649999999999892,2.900500000000001
20.208624999999998,-0.25899999999999945,-0.21249999999999858,-0.8417500000000011
15.42875,-0.0730000000000004,-0.10799999999999699,-6.500000000000002
10.155875,-0.08800000000000008,-0.20500000000000185,-1.9677499999999988
10.0735,0.12899999999999956,0.08200000000000074,1.0600000000000005
12.075125,-0.010000000000000675,0.0470000000000006,0.0002500000000011937
10.194375,0.0519999999999996,-1.0295000000000005,-1.3537499999999998
8.313625,-0.04999999999999982,-0.5405000000000006,0.776250000000001
11.446000000000002,-0.10599999999999987,0.07450000000000045,1.6354999999999986
12.98575,-0.09100000000000019,-0.04400000000000048,-0.3224999999999998
12.456,-0.11500000000000021,-0.19099999999999895,-0.09249999999999936
12.24025,-0.0519999999999996,-0.27500000000000036,-0.6935000000000002
10.465375,-0.04300000000000015,0.05200000000000138,-0.9107500000000002
9.359375,0.027000000000000135,0.0420000000000007,-0.3412500000000023
9.949375,-0.001000000000000334,-0.11350000000000016,0.2807499999999994
9.9925,-0.05999999999999961,0.4004999999999992,0.15649999999999942
9.357875,0.15500000000000025,0.12549999999999883,-0.24725000000000108
8.31325,-0.0649999999999995,0.2734999999999994,-0.21600000000000108
7.6126249999999995,-0.2190000000000003,0.061500000000000554,-0.5657500000000004
6.719625,-0.0470000000000006,0.15399999999999991,-0.5822500000000002
6.171749999999999,0.30600000000000005,0.23100000000000076,-0.20900000000000052
5.709625,0.34500000000000064,0.16749999999999954,0.012749999999998707
6.491875,0.19200000000000017,0.14150000000000063,0.3897499999999994
6.806125,0.17100000000000115,0.11800000000000033,-0.4767499999999991
6.165,-0.45699999999999985,-0.5985000000000005,-0.43849999999999945
5.699375,-0.34699999999999953,0.0965000000000007,0.2262499999999994
6.435625,-0.2109999999999994,0.25,0.604750000000001
7.392125,-0.0810000000000004,0.11300000000000043,0.10325000000000006
7.954625,-0.17300000000000004,0.13349999999999973,0.38225
8.654,-0.14900000000000002,-0.04349999999999987,0.4795000000000016
8.761500000000002,0.07199999999999918,0.4560000000000004,-0.391
8.629999999999999,0.13900000000000023,0.5024999999999995,-0.07249999999999979
8.61975,0.12099999999999955,0.8300000000000001,-0.07699999999999818
7.509625,0.05900000000000016,0.9344999999999999,-0.6632500000000006
7.145625,-0.06400000000000006,1.0734999999999992,0.09024999999999928
6.520375,-0.08099999999999952,-0.7445000000000004,-0.7677500000000004
6.247999999999999,-0.12099999999999955,-0.7300000000000004,0.19099999999999984
6.343375,0.07599999999999962,-0.5660000000000007,-0.18325000000000102
5.96325,0.08499999999999996,-0.7479999999999976,1.1185
7.640874999999999,0.15800000000000036,-0.4939999999999998,0.69625
