Final_Approximation,HH_L1,HL_L1,LH_L1,HH_L2,HL_L2,LH_L2,HH_L3,HL_L3,LH_L3
274.43303571375,-2.8571428599999997,-0.42857142999999986,-1956.32857143,0.25357143000002225,0.2339285724999911,-978.9875000000001,-0.5267857162499823,0.8116071424999909,-488.000000000625
33.0727678571875,-0.028571440000000337,-2.1571428600000004,0.15714286000000044,0.42857142999999454,-0.2071428574999974,0.36071428500000025,0.525223215000004,-0.3947544637500009,1.2312499993749952
31.163616071406253,-1.2142857000000014,-1.1214285700000008,0.5214285700000012,-1.0861607125000035,-0.12477678624999555,1.2747767862500012,-0.4687499993749995,-0.8138392846875,-2.9361607146875066
24.74955357140625,-1.2285714399999996,-0.29999999999999893,0.07142856999999836,-0.38928571500001397,0.38035714250000296,-0.20178571499999975,-0.4482142856250029,-0.44732142906249983,-1.0026785721874987
150.55040584475853,0.41428572000000585,-1.3928571399999985,1.164285709999998,0.5357142800000005,-0.1821428575000006,-0.7785714299999924,1.0196428581249535,-0.7741071421875247,253.1490259745171
,-1.2285714300000024,-1.0571428550000022,0.2142857150000026,0.0214285700000012,-0.3535714274999986,-2.45357143,,,
272.81964285734375,1.1285714299999938,0.9214285750000002,-0.5071428549999979,1.371428567499997,1.2392857162499986,-0.3000000012500017,-0.8749999993749427,-1.725892858437529,-491.48303571406245
30.360414647920408,-1.1285714399999947,2.021428570000001,0.5071428599999948,0.9285714299999981,1.839285714999999,0.6571428574999985,1.0547044995683663,-1.931068025409182,1.6147406435341907
29.450111078510012,0.628571419999993,1.5142857099999993,-0.6714285699999962,-3.4571428575000027,0.628571426249998,1.678571431249999,-1.3129443165400545,-1.9935278423549718,-2.110936442645027
24.67031249953125,-2.5000000000000036,-0.9928571399999999,-0.02142856999999765,-1.0607142874999518,0.019642858750026804,501.49983766465914,0.5437499993749952,-0.24776785593750006,-0.8200892853125055
150.5709415592898,3.1142857100000008,0.8571428549999975,-1.385714285000006,,,,0.32321428749999015,-0.18303571437500032,251.6543831154546
,-0.11428570999999721,3.7000000049999997,-1.6571428549999965,,,,,,
275.54553571437503,-4.342857140000003,2.2285714300000006,-2.7285714300000024,0.5464285675000227,1.2160714262499859,-980.71607142875,-1.4946428549998991,-2.1125000000000487,-492.56875
31.766015625,-0.5714285600000011,2.3999999999999986,1.8999999999999986,0.26428571249999777,-0.3250000012500003,1.4785714287500014,0.7171875012500024,-2.051450893125004,0.32689732124999793
29.873214285468748,-2.214285710000002,-1.1214285650000004,-0.535714285000001,1.221875002499992,0.5533482137499952,0.9430803562500039,0.25535714437500445,-0.6553571434375023,-1.8991071421874999
24.7758928575,1.557142859999999,1.0500000000000007,-0.14999999999999858,-1.3535714299999952,1.1839285700000026,0.09107142749999753,-0.31607142749999895,-0.054464286249999105,-1.3017857150000012
149.96000405819603,2.057142859999999,-0.7428571399999981,1.2285714299999988,0.5464285699999962,0.10535714250000083,-0.9267857149999976,-0.6937499993750045,-0.3825892853125037,251.93429383201706
,2.0857142799999977,2.1571428600000004,1.557142859999999,0.32857142749999824,1.6035714262499976,-2.1250000037499994,,,
277.1225818453125,-0.6999999999999993,0.5928571400000013,-0.07857143000000022,-1.3285714275000018,1.335714288750001,-0.11428571375000018,-1.4459821424999468,-0.6128720231250302,-494.77745535625
32.477734375,-0.37142856999999907,0.18571428499999953,1000.4389610368182,0.07142857250000034,-0.017857141249999486,-0.10714285874999874,2.068973213750006,-0.8739955356249958,0.8193080362499998
30.416220238281248,,,,-0.5142857124999978,0.24642857125000006,0.8214285662499989,-1.0482142868750017,0.1485119046874992,-2.2276785703124986
