Speed
7.343
8.013
8.293
8.75
9.061
9.296
9.264
9.262
9.385
9.768
10.094
10.353
10.668
10.948
11.326
11.636
11.627
11.51
11.7
11.738
11.552
11.356
11.232
11.076
10.747
10.455
10.231
9.991
9.756
9.54
9.321
9.145
9.044
9.007
8.956
8.887
8.87
8.854
8.773
8.692
8.61
8.531
8.537
8.589
8.613
8.587
8.561
8.606
8.661
8.655
8.677
8.81
8.974
9.135
9.279
9.34
9.332
9.269
9.273
9.33
9.433
9.578
9.664
9.719
9.823
9.937
9.99
9.972
9.854
9.688
9.496
9.249
8.653
8.247
7.765
7.242
6.833
6.237
6.087
5.985
6.119
6.55
7.002
7.413
7.876
8.336
8.605
8.779
8.87
8.891
8.872
8.863
8.881
8.895
8.852
8.738
8.636
8.454
8.174
7.915
7.759
7.686
7.59
7.502
7.519
7.648
7.767
7.757
7.737
7.789
7.842
7.792
7.679
7.573
7.497
7.406
7.284
7.169
7.077
7.025
6.993
6.95
6.931
6.958
6.963
6.962
6.989
6.929
6.652
6.807
6.795
6.73
6.634
6.415
6.19
6.143
6.358
6.664
7.012
7.357
7.62
7.812
8.017
8.188
7.812
7.355
7.252
6.905
6.403
6.192
6.23
6.149
6.051
5.878
5.635
5.486
5.448
5.52
5.572
5.711
5.841
5.962
6.027
6.086
5.971
5.907
5.781
5.7
5.611
5.49
5.397
5.473
5.602
5.687
5.822
5.98
6.16
6.364
6.577
6.869
7.076
7.188
7.296
7.38
7.537
7.665
7.86
8.107
8.354
8.521
8.641
8.797
8.962
9.077
9.11
9.122
9.113
9.07
8.948
8.81
8.713
8.636
8.595
8.538
8.528
8.505
8.395
8.228
8.076
8.046
8.115
8.171
8.178
8.179
8.202
8.249
7.951
7.959
6.972
6.879
6.257
5.985
5.645
5.516
5.52
5.631
5.622
5.678
5.726
5.815
5.789
5.664
5.557
5.425
5.336
5.264
5.152
4.907
4.765
4.744
4.707
4.629
4.62
4.82
4.975
5.052
5.047
5.064
5.14
5.168
5.087
4.994
4.996
5.11
5.352
5.555
5.735
5.818
5.879
5.925
5.964
6.046
6.174
6.383
6.596
6.724
6.743
6.7
6.728
6.81
6.888
6.958
7.046
7.145
7.251
7.402
7.559
7.704
7.772
7.826
7.861
7.912
7.998
8.058
8.08
8.091
8.145
8.262
7.721
7.83
7.2
7.154
6.591
6.121
6.354
6.551
6.72
6.879
7.003
7.096
7.159
7.23
7.283
7.332
7.412
7.51
7.555
7.634
7.572
7.393
7.382
7.496
7.66
7.775
7.998
8.349
8.692
8.963
9.185
9.475
9.799
10.133
10.559
11.033
11.433
11.854
12.288
12.868
13.201
13.436
14.23
14.554
16.551
15.473
14.664
15.871
14.75
13.971
13.626
13.635
13.611
13.326
12.984
12.821
12.912
12.796
12.428
11.784
11.225
10.981
10.753
10.465
10.561
11.184
12.122
13.053
13.919
14.149
14.189
14.615
14.466
14.226
14.086
14.148
14.135
13.862
14.554
13.965
13.332
12.922
12.796
12.551
12.683
12.824
12.988
13.303
13.669
13.95
14.266
14.697
15.087
15.446
15.53
15.345
15.436
15.832
16.432
17.507
18.348
19.041
19.541
19.879
20.191
20.518
20.615
21.194
21.267
19.342
19.159
19.383
20.275
20.28
21.854
12.306
13.077
12.439
11.344
11.855
11.858
11.715
10.977
10.009
9.153
8.82
9.15
9.565
9.898
9.674
9.358
9.244
9.37
10.156
11.188
11.7
11.955
12.048
12.072
12.225
12.294
12.209
12.02
11.778
11.528
11.219
10.482
10.256
10.106
9.919
9.289
8.756
8.295
7.917
7.71
7.78
8.06
8.368
8.839
9.54
10.076
10.517
10.768
11.152
11.629
12.06
12.484
12.882
13.117
13.22
13.164
13.087
13.055
12.855
12.733
12.655
12.584
12.511
12.439
12.475
12.425
12.327
12.461
12.426
12.47
12.54
12.691
12.647
12.449
11.818
11.677
11.63
11.418
11.079
10.737
10.449
10.294
10.108
9.861
9.777
9.711
9.557
9.455
9.397
9.401
9.308
9.072
8.974
9.131
9.493
10.019
10.593
10.826
10.243
9.627
9.663
9.824
9.852
9.937
10.044
10.121
10.178
10.042
9.942
9.677
9.513
9.403
9.333
9.373
9.372
9.209
8.983
8.749
8.612
8.307
8.017
8.029
8.235
8.335
8.222
8.072
7.945
7.845
7.72
7.529
7.331
7.25
7.209
7.149
7.059
6.984
6.851
6.672
6.49
6.328
6.224
6.258
6.35
6.302
6.195
6.151
6.145
6.078
5.895
5.748
5.689
5.695
5.681
5.617
5.629
5.734
5.884
6.041
6.21
6.384
6.553
