Start_Timestamp,End_Context_Timestamp,End_Prediction_Timestamp,Past_Energy,Future_Energy,Electricity_Price,User_Comfort_Level,Renewable_Availability
1/2/2025 3:00,1/3/2025 0:15,1/3/2025 5:45,"[0.21904718569413478, 0.2176366201028348, 0.140055512581335, 0.22332438458388318, 0.2640942803840378, 0.26404877826818945, 0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782]","[0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084]",0.1,Low,0.203
1/2/2025 3:15,1/3/2025 0:30,1/3/2025 6:00,"[0.2176366201028348, 0.140055512581335, 0.22332438458388318, 0.2640942803840378, 0.26404877826818945, 0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845]","[0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823]",0.1,Medium,0.477
1/2/2025 3:30,1/3/2025 0:45,1/3/2025 6:15,"[0.140055512581335, 0.22332438458388318, 0.2640942803840378, 0.26404877826818945, 0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918]","[0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823]",0.1,High,0.611
1/2/2025 3:45,1/3/2025 1:00,1/3/2025 6:30,"[0.22332438458388318, 0.2640942803840378, 0.26404877826818945, 0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658]","[0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813]",0.1388,High,0.43
1/2/2025 4:00,1/3/2025 1:15,1/3/2025 6:45,"[0.2640942803840378, 0.26404877826818945, 0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304]","[0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442]",0.1388,Low,0.56
1/2/2025 4:15,1/3/2025 1:30,1/3/2025 7:00,"[0.26404877826818945, 0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987]","[0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315]",0.1388,Medium,0.594
1/2/2025 4:30,1/3/2025 1:45,1/3/2025 7:15,"[0.2807025526686991, 0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707]","[0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315, 0.04946079992719661]",0.1388,Medium,0.587
1/2/2025 4:45,1/3/2025 2:00,1/3/2025 7:30,"[0.3431769577285344, 0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297]","[0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315, 0.04946079992719661, 0.04927879146380306]",0.175,Low,0.523
1/2/2025 5:00,1/3/2025 2:15,1/3/2025 7:45,"[0.3573736178732311, 0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073]","[0.08672703280702551, 0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315, 0.04946079992719661, 0.04927879146380306, 0.049506302043045]",0.175,Medium,0.369
1/2/2025 5:15,1/3/2025 2:30,1/3/2025 8:00,"[0.2999499476725668, 0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551]","[0.16303408108477044, 0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315, 0.04946079992719661, 0.04927879146380306, 0.049506302043045, 0.04955180415889339]",0.175,High,0.54
1/2/2025 5:30,1/3/2025 2:45,1/3/2025 8:15,"[0.2488965736906766, 0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044]","[0.1683578286390317, 0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315, 0.04946079992719661, 0.04927879146380306, 0.049506302043045, 0.04955180415889339, 0.049506302043045]",0.175,High,0.279
1/2/2025 5:45,1/3/2025 3:00,1/3/2025 8:30,"[0.16494516995040268, 0.16908586249260593, 0.1631250853164672, 0.018291850571051555, 0.08108477044182553, 0.07357692132684168, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.00031851481093870854, 0.0002275105792419348, 0.06716112299221913, 0.08003822177731264, 0.07880966464940618, 0.005460253901806434, 0.0001820084633935477, 0.0, 0.0001820084633935477, 0.00013650634754516062, 0.0002730126950903219, 0.06788915684579333, 0.07931018792373845, 0.03157846839878054, 0.0001820084633935477, 0.0002730126950903219, 0.0001820084633935477, 0.00031851481093870854, 0.0003640169267870952, 0.05705965327387723, 0.0798107111980707, 0.06820767165673203, 0.00013650634754516062, 0.00031851481093870854, 0.0002730126950903219, 0.0002730126950903219, 0.00031851481093870854, 0.0002275105792419348, 0.07803612867998362, 0.07953769850298038, 0.01592574054693543, 0.00013650634754516062, 0.0001820084633935477, 0.0003640169267870952, 0.0001820084633935477, 0.0002275105792419348, 0.06770714838239977, 0.08008372389316104, 0.05778768712745142, 0.0002275105792419348, 0.0002275105792419348, 0.0005915275060290302, 0.0005460253901806431, 0.00031851481093870854, 0.00031851481093870854, 0.07307639805250943, 0.07953769850298038, 0.02106747963780316, 0.0001820084633935477, 0.0002730126950903219, 0.00031851481093870854, 0.007189334304045138, 0.007280338535741912, 0.08272284661236746, 0.10442735587204806, 0.06629658279109979, 0.04136142330618373, 0.0407698958001547, 0.03958684078809664, 0.10702097647540612, 0.1010601992992674, 0.20940073713427676, 0.6471765937116075, 0.24289029439868953, 0.17045092596805744, 0.16508167629794782, 0.16844883287072845, 0.14783637439140918, 0.15270510078718658, 0.15111252673249304, 0.3879055376074987, 0.0840424079719707, 0.07325840651590297, 0.07275788324157073, 0.08672703280702551, 0.16303408108477044, 0.1683578286390317]","[0.1421941120262092, 0.09054921053829001, 0.09164126131865132, 0.09223278882468033, 0.12303772125403831, 0.16062246894480592, 0.1401010146971834, 0.14665331937935114, 0.10224325431132546, 0.06502252354734495, 0.051280884561132084, 0.04941529781134823, 0.04941529781134823, 0.07903717522864813, 0.12963552805205442, 0.12290121490649315, 0.04946079992719661, 0.04927879146380306, 0.049506302043045, 0.04955180415889339, 0.049506302043045, 0.08445192701460617]",0.2061,Medium,0.473
