Year,Tmax31,Tmax32,Tmax33,Tmax34,Tmax35,Tmax36,Tmax37,Tmax38,Tmax39,Tmin31,Tmin32,Tmin33,Tmin34,Tmin35,Tmin36,Tmin37,Tmin38,Tmin39,Rain28,Rain29,Rain30,Rain31,Rain32,Rain33,Rain34,Rain35,Rain36,RHI28,RHI29,RHI30,RHI31,RHI32,RHI33,RHI34,RHI35,RHI36,RHII28,RHII29,RHII30,RHII31,RHII32,RHII33,RHII34,RHII35,RHII36,Yield,District_Belagavi,District_ChickkaManglur,District_Dakshinakannada,District_Davanagere,District_Hassan,District_Kodagu,District_Mysuru,District_Shivamogga,District_Udupi,District_Uttarkannada
2000,-0.032521522,0.073833698,0.252685604,-0.849402651,-0.507887232,-0.284089188,0.428187951,0.167851255,0.298614214,-0.059392007,-0.260836951,0.035810589,0.044463657,0.01828575,-0.058667376,0.140217599,0.270601317,0.261637844,-0.247420025,-0.254953702,-0.746278607,-0.432682991,-0.668454852,-0.610225934,-0.579489939,-0.087614685,1.5651907,0.195877105,0.050073152,-0.181492198,0.451254534,0.530970018,-0.047911328,0.174834915,0.80699137,0.629169602,0.200249415,-0.414720463,-0.91429926,0.865458849,0.327938733,-0.773055781,-1.173259046,-0.534099313,-0.929140255,3725,0,0,0,1,0,0,0,0,0,0
2001,-0.032521522,0.243685869,-0.050262338,0.201568807,0.456843289,0.752993827,0.772874693,0.805328895,-0.186427659,-0.059392007,0.090732395,-0.185372462,0.222925299,0.061993153,0.075734249,0.053884669,0.356515774,0.082646509,-0.247420025,-0.872536627,-0.650077265,-0.830078452,-0.804914379,-0.728951734,-0.556451617,0.011326084,0.179271546,0.195877105,0.196313284,0.325398614,-0.051448185,-0.502202672,-0.870539797,-0.336001199,0.067301697,0.206022203,0.200249415,-0.895823371,-0.229077369,-0.630745141,-1.340346432,-1.797175483,-1.983046858,-0.928952456,0.179946406,3579,0,0,0,1,0,0,0,0,0,0
2002,-0.032521522,-0.435722812,-0.117584103,0.167666502,1.09999697,0.456684394,1.002665853,0.655334156,1.187857648,-0.059392007,-0.172944614,0.256993641,0.089079068,0.236822766,0.12053479,-0.118781192,-0.030099283,0.395881345,-0.247420025,-0.608785706,-0.715298514,-0.726161823,-0.816286007,-0.648061629,0.014569668,-0.780200064,-0.764855197,0.195877105,-0.400833922,-0.327927321,0.026750016,-0.718448119,-0.389618538,-0.824133485,-0.661510188,-0.966700589,0.200249415,0.102692098,-0.588818862,0.015855578,-1.154981414,-1.179318142,-2.108839139,-2.484673839,-2.370143362,3114,0,0,0,1,0,0,0,0,0,0
2003,-0.032521522,1.09294672,1.094207667,-0.171356549,0.242458729,0.419645715,0.504785005,0.655334156,0.581555307,-0.059392007,0.2225709,0.035810589,-0.089382574,0.061993153,-0.058667376,-0.161947657,-0.030099283,0.21689001,-0.247420025,-0.904998279,-0.753615997,-0.131210572,-0.727840017,-0.709381547,-0.765442116,-0.713670926,-0.800853097,0.195877105,0.098819863,-0.463098204,-0.084961699,-0.442134493,-0.655390813,-1.017116017,-0.802921449,-1.087599846,0.200249415,-1.386003691,-0.742993787,0.36923039,-0.929319652,-1.196245741,-1.739324313,-2.303041393,-1.787265701,3305,0,0,0,1,0,0,0,0,0,0
2004,-0.032521522,-0.028077604,-0.050262338,-0.035747328,0.528304809,0.160374961,-0.146289951,0.730331526,0.419874682,-0.059392007,-0.392675455,-0.583501955,-0.446305858,-0.54991049,-0.46187225,-0.507279378,-0.073056511,-0.141092659,-0.247420025,-0.731328442,-0.610944516,-0.796962164,-0.830184662,-0.432789575,-0.587717912,-0.769964812,0.354352242,0.195877105,-0.205847079,0.100113809,0.104948217,-0.189848138,0.078646898,0.345113619,-0.411321034,-0.084136013,0.200249415,-0.423797876,0.361926511,-0.036774713,-1.308109038,-0.5783884,-0.308437112,-0.69204057,-0.686274563,3261,0,0,0,1,0,0,0,0,0,0
2005,-0.032521522,-0.265870642,-0.083923221,0.065959587,0.599766329,0.19741364,-0.529275219,-0.582122439,0.096513434,-0.059392007,-0.216890783,-0.052662631,-0.178613395,0.105700556,0.075734249,0.053884669,-0.11601374,-0.185840493,-0.247420025,-0.770282424,-0.659045187,-0.762703935,-0.016481554,1.10281774,-0.57619875,-0.769964812,-0.795944293,0.195877105,0.074446507,0.235284692,0.149632903,0.446874567,0.534256511,0.447280842,-0.117620722,-0.217125196,0.200249415,0.257008125,0.010750292,-0.352556459,-0.889022909,-0.019777653,0.375558418,-0.447231621,-1.552495532,3323,0,0,0,1,0,0,0,0,0,0
2006,-0.032521522,0.039863264,0.017059427,0.404982638,0.599766329,1.753038162,0.581382058,-0.319631646,-0.06516719,-0.059392007,-0.260836951,-0.096899242,-0.401690447,-0.331373474,0.030933707,-0.075614726,-0.201928197,-0.230588327,-0.247420025,-0.714286075,-0.685133686,-0.846065626,-0.830184662,-0.667631815,0.363435698,-0.740964932,-0.804125634,0.195877105,-0.278967145,-0.057585555,-0.297213958,-0.502202672,-1.022409668,-0.143018667,0.273979694,-0.192945345,0.200249415,-0.287636676,-0.040641349,-1.014194404,-0.905141607,-2.533526013,-0.276989041,-0.091863792,-0.742943225,3545,0,0,0,1,0,0,0,0,0,0
2007,-0.032521522,-0.265870642,0.488311782,0.540591858,0.206727969,-0.061857114,0.428187951,-0.882111916,-0.388528439,-0.059392007,-0.172944614,-0.141135852,0.044463657,0.105700556,0.12053479,0.053884669,-0.287842654,-0.006849158,-0.247420025,-0.639624276,-0.795194543,-0.669064774,-0.725312988,-0.697639435,0.623439626,0.123913855,-0.73540237,0.195877105,0.037886474,-0.091378276,0.116119388,0.050424581,0.116614365,0.231594483,0.448024323,0.07303302,0.200249415,0.166233991,-1.342562941,-0.48037288,0.134514366,-0.095951846,-0.3477472,0.437239419,0.317570298,3212,0,0,0,1,0,0,0,0,0,0
2008,-0.032521522,-0.435722812,-0.319549398,0.404982638,0.99280469,0.456684394,-0.682469327,-0.057140853,0.460294838,-0.059392007,-0.172944614,-0.141135852,-0.133997984,-0.112836459,-0.058667376,-0.248280587,-0.11601374,-0.454327495,-0.247420025,-0.62339345,-0.56202858,-0.665638951,0.69487691,-0.070088782,-0.674934419,-0.735847306,-0.809034438,0.195877105,0.037886474,0.415512536,-0.442439188,0.158547304,0.395042462,0.027260038,0.099935064,-0.338024453,0.200249415,0.520253112,0.567493078,-0.487891493,-0.59082701,0.073324138,0.249766137,-0.241907987,-0.937235778,3492,0,0,0,1,0,0,0,0,0,0
2009,-0.032521522,0.787212813,0.622955312,-0.035747328,-0.007656591,-0.543359942,0.045202683,0.392843364,-0.024747034,-0.059392007,-0.085052278,-0.096899242,-0.267844216,-0.069129056,-0.193069001,-0.032448261,0.012857946,-0.051596992,-0.247420025,-0.904998279,-0.045150186,0.646451235,-0.630549428,-0.603702539,-0.523539727,0.432677287,0.144909914,0.195877105,-0.388647245,0.043792608,0.518281564,0.134520032,0.078646898,0.174834915,0.208712958,0.278561757,0.200249415,-1.104603878,-1.059908911,0.51960265,-0.23621567,-0.163662239,-0.198368866,-0.170834421,-0.087205856,3577,0,0,0,1,0,0,0,0,0,0
2010,-0.032521522,0.583390209,0.589294429,0.235471112,-0.150579632,-0.247050509,0.045202683,0.242848625,0.621975463,-0.059392007,0.090732395,0.035810589,-0.000151753,-0.025421653,0.030933707,-0.032448261,-0.244885425,0.261637844,-0.247420025,-0.852248095,-0.523711096,-0.099236225,-0.564846692,-0.5436873,-0.75227736,0.768734725,-0.43760156,0.195877105,-1.046727839,-0.429305483,0.037921188,0.002370037,0.167237656,-0.029499531,-0.30254314,-0.616092744,0.200249415,-1.258919905,-1.2911713,0.015855578,0.46494766,0.284919118,-0.033266496,-0.589378753,-0.791516363,3550,0,0,0,1,0,0,0,0,0,0
2011,-0.032521522,0.617360643,0.690277077,0.269373417,-0.257771912,0.012220244,0.466486478,0.092853886,0.702815775,-0.059392007,0.090732395,0.12428381,0.044463657,0.105700556,0.030933707,-0.118781192,-0.287842654,-0.499075329,-0.247420025,-0.900129031,-0.787041887,-0.365308473,-0.745529215,-0.672850532,-0.709491903,-0.720494428,-0.809034438,0.195877105,-0.681127509,-0.485626684,-0.051448185,-0.081725415,-0.174469554,-0.506279904,-0.269909772,-0.821621481,0.200249415,-0.81412665,-1.068474185,-0.465335654,0.005564788,-0.442967613,-0.434229393,-0.399849244,-2.313474701,3717,0,0,0,1,0,0,0,0,0,0
2012,-0.032521522,0.073833698,0.387329134,0.676201078,-0.186310392,-0.024818435,-0.069692897,0.317845994,0.662395619,-0.059392007,0.046786227,-0.008426021,-0.044767164,-0.243958668,0.12053479,-0.118781192,-0.330799882,-0.320083994,-0.247420025,-0.612843413,-0.757692325,-0.366450414,-0.103664029,-0.578913636,-0.68974477,-0.783611815,-0.593047038,0.195877105,-0.291153823,-0.429305483,-0.788745506,-0.418107221,-0.554144232,-0.449520335,-0.737654713,-0.398474081,0.200249415,0.284240365,-1.325432394,-1.382606442,-0.163681533,-0.138270842,0.328386313,-1.773938182,-1.738692563,3978,0,0,0,1,0,0,0,0,0,0
2013,-0.032521522,0.277656303,-0.420532046,-0.205258854,0.70695861,0.271490998,-0.146289951,-0.469626385,0.015673122,-0.059392007,-0.392675455,-0.273845683,-0.312459626,-0.025421653,-0.237869542,0.010718204,-0.030099283,-0.454327495,-0.247420025,-0.926098352,-0.679426827,-0.707890767,-0.706360276,-0.23447835,0.147862821,-0.510671764,-0.809034438,0.195877105,-0.315527178,-0.068849795,-0.263700444,-0.225889046,0.065991075,0.197538742,0.099935064,-0.604002818,0.200249415,-0.178707716,-0.06633717,0.346674551,-1.154981414,-1.001578359,-0.300575094,-0.060275541,-1.301534317,3787,0,0,0,1,0,0,0,0,0,0
2014,-0.032521522,-0.028077604,0.387329134,0.811810299,-0.722271792,-0.284089188,0.274993844,-0.282132961,0.945336711,-0.059392007,-0.216890783,-0.141135852,-0.267844216,-0.375080877,-0.237869542,-0.248280587,-0.11601374,-0.006849158,-0.247420025,-0.771905507,-0.649262,0.187390961,-0.500407471,-0.624577405,-0.584426723,-0.672729919,0.336353292,0.195877105,0.037886474,-0.237813399,-0.297213958,0.158547304,-0.225092845,-0.233833976,0.045546118,-0.446833784,0.200249415,-0.078856169,-0.845777071,-0.931489661,0.5213631,-0.019777653,-1.220431152,-0.620967004,-1.609164193,3691,0,0,0,1,0,0,0,0,0,0
2015,-0.032521522,0.515449341,0.723937959,0.981321824,0.67122785,1.01226458,0.08350121,-0.094639538,0.864496399,-0.059392007,0.2225709,0.212757031,0.133694478,0.236822766,0.12053479,-0.032448261,0.012857946,-0.006849158,-0.247420025,-0.784078626,-0.688394749,-0.434966873,-0.585062918,0.41133781,-0.630503368,-0.754611934,-0.180707455,0.195877105,-0.169287046,-0.204020678,-0.274871615,-0.297970861,-0.098534619,-0.267889717,-0.063231775,-0.434743859,0.200249415,-0.242249609,-0.974256175,-1.081861921,-0.808429423,-0.671490191,-0.520711587,-0.407746307,-1.058668624,4135,0,0,0,1,0,0,0,0,0,0
2016,-0.032521522,0.617360643,0.757598842,0.845712604,0.349651009,0.567800431,-0.950559014,-0.319631646,-0.671469531,-0.059392007,0.090732395,0.0800472,-0.000151753,-1.030691924,-0.327470625,-0.032448261,-0.201928197,0.127394343,-0.247420025,-0.917982939,-0.789487684,-0.741007056,-0.803650865,-0.727647055,-0.311258039,-0.522612891,-0.665042838,0.195877105,-0.534887377,-0.361720042,-0.341898644,-0.057698143,-0.516176764,0.00455621,0.241346326,0.363191237,0.200249415,-1.077371638,-1.145561648,-0.585633463,-1.017972487,-0.89154897,-0.693675974,-0.012893164,0.390430006,3422,0,0,0,1,0,0,0,0,0,0
2017,-0.032521522,1.330739758,0.925903254,-0.205258854,-0.758002553,0.345568356,2.151621658,0.280347309,1.026177023,-0.059392007,0.354409404,0.256993641,-0.178613395,-0.418788281,-0.237869542,-1.500108076,-0.416714339,0.082646509,-0.247420025,-0.89931749,-0.791118215,-0.635948486,-0.577481834,0.164753458,-0.46594392,-0.212143583,-0.553776601,0.195877105,-0.278967145,-0.587004847,-0.364240987,-0.658379939,-0.478209296,-0.392760767,0.023790539,0.000493466,0.200249415,-1.867106599,-2.438917966,-2.593103137,-0.469936781,-0.079024248,0.218318067,-0.684143507,-1.989653778,3680,0,0,0,1,0,0,0,0,0,0
2018,-0.032521522,0.141774567,-0.723479988,-0.205258854,0.028074169,0.271490998,1.04096438,0.655334156,1.026177023,-0.059392007,-0.216890783,-0.185372462,-0.133997984,-0.025421653,-0.013866834,-0.032448261,0.012857946,0.082646509,-0.247420025,-0.861175049,-0.599530798,-0.735297351,-0.658346739,-0.744607883,-0.748986171,-0.780200064,-0.553776601,0.195877105,0.208499962,0.269077413,0.283686961,0.062438217,-0.338995248,-0.029499531,-0.128498511,0.000493466,0.200249415,-0.151475476,0.730233277,0.29404426,-0.147562836,-1.602508102,-2.745662564,-2.382012022,-1.989653778,3187,0,0,0,1,0,0,0,0,0,0
2019,-0.032521522,0.209715435,0.824920607,1.184735655,1.24292001,1.049303259,-0.337782585,-0.657119808,-0.428948595,-0.059392007,0.662032582,0.433940082,0.490617762,0.411652378,0.434138582,0.097051134,-0.030099283,-0.006849158,-0.247420025,-0.827090314,-0.7772587,-0.741007056,-0.830184662,0.518321498,-0.321131606,-0.59596553,-0.740311175,0.195877105,0.245059995,-0.316663081,-0.833430192,-1.102884469,-0.022599683,0.265650224,0.448024323,0.278561757,0.200249415,0.574717592,-0.014945528,-0.149553908,-0.155622184,-0.773055781,0.690039122,0.674151305,-0.014346148,3514,0,0,0,1,0,0,0,0,0,0
2021,-0.032521522,0.515449341,0.151702957,0.574494163,-0.329233432,-0.6174373,-0.414379639,0.092853886,-0.469368751,-0.059392007,-0.480567792,-0.362318904,-0.267844216,-0.287666071,-0.506672792,-0.291447052,-0.073056511,-0.006849158,-0.247420025,-0.810859489,-0.60279186,-0.284230664,-0.307089807,-0.671545853,-0.706200714,-0.70514155,-0.714130884,0.195877105,-0.973607773,-0.519419405,-0.610006761,-0.430120857,-0.225092845,-0.143018667,-0.563610084,-0.362204304,0.200249415,-1.939725906,-0.91429926,-1.292383086,-0.445758735,-0.205981235,-0.457815446,-1.13427609,-0.734847702,2715,0,0,0,1,0,0,0,0,0,0
2002,-0.069015138,-1.352924531,-1.194732343,-0.679891125,0.206727969,-0.802630696,-0.490976692,-0.244634276,-0.024747034,-1.162712751,-1.491329661,-1.29128772,-1.784768171,-1.817425179,-1.895489581,-1.802273332,-1.404730595,-1.349284169,-0.986027292,-0.723213029,-0.444630332,-0.823226807,-0.830184662,-0.640233554,-0.337587551,-0.254790466,-0.367242028,0.195877105,0.452233515,0.730911263,0.484768049,0.062438217,0.420354107,0.685671029,0.284857483,0.193932277,-0.190545992,0.420401565,0.695972183,-0.006700261,-0.639183102,0.208744925,0.438454559,-0.068172604,-0.208638702,1602,0,0,0,0,1,0,0,0,0,0
2003,0.186440175,-0.16395934,-0.319549398,-0.951109566,-0.722271792,-0.728553338,-0.682469327,-0.169636907,-0.631049375,-0.874889948,-0.744244801,-1.2028145,-0.803229141,-0.812154908,-0.999478749,-1.327442216,-1.275858909,-0.9913015,-0.913525965,-0.844944223,-0.403867052,-0.514902742,-0.754373814,-0.718514301,-0.699618336,-0.783611815,-0.64540762,-0.015583858,-0.071793625,0.100113809,0.395398677,0.17056094,0.293795882,-0.006795703,-0.204643037,0.109302798,-0.884207839,-0.832281477,-0.117728812,0.872977462,0.061980229,0.124106933,0.061077715,-0.478819873,-0.143874517,1937,0,0,0,0,1,0,0,0,0,0
2004,-0.908368307,-0.877338455,-0.959106166,-0.78159804,-0.329233432,-0.395205226,-0.835663434,-0.094639538,-0.388528439,-1.306624152,-1.227652651,-1.423997551,-1.338614067,-1.68630297,-1.178680916,-1.241109285,-0.932201081,-0.543823163,-0.396954012,-0.796251745,-0.591378142,-0.834646216,-0.777117068,-0.721123659,-0.439614409,-0.732435555,-0.651952693,0.536564212,0.171939929,0.550683419,0.004407673,0.002370037,0.192549301,0.526744238,0.121690643,0.363191237,0.542195396,0.375014498,0.927234571,0.286525647,-0.76813268,0.098715535,0.768659298,0.089768653,0.13946879,2085,0,0,0,0,1,0,0,0,0,0
2005,-0.981355539,-0.401752378,-0.656158223,-0.103551939,0.421112529,-0.358166547,-1.371842809,-0.844613232,-0.226847815,-0.683008079,-0.920029474,-0.804685007,-0.892459962,-0.637325296,-0.417071709,-0.464112913,-0.717414939,-1.304536336,-0.231107227,-0.780020919,-0.671274171,-0.846065626,0.319613209,-0.507156285,-0.252016638,-0.746082558,-0.809034438,0.184129274,-0.071793625,-0.215284918,-0.185502243,-0.189848138,0.458321575,0.299705965,-0.052353986,-0.20503527,0.034161367,0.102692098,0.053576661,0.44441652,0.787321605,0.708109077,0.933761667,0.705739556,0.439003144,2399,0,0,0,0,1,0,0,0,0,0
2006,-0.470444914,-0.231900208,-0.757140871,0.065959587,-0.079118112,0.975225901,-0.299484058,-1.294597448,-0.550209063,-1.354594619,-1.095814147,-0.981631448,-1.293998656,-1.424058551,-0.999478749,-1.500108076,-1.104029995,-1.483527671,-0.995089958,-0.654232019,-0.623988766,-0.823226807,-0.804914379,-0.1314087,-0.591009101,-0.49361301,-0.661770302,0.066650961,0.147566573,0.235284692,0.216659932,-0.009643599,-0.111190441,0.265650224,0.719969056,-0.047866236,-0.11238691,0.020995378,0.12209885,0.188783678,0.166751761,0.005613744,0.98879579,0.650460116,0.795206159,2501,0,0,0,0,1,0,0,0,0,0
2007,0.186440175,0.039863264,0.185363839,0.506689553,-0.579348752,-0.839669375,-0.184588478,-1.219600079,-1.803233901,-0.874889948,-1.359491156,-1.645180603,-0.892459962,-0.986984521,-1.178680916,-1.068443425,-1.061072767,-0.63331883,-0.902650766,-0.572266348,-0.795194543,-0.522896329,-0.716468389,-0.650670987,0.098494987,-0.27526097,-0.606137183,-0.861427709,0.220686639,0.460569497,0.037921188,0.062438217,0.521600688,0.288354051,0.458902112,-0.495193487,-0.845128298,0.166233991,-0.314730106,-0.277370329,0.787321605,0.547296893,1.138174124,0.500415922,1.013785282,2524,0,0,0,0,1,0,0,0,0,0
2008,-0.32447045,-0.775427152,-0.656158223,0.032057282,0.456843289,0.19741364,-1.333544282,-0.657119808,-0.348108283,-0.635037612,-0.612406296,-0.848921617,-1.070921604,-0.637325296,-0.506672792,-0.982110495,-1.061072767,-1.886258174,-0.705990917,-0.668839762,-0.317448898,-0.75699423,2.984364539,-0.635014838,-0.446196786,-0.703435675,-0.809034438,-0.03907952,0.013513119,0.13390653,-0.341898644,0.098479125,0.078646898,0.186186828,0.350124219,-0.652362521,0.102550563,0.511175699,0.567493078,0.166227839,-0.107266092,0.496514097,0.241904119,0.445136482,-0.394835732,2556,0,0,0,0,1,0,0,0,0,0
2009,-0.798887459,-0.67351585,-0.521514693,-0.815500345,-0.972387113,-0.987824091,-1.103753121,-0.882111916,-0.99483078,-2.985590501,-3.117337885,-2.57414942,-2.498614738,-2.341914016,-2.612298247,-2.53610324,-2.349789622,-2.378484345,-1.038590754,-0.906621361,-0.083467669,-0.332192185,-0.595171032,-0.614139972,0.027734424,0.717558465,-0.138164482,-0.544236265,-0.900487707,-0.508155165,-0.721718476,-1.223020828,-0.617423345,-0.733318176,0.426268744,-0.120405791,0.151399989,0.148079165,-0.100598265,-0.0292561,0.061980229,-0.095951846,0.462040612,0.468827671,0.746633021,2759,0,0,0,0,1,0,0,0,0,0
2010,-0.579925763,-0.50366368,-0.252227633,-0.612086515,-0.829464073,-0.950785412,-1.295245756,-0.844613232,-0.711889687,-0.922860415,-1.227652651,-1.645180603,-1.160152425,-1.161814133,-1.447484165,-1.500108076,-1.53360228,-1.528275504,-0.386078813,-0.650174312,-0.746278607,0.969620533,-0.438495278,-0.36625094,-0.683162392,0.533323931,1.669911864,0.24286843,0.281620028,0.347927094,0.406569848,0.206601848,0.319107527,0.424577015,0.502413269,0.653349454,0.17093976,0.347782258,0.610319447,0.715086589,0.69866877,0.462658901,1.091002019,0.879474939,1.256650974,3111,0,0,0,0,1,0,0,0,0,0
2011,-0.616419379,-0.469693246,-0.454192928,-0.408672684,-1.043848633,-1.06190145,-0.6441708,-0.844613232,-0.06516719,-1.83429929,-1.623168165,-1.777890434,-1.784768171,-1.68630297,-1.716287415,-1.802273332,-2.135003479,-2.870710516,-0.432298408,-0.900129031,-0.795194543,-0.814091279,-0.58253589,-0.521507755,-0.628857774,-0.727317929,-0.809034438,0.195877105,-0.04742027,-0.361720042,0.294858133,-0.442134493,-0.060567151,-0.222482063,0.023790539,-1.002970366,0.395647119,0.438556392,0.267708501,0.000818352,0.674490724,0.411876105,0.320524295,0.366165853,-0.751038748,3238,0,0,0,0,1,0,0,0,0,0
2012,-0.032521522,-1.013220191,-0.790801753,-0.306965769,-1.258233193,-1.173017487,-1.180350175,-0.507125069,0.096513434,0.804076401,0.662032582,0.699359744,0.713694814,0.761311603,0.792542914,0.744548112,0.786088059,0.485377013,-0.885431701,-0.501662256,-0.629695625,-0.798104105,-0.497880442,-0.27883744,-0.630503368,-0.783611815,-0.776309075,-0.344523133,0.086633185,0.021264127,-0.084961699,0.579024562,0.369730817,0.027260038,0.197835168,0.206022203,-1.431321408,0.710878792,0.199186312,-0.375112298,0.674490724,0.386484708,0.163283944,0.974239694,0.722346452,2921,0,0,0,0,1,0,0,0,0,0
2013,-0.652912995,-0.469693246,-0.184905868,-0.408672684,-0.114848872,-0.543359942,-0.682469327,-0.507125069,0.217773902,-0.635037612,-0.656352465,-0.362318904,-0.446305858,-0.200251265,-0.237869542,-0.205114122,-0.11601374,0.037898675,-0.170387366,-0.685070588,-0.752800731,-0.713600472,-0.596434546,-0.282751477,0.050772747,-0.00914442,-0.809034438,-0.837932046,-0.473953988,-0.136435237,0.41774102,0.542983654,0.48363322,0.651615288,0.524168848,0.532450197,-0.415253351,-0.078856169,0.353361238,0.549677102,0.247345247,0.919704057,0.855141491,1.013725008,0.884256913,3417,0,0,0,0,1,0,0,0,0,0
2014,0.441895487,0.447508473,0.454650899,0.710103383,0.278189489,0.086297603,0.504785005,0.992822319,1.349538272,-1.594446955,-1.27159882,-1.114341279,-0.981690783,-1.11810673,-1.178680916,-0.809444634,-0.631500482,-0.901805832,-0.621708125,-0.79300558,-0.661490984,-0.62909684,-0.693725135,-0.585437031,-0.765442116,-0.783611815,3.118009208,-0.579479758,-0.400833922,-0.474362444,-0.029105841,0.062438217,-0.098534619,0.061315778,0.023790539,0.1576625,0.288178382,0.284240365,0.558927805,0.647419072,0.360176128,0.4711227,0.579970876,0.563592425,0.827588252,3338,0,0,0,0,1,0,0,0,0,0
2015,0.660857183,0.379567605,0.420990017,0.201568807,0.74268937,0.678916468,0.236695317,0.055355201,-0.226847815,-0.826919481,-1.051867979,-0.716211786,-0.803229141,-0.156543862,-0.148268459,0.097051134,-0.201928197,-0.454327495,-0.870025169,-0.877405875,-0.403867052,-0.448670165,-0.830184662,-0.029643729,-0.765442116,-0.783611815,0.215269446,-0.462001446,-0.559260732,-0.125170996,-0.219015757,-0.273943589,-0.427586006,0.186186828,-0.041476197,0.363191237,0.19047953,0.483943459,0.541797258,0.647419072,0.618075284,0.606543487,0.823693421,0.966342631,1.119027082,3155,0,0,0,0,1,0,0,0,0,0
2016,0.514882719,0.753242379,-0.420532046,0.608396468,0.492574049,0.382607036,0.313292371,0.355344679,-0.428948595,-1.642417422,-1.974737511,-1.689417213,-1.293998656,-0.54991049,-1.85068904,-1.759106867,-1.791345651,-2.512727846,-1.040403287,-0.934213765,-0.775628168,-0.846065626,-0.830184662,-0.658499062,-0.640376935,-0.769964812,-0.468690656,-0.356270964,-0.473953988,-0.823553892,-0.274871615,-0.057698143,-0.566800055,-0.222482063,-0.31342093,-0.616092744,-0.229625532,-0.051623929,0.413318153,0.36923039,0.190929807,0.293382917,0.56424684,0.603077739,0.868065867,3011,0,0,0,0,1,0,0,0,0,0
2017,1.719172049,1.534562362,1.228851197,0.744005688,0.92134317,1.530806088,0.887770273,0.392843364,0.096513434,-2.17009256,-1.535275829,-1.689417213,-2.409383917,-2.25449921,-1.761087956,0.528715786,-0.932201081,-0.096344826,-0.884525434,-0.859551966,-0.302774117,-0.533173797,-0.830184662,-0.173158432,0.19887625,-0.374201738,-0.337789201,-0.861427709,-0.766434253,-0.237813399,-0.140817557,-0.430120857,-0.478209296,-0.563039472,-0.139376301,0.278561757,-1.362932212,-0.323946329,0.284839049,0.36923039,0.327938733,0.04793274,-1.29118931,0.468827671,0.147564313,3378,0,0,0,0,1,0,0,0,0,0
2018,0.441895487,-0.096018472,-0.521514693,-0.035747328,0.028074169,0.493723073,0.696277639,-0.094639538,0.13693359,-0.299244342,-0.304783119,-0.318082293,-0.312459626,-0.243958668,-0.193069001,0.31288346,-0.158970968,-0.051596992,-0.786648643,-0.704547579,-0.617466641,-0.333334126,-0.322251976,-0.744607883,0.223560167,0.146090234,1.097217999,-0.426757952,0.171939929,-0.057585555,-0.185502243,0.002370037,-1.414740168,-1.017116017,0.01291275,0.085122946,-1.460631064,-0.895823371,-0.203381548,-1.382606442,-0.82454812,-2.728193394,-1.306913345,-0.684143507,-1.155814901,2482,0,0,0,0,1,0,0,0,0,0
2019,1.792159281,0.481478907,1.498138257,1.557661011,2.028996731,0.790032506,1.117561434,1.855292067,1.67289952,-1.450535553,-1.798952838,-1.600943993,-1.249383246,-0.899569714,-1.58188579,-1.154776355,-0.631500482,-0.901805832,-0.569144663,2.534313724,0.315197212,-0.498915568,-0.830184662,0.849709992,-0.405056924,-0.531142267,0.715967511,-1.014149515,-1.509821591,-0.575740606,-0.554150903,-0.4781754,-0.490865119,-0.165722494,-0.117620722,-0.313844602,-0.258935188,0.075459858,-0.06633717,0.008336965,-0.429640038,0.217208724,0.485626665,-0.052378478,0.196137452,3101,0,0,0,0,1,0,0,0,0,0
2021,1.390729504,0.957064983,1.262512079,1.557661011,1.27865077,0.715955147,0.504785005,1.667798643,1.875000301,-1.690387889,-1.886845175,-1.114341279,-0.66938291,-0.375080877,-0.909877666,-1.02527696,-0.244885425,0.351133511,-0.966089427,-0.867667379,-0.728342763,-0.683910007,-0.830184662,0.646180051,0.830784531,-0.626671285,-0.674860447,-0.77919289,-0.888301029,-0.519419405,-0.487123874,-0.53824358,-0.338995248,-0.233833976,-0.237276404,-0.192945345,-0.219855647,0.166233991,0.353361238,-0.006700261,0.17481111,0.386484708,0.587832893,0.073974528,-0.014346148,2715,0,0,0,0,1,0,0,0,0,0
1990,-2.185644869,-2.372037552,-2.608489408,-2.5106156,-2.222963715,-2.506409935,-1.831425131,-1.669584295,-2.167015306,-1.642417422,-1.930791343,-1.733653824,-1.829383582,-1.68630297,-1.58188579,-1.715940402,-1.791345651,-1.886258174,0.444967645,0.343152231,2.82213895,1.400132283,0.089653635,0.88232697,-0.536704483,-0.648847664,-0.537413919,0.853755656,1.073754077,1.215273594,1.22206537,0.927420004,1.053145237,0.560799979,-0.204643037,0.447820717,1.099078851,1.21921394,1.329802432,1.376724534,0.755084211,1.393676811,0.894451579,0.753121934,0.868065867,2504,0,0,0,0,0,1,0,0,0,0
1991,-1.89369594,-2.236155816,-2.541167643,-2.612322515,-2.222963715,-1.654520315,-1.448439863,-1.669584295,-1.843654057,-1.594446955,-1.623168165,-1.733653824,-1.784768171,-1.467765954,-1.671486873,-1.241109285,-1.705431194,-1.394032003,0.568219901,0.321240616,3.56973751,1.307635063,-0.096082945,-0.657194382,0.544451091,-0.176320201,-0.147982091,0.830259993,0.9518873,0.956196068,1.255578885,0.783256373,-0.009943861,0.62891146,0.719969056,0.556630048,-0.09284714,1.337220314,-0.297599558,1.376724534,1.004924018,0.208744925,1.091002019,0.942651442,1.199982313,1990,0,0,0,0,0,1,0,0,0,0
