Year,Tmax31,Tmax32,Tmax33,Tmax34,Tmax35,Tmax36,Tmax37,Tmax38,Tmax39,Tmin31,Tmin32,Tmin33,Tmin34,Tmin35,Tmin36,Tmin37,Tmin38,Tmin39,Rain28,Rain29,Rain30,Rain31,Rain32,Rain33,Rain34,Rain35,Rain36,RHI28,RHI29,RHI30,RHI31,RHI32,RHI33,RHI34,RHI35,RHI36,RHII28,RHII29,RHII30,RHII31,RHII32,RHII33,RHII34,RHII35,RHII36,Yield,District_Belagavi,District_ChickkaManglur,District_Dakshinakannada,District_Davanagere,District_Hassan,District_Kodagu,District_Mysuru,District_Shivamogga,District_Udupi,District_Uttarkannada
2003,0.441895487,0.209715435,-0.050262338,-0.78159804,-0.293502672,-0.321127867,-0.107991424,0.167851255,-0.06516719,-0.107362474,-0.085052278,-0.273845683,-0.133997984,-0.375080877,-0.46187225,-0.809444634,-0.760372167,-0.499075329,-1.022277955,-0.853059636,-0.795194543,-0.149481628,-0.817549521,-0.535859225,-0.716074281,-0.225790585,0.478708624,-0.074323014,-0.193660402,0.201491971,0.306029304,0.182574576,0.458321575,0.299705965,0.154324011,0.193932277,-0.972136805,-0.959365264,0.113533576,0.51960265,0.086158275,0.014077544,-0.033266496,-0.58148169,-0.670083517,751,1,0,0,0,0,0,0,0,0,0
2004,-0.944861923,-0.605574982,-0.555175576,-0.679891125,-0.114848872,-0.098895793,-0.567573746,0.092853886,0.096513434,-0.395185277,-0.392675455,-0.450792124,-0.490921268,-1.074399327,-0.551473333,-0.852611099,-0.67445771,-0.230588327,-0.976964626,-0.879028957,-0.712037451,-0.718168236,-0.777117068,-0.744607883,0.123178904,0.1000316,-0.072713755,0.43083373,0.574100292,0.359191335,0.440083363,-0.081725415,-0.009943861,0.572151892,0.197835168,0.24229198,0.845061836,0.465788632,0.276273775,0.060967257,-0.695598542,-0.138270842,-0.166920795,-0.012893164,-0.103396902,1991,1,0,0,0,0,0,0,0,0,0
2005,-0.798887459,-0.809397587,-0.487853811,-0.408672684,0.456843289,-0.061857114,-0.835663434,-1.369594817,-0.913990468,-0.107362474,-0.348729287,-0.318082293,-0.803229141,-0.375080877,0.075734249,-0.334613517,-0.330799882,-0.901805832,-1.040403287,-0.820597984,-0.795194543,-0.846065626,-0.830184662,-0.744607883,-0.551514833,-0.783611815,-0.809034438,0.360346743,0.330366738,0.697118542,0.663506793,0.254656392,0.800028785,0.481336583,0.709091266,0.762158785,0.639894248,0.601949832,0.781624919,-0.036774713,-0.026672606,0.36955711,0.902313597,1.124283888,0.277092683,2566,1,0,0,0,0,0,0,0,0,0
2006,-1.017849155,-1.047190625,-0.757140871,-0.273063464,-0.257771912,0.678916468,0.236695317,-1.107104024,-0.267267971,-0.491126211,-0.436621624,-0.273845683,-0.66938291,-0.812154908,-0.641074417,-0.118781192,-0.502628796,-0.722814498,-1.013215289,-0.871725086,-0.773997637,-0.53659962,-0.809968436,-0.662413099,-0.477463082,-0.423672122,-0.295246228,0.419085899,0.58628697,0.58447614,0.216659932,0.326738207,-0.212437022,0.413225101,0.926647053,0.641259528,0.620354477,0.729033619,0.798755466,-0.307444781,-0.066969349,-1.153926745,0.713625175,0.776813122,-0.200543179,1563,1,0,0,0,0,0,0,0,0,0
2007,-0.433951298,-0.775427152,-0.117584103,0.032057282,-0.543617992,-0.654475979,0.19839679,-0.919610601,-0.954410624,-0.155332941,-0.04110611,-0.318082293,-0.133997984,0.01828575,-0.148268459,-0.032448261,-0.201928197,-0.27533616,-1.040403287,-0.471635228,-0.754431263,-0.846065626,-0.122616742,0.018629398,-0.765442116,-0.647141789,-0.809034438,0.219372767,0.525353581,0.505626458,0.451254534,0.458888203,0.546912333,0.742430597,0.415390955,0.798428562,0.366337463,0.520253112,-0.040641349,0.188783678,0.730906165,0.623471085,0.407006489,0.563592425,0.584722559,1684,1,0,0,0,0,0,0,0,0,0
2008,-0.32447045,-1.183072361,-0.757140871,0.167666502,0.635497089,0.456684394,-1.142051648,-0.882111916,-0.348108283,-0.155332941,-0.436621624,-0.450792124,-0.981690783,-0.287666071,-0.103467917,-0.507279378,-0.545586025,-1.483527671,-1.026809288,-0.77434013,-0.779704496,-0.665638951,-0.645711597,-0.504546926,-0.640376935,-0.659082916,-0.671587911,0.313355418,0.525353581,0.438041016,0.138461731,-0.021657235,0.546912333,0.447280842,0.589435584,0.556630048,0.131860219,0.756265859,0.370491785,-0.390149524,-0.743954634,0.403412306,0.768659298,0.539901236,-1.018191009,1436,1,0,0,0,0,0,0,0,0,0
2009,0.04046571,0.073833698,0.488311782,-0.103551939,-0.079118112,-0.580398621,0.19839679,0.317845994,0.096513434,-0.251273875,-0.348729287,-0.273845683,-0.267844216,-0.243958668,-0.282670084,-0.205114122,-0.030099283,-0.409579662,-1.040403287,-0.471635228,-0.754431263,-0.846065626,-0.122616742,0.018629398,-0.765442116,-0.647141789,-0.809034438,0.231120599,0.001326441,0.212756211,0.596479764,0.290697299,0.192549301,0.424577015,0.284857483,0.919327819,-0.522722088,-0.423797876,-0.785820155,0.542158489,0.17481111,0.606543487,0.171145961,0.263504036,1.013785282,1282,1,0,0,0,0,0,0,0,0,0
2010,-0.470444914,0.209715435,0.320007369,-0.001845023,-0.579348752,-0.765592017,-0.376081112,-0.619621123,0.258194058,-0.251273875,-0.260836951,-0.318082293,-0.133997984,-0.200251265,-0.148268459,-0.507279378,-0.416714339,-0.185840493,-0.937088896,-0.884709746,-0.795194543,-0.200868972,0.049221182,0.956693679,-0.765442116,-0.783611815,-0.809034438,-0.074323014,-0.083980303,0.077585328,0.507110392,0.530970018,0.546912333,0.651615288,0.785235792,0.520360271,0.17093976,-0.423797876,0.053576661,0.173746452,0.352116779,0.640398684,0.139697891,-0.684143507,0.042322513,2087,1,0,0,0,0,0,0,0,0,0
2011,-0.287976834,0.209715435,0.320007369,-0.001845023,-0.579348752,-0.765592017,-0.376081112,-0.619621123,0.258194058,-0.251273875,-0.260836951,-0.318082293,-0.133997984,-0.200251265,-0.148268459,-0.507279378,-0.416714339,-0.185840493,-1.022277955,-0.934213765,-0.7511702,-0.487496158,-0.072076176,-0.70546751,1.808267652,0.359324649,-0.543958992,0.043155299,-0.083980303,0.077585328,0.507110392,0.530970018,0.546912333,0.651615288,0.785235792,0.520360271,0.102550563,-0.423797876,0.053576661,0.173746452,0.352116779,0.640398684,0.139697891,-0.684143507,0.042322513,2699,1,0,0,0,0,0,0,0,0,0
2012,0.04046571,0.073833698,0.488311782,-0.103551939,-0.079118112,-0.580398621,0.19839679,0.317845994,0.096513434,-0.251273875,-0.348729287,-0.273845683,-0.267844216,-0.243958668,-0.282670084,-0.205114122,-0.030099283,-0.409579662,-0.947964095,-0.88065204,-0.789487684,-0.840355921,0.728991791,0.881022291,-0.633794557,-0.783611815,-0.809034438,0.231120599,0.001326441,0.212756211,0.596479764,0.290697299,0.192549301,0.424577015,0.284857483,0.919327819,-0.522722088,-0.423797876,-0.785820155,0.542158489,0.17481111,0.606543487,0.171145961,0.263504036,1.013785282,1703,1,0,0,0,0,0,0,0,0,0
2013,-0.470444914,0.209715435,0.320007369,-0.001845023,-0.579348752,-0.765592017,-0.376081112,-0.619621123,0.258194058,-0.251273875,-0.260836951,-0.318082293,-0.133997984,-0.200251265,-0.148268459,-0.507279378,-0.416714339,-0.185840493,-0.718678649,-0.917982939,-0.737310685,-0.69875524,-0.574954805,-0.726342375,-0.220750343,-0.783611815,-0.809034438,-0.074323014,-0.083980303,0.077585328,0.507110392,0.530970018,0.546912333,0.651615288,0.785235792,0.520360271,0.17093976,-0.423797876,0.053576661,0.173746452,0.352116779,0.640398684,0.139697891,-0.684143507,0.042322513,2682,1,0,0,0,0,0,0,0,0,0
2014,-0.360964066,-0.367781944,0.050720309,0.744005688,-0.900925593,-0.432243905,-0.261185532,-0.169636907,0.743235931,-0.059392007,-0.392675455,-0.362318904,-0.000151753,-0.287666071,-0.237869542,-0.593612308,-0.545586025,-0.230588327,-1.040403287,-0.922852187,-0.795194543,0.183965138,-0.783434639,-0.231868992,-0.765442116,-0.783611815,-0.465418119,0.513068549,0.622847003,0.494362218,0.41774102,0.735201829,0.395042462,0.118075347,0.154324011,-0.168765493,0.366337463,0.257008125,-0.297599558,-0.525484558,0.803440302,0.403412306,0.375558418,0.310886413,-0.095301379,3096,1,0,0,0,0,0,0,0,0,0
2015,0.514882719,0.107804133,0.454650899,0.574494163,0.063804929,0.901148543,0.236695317,0.317845994,1.592059208,-0.155332941,-0.304783119,-0.318082293,-0.089382574,-0.506203087,-0.506672792,-0.291447052,-0.287842654,-0.051596992,-1.013215289,-0.934213765,-0.54898433,-0.313921129,-0.533258838,-0.642842912,-0.673288825,-0.111496939,-0.809034438,-0.203549158,0.123193218,-0.068849795,0.138461731,0.17056094,-0.237748667,0.118075347,0.01291275,-1.534927096,-1.001446461,0.347782258,-0.383252295,-0.224740038,-0.349046551,-0.942331765,-0.127610707,-0.384055118,-2.192041855,660,1,0,0,0,0,0,0,0,0,0
2016,-0.725900227,-0.367781944,-0.353210281,-0.171356549,0.135266449,0.19741364,0.006904156,-1.144602709,-0.509788907,-0.395185277,-0.304783119,-0.318082293,-0.446305858,-0.112836459,-0.954678208,-0.550445843,-0.502628796,-0.27533616,-1.040403287,-0.877405875,-0.526156893,-0.846065626,-0.628022399,-0.744607883,-0.765442116,-0.773376563,-0.795944293,0.348598911,0.537540259,0.190227731,0.64116445,0.338751843,-0.149157909,0.515392324,0.719969056,0.604989751,0.327257922,0.257008125,0.421883427,0.076004483,-0.018613258,-0.89154897,-0.174782813,0.839989625,0.762824067,1846,1,0,0,0,0,0,0,0,0,0
2017,0.551376335,0.617360643,0.420990017,0.404982638,0.528304809,1.790076842,0.734576166,0.092853886,0.621975463,-0.107362474,-0.172944614,-0.273845683,0.089079068,0.455359781,0.792542914,0.22655053,-0.545586025,-0.543823163,-0.979683426,-0.806801782,-0.747909138,-0.525180211,-0.288137095,-0.160111641,-0.390246574,-0.526024641,-0.683041788,0.043155299,-0.071793625,-0.327927321,-0.297213958,0.038410945,0.534256511,0.401873188,0.056423907,0.387371088,-0.327324384,-0.668888037,-1.128431101,-2.480323942,-0.889022909,-2.999034968,-0.143334742,0.334577602,0.277092683,2410,1,0,0,0,0,0,0,0,0,0
2018,-0.105508754,-0.401752378,-1.026427931,-0.849402651,-0.650810272,-0.247050509,0.772874693,0.467840733,0.621975463,-0.107362474,-0.304783119,-0.273845683,-0.401690447,-0.506203087,-0.999478749,-1.413775146,-0.67445771,-0.543823163,-0.93346383,-0.789759415,-0.713667982,-0.794678282,-0.607806173,-0.38190709,-0.605819451,-0.73414143,-0.658497765,0.184129274,0.196313284,0.652061581,0.406569848,0.807283645,0.116614365,-0.347353113,-0.259031983,0.387371088,-0.122156796,0.465788632,0.867277656,0.572232941,0.577778541,-0.442967613,-1.613532031,-0.297187427,0.277092683,2655,1,0,0,0,0,0,0,0,0,0
2019,-0.835381075,-1.013220191,-0.151244986,0.167666502,-0.079118112,-1.247094845,-0.529275219,-0.394629015,-0.105587346,-0.203303408,-0.04110611,0.035810589,-0.267844216,-0.069129056,0.030933707,-0.032448261,-0.11601374,-0.096344826,-0.247420025,-0.301617327,-0.385115943,-0.330479273,-0.295718179,-0.384516448,-0.381195804,-0.256496341,-0.337789201,0.513068549,0.695967069,0.235284692,-0.151988728,0.49492911,0.837996253,0.413225101,0.535046637,0.750068859,0.659434018,1.037665673,0.053576661,-0.149553908,-0.147562836,1.080516241,0.383420436,0.500415922,0.147564313,2637,1,0,0,0,0,0,0,0,0,0
2021,-0.32447045,0.311626737,-0.252227633,0.065959587,0.242458729,-0.284089188,-0.835663434,-0.4321277,-0.711889687,-0.01142154,-0.216890783,-0.273845683,-0.357075037,0.01828575,-0.103467917,0.097051134,-0.11601374,-0.185840493,-0.247420025,-0.301617327,-0.385115943,-0.330479273,-0.295718179,-0.384516448,-0.381195804,-0.256496341,-0.337789201,0.101894455,-0.071793625,0.359191335,0.250173447,0.002370037,0.546912333,0.538096151,0.589435584,0.447820717,-0.024457944,-0.296714089,0.267708501,-0.074367778,0.061980229,0.064860339,0.485626665,-0.210319735,0.301379252,2715,1,0,0,0,0,0,0,0,0,0
1985,-0.032521522,-0.265870642,-0.723479988,-0.544281905,-0.615079512,-0.802630696,-0.605872273,-0.882111916,-1.116091248,-0.059392007,-0.52451396,-0.450792124,-0.446305858,-0.462495684,-0.596273875,-0.507279378,-0.330799882,-0.499075329,-0.247420025,-0.503285338,0.221441667,-0.6530776,-0.486508815,-0.372774336,-0.556451617,0.280854384,-0.115256727,0.195877105,-1.168594616,-0.316663081,-1.537213998,-1.619470814,0.230516769,-1.562007872,-2.119133957,-0.45892371,0.200249415,-1.213532838,-0.605949409,-1.239752795,-0.719776588,-0.222908834,-1.173259046,-1.63179105,-0.767229794,2200,0,1,0,0,0,0,0,0,0,0
1986,-0.032521522,-0.401752378,-0.555175576,-0.815500345,-0.579348752,-0.321127867,-0.950559014,-0.244634276,-0.024747034,-0.059392007,-0.480567792,-0.318082293,-0.312459626,-0.418788281,-0.506672792,-0.636778773,-0.330799882,-0.588570996,-0.247420025,-0.552789357,-0.352505319,1.026717582,-0.510515584,-0.567171524,-0.433032031,-0.553318647,-0.766491466,0.195877105,1.195620853,-0.023792834,-0.889286049,-1.667525358,-1.060377136,-1.164690895,1.144202839,0.689619231,0.200249415,1.155672047,-0.468905031,-0.675856819,-0.985735093,-0.434503814,-0.740848079,0.918960254,1.005689759,2322,0,1,0,0,0,0,0,0,0,0
1987,-0.032521522,-0.062048038,-0.858123518,-1.086718786,-0.793733313,-0.358166547,-0.6441708,-0.507125069,-0.671469531,-0.059392007,-0.304783119,-0.273845683,-0.490921268,-0.243958668,-0.506672792,-0.377779982,-0.244885425,-0.588570996,-0.247420025,-0.444042824,0.073063327,0.335843289,0.18568071,-0.192728619,-0.24543426,0.321795392,-0.692859397,0.195877105,-0.522700699,0.302870133,0.953957253,-0.898652658,-1.908317249,-1.255506204,0.643824531,-0.072046088,0.200249415,-0.941210437,0.533231984,0.173746452,-0.639183102,-1.280883732,-0.693675974,-0.463025747,-0.613414855,2062,0,1,0,0,0,0,0,0,0,0
1988,-0.032521522,-0.401752378,-0.151244986,-0.849402651,-0.686541032,-0.358166547,-0.75906638,-0.207135592,-0.954410624,-0.059392007,-0.304783119,-0.362318904,-0.535536679,-0.243958668,-0.237869542,-0.420946448,-0.373757111,-0.320083994,-0.247420025,-0.290661519,-0.372071694,0.671573937,0.391633515,-0.259267253,-0.052899706,0.959792761,0.315081806,0.195877105,-0.352087212,-0.057585555,-0.408925674,0.61506547,0.065991075,0.572151892,0.01291275,0.363191237,0.200249415,-0.750584757,-0.211946822,-0.540521785,-0.066969349,-0.417576215,-0.017542461,0.042386276,0.115182221,2244,0,1,0,0,0,0,0,0,0,0
1989,-0.032521522,-0.265870642,-0.016601456,-0.306965769,0.028074169,-0.543359942,-0.222887005,-1.219600079,-1.075671092,-0.059392007,-0.348729287,-0.318082293,-0.490921268,-0.243958668,-0.46187225,-0.420946448,-0.459671568,-0.141092659,-0.247420025,-0.297965391,-0.447891395,-0.441818519,-0.736684616,-0.438008292,-0.462652731,0.826734486,0.329808219,0.195877105,-0.169287046,0.550683419,0.261344618,-0.754489027,-2.363926862,-1.073875585,0.665580109,0.592899825,0.200249415,-1.104603878,0.096403029,-0.081886391,-0.502174175,-1.120071548,-1.0631908,-0.004996101,0.301379252,2351,0,1,0,0,0,0,0,0,0,0
1990,-0.032521522,-0.062048038,-0.757140871,-0.71379343,-0.186310392,-0.284089188,-0.490976692,-0.4321277,-0.913990468,-0.059392007,-0.172944614,-0.450792124,-0.223228805,-0.200251265,-0.282670084,-0.377779982,-0.287842654,-0.543823163,-0.247420025,-0.311761593,0.852457246,0.794903563,-0.480191244,-0.346680754,0.249889679,-0.094438186,0.220178251,0.195877105,0.074446507,0.269077413,0.306029304,-0.958720838,-0.769293216,-2.004732504,-1.91245596,-1.063419994,0.200249415,0.275162952,0.421883427,0.173746452,-0.340987203,-0.129807043,-1.016018695,-0.771011198,-0.815802932,2235,0,1,0,0,0,0,0,0,0,0
1993,-0.032521522,-1.013220191,-0.454192928,-0.679891125,-0.222041152,-0.432243905,-1.027156068,-1.294597448,-1.156511404,-0.059392007,-0.392675455,-0.539265345,-0.357075037,-0.200251265,-0.237869542,-0.507279378,-0.416714339,-0.812310165,-0.247420025,1.540987181,-0.495992066,0.013815932,-0.358893887,-0.100096402,0.019506452,0.103443351,-0.516142433,0.195877105,-1.14422126,0.246548932,-0.565322075,-0.514216308,0.622847269,-1.176042808,-2.195278482,-1.123869623,0.200249415,-0.632578383,0.31053487,0.271488421,-0.308749808,0.031005142,-1.055328783,-0.715731758,-0.25721184,2660,0,1,0,0,0,0,0,0,0,0
1994,-0.032521522,0.209715435,-0.252227633,-0.64598882,-0.222041152,-0.21001183,-0.146289951,-0.544623754,0.096513434,-0.059392007,-0.52451396,-0.627738566,-0.580152089,-0.462495684,-0.685874958,-0.550445843,-0.545586025,-0.096344826,-0.247420025,-0.629074239,-0.54898433,-0.127784749,-0.506725041,-0.556734091,-0.484045459,-0.065438306,-0.557049138,0.195877105,-1.168594616,0.415512536,0.518281564,-0.237902682,-0.440241829,-1.221450463,-1.890700381,-0.410564007,0.200249415,-1.531242305,0.850147108,0.121116161,0.69866877,0.073324138,-1.165397029,-1.276423221,-0.184352133,2461,0,1,0,0,0,0,0,0,0,0
1995,-0.032521522,0.00589283,0.286346487,-0.001845023,-0.472156472,-0.691514659,0.045202683,-0.169636907,-0.792729999,-0.059392007,-0.128998446,-0.141135852,-0.178613395,-0.375080877,-0.417071709,-0.205114122,0.055815174,-0.230588327,-0.247420025,-0.571454807,-0.650892531,-0.624529076,-0.278028981,-0.148369529,-0.395183358,0.379795152,0.334717024,0.195877105,-0.815180963,-0.823553892,-1.11270948,-0.021657235,-0.313683603,-0.347353113,-1.509977755,-1.099689771,0.200249415,-0.56903649,0.130664123,-0.660819593,0.658372027,-0.163662239,0.249766137,-0.407746307,0.309474775,2267,0,1,0,0,0,0,0,0,0,0
1996,-0.032521522,-0.265870642,-0.218566751,-0.44257499,-0.793733313,-0.247050509,-0.107991424,-0.319631646,-0.99483078,-0.059392007,-0.52451396,-0.450792124,-0.401690447,-0.54991049,-0.372271167,-0.593612308,-0.416714339,-0.499075329,-0.247420025,-0.518704623,-0.376148022,-0.214572264,0.010052243,-0.58804639,-0.75227736,-0.421966247,-0.337789201,0.195877105,-0.437393955,0.246548932,0.551795078,-0.622339032,-0.009943861,0.37916936,-0.346054298,0.351101311,0.200249415,0.338704845,0.413318153,0.497046811,-0.453818083,0.598079688,0.933761667,0.342474665,1.143313651,2344,0,1,0,0,0,0,0,0,0,0
1997,-0.032521522,-0.129988906,-0.487853811,-0.374770379,0.135266449,-0.284089188,-0.835663434,-0.544623754,-0.428948595,-0.059392007,-0.568460128,-0.627738566,-0.535536679,-0.506203087,-0.506672792,-0.464112913,-0.416714339,-0.230588327,-0.247420025,-0.229795922,0.086107577,-0.529747975,-0.816286007,-0.460187837,0.080393447,0.71585259,0.108912014,0.195877105,0.415673482,-0.361720042,-0.196673414,0.362779115,-0.857883974,-1.062523672,-1.314177547,-1.571196873,0.200249415,0.456711219,-0.657341051,0.113597548,-0.284571762,0.014077544,-0.190506848,0.287195225,-0.143874517,2518,0,1,0,0,0,0,0,0,0,0
1998,-0.032521522,-0.265870642,0.286346487,-0.273063464,-0.222041152,-1.543404278,-0.75906638,-0.844613232,-0.105587346,-0.059392007,-0.568460128,-0.450792124,-0.357075037,-0.331373474,-0.596273875,-0.636778773,-0.760372167,-0.320083994,-0.247420025,-0.442419741,-0.527787424,-0.166610743,-0.178211364,0.991920015,-0.192775236,-0.218967084,-0.579956892,0.195877105,-0.4130206,-0.372984282,0.171975246,-0.550257216,-0.465553474,0.084019606,0.17607959,0.32692146,0.200249415,0.093614685,0.190621039,0.376749003,0.279582642,0.039468941,0.430592541,-0.02868729,0.252806113,2404,0,1,0,0,0,0,0,0,0,0
1999,-0.032521522,-0.50366368,-1.161071461,-0.815500345,-0.329233432,-0.247050509,-0.146289951,-1.219600079,-0.550209063,-0.059392007,-0.436621624,-0.539265345,-0.312459626,-0.375080877,-0.193069001,-0.161947657,-0.502628796,-0.767562331,-0.247420025,0.055055072,0.491294583,0.24448801,-0.529468296,-0.408000672,0.442424233,0.492382923,-0.782854147,0.195877105,-0.608007443,-0.463098204,-1.168565338,-0.958720838,-1.250214474,-1.323617686,-2.162645114,0.169752426,0.200249415,0.193466231,-0.289034285,-0.059330552,-0.212037625,-0.307546826,-0.324161147,-0.620967004,0.609009129,2376,0,1,0,0,0,0,0,0,0,0
2000,-0.032521522,-0.16395934,-0.454192928,-1.018914176,-0.579348752,-0.135934472,0.121799737,-0.132138222,-1.358612184,-0.059392007,-0.392675455,-0.362318904,-0.490921268,-0.375080877,-0.417071709,-0.161947657,0.141729631,-0.27533616,-0.247420025,-0.334484749,-0.355766381,0.049216103,-0.339941174,-0.601093181,-0.105558729,0.521382804,-0.262520864,0.195877105,-0.510514021,-0.936196294,0.171975246,-0.15380723,-0.680702458,-1.164690895,-0.204643037,-0.096225939,0.200249415,0.238853298,-0.374687021,0.820347171,0.134514366,-0.138270842,0.006043592,0.421445293,0.544244944,2646,0,1,0,0,0,0,0,0,0,0
2001,-0.032521522,0.107804133,-0.386871163,-0.544281905,-0.043387351,0.271490998,-0.337782585,0.092853886,-0.06516719,-0.059392007,-0.216890783,-0.450792124,-0.535536679,-0.462495684,-0.372271167,-0.291447052,0.012857946,0.037898675,-0.247420025,-0.658289725,-0.266087165,-0.308211424,-0.67098188,-0.6311008,-0.423158464,0.504324051,0.421439238,0.195877105,-0.327713856,-0.249077639,-0.274871615,-1.463293547,-0.402274361,-0.381408853,0.643824531,0.41155094,0.200249415,-0.024391689,-0.434643936,0.301562873,0.078098926,-0.840766175,-0.780158167,0.579386551,0.965212144,2393,0,1,0,0,0,0,0,0,0,0
2002,-0.032521522,-0.639545416,-0.992767048,-0.747695735,-0.650810272,-0.506321263,-0.261185532,-0.732117177,-0.307688127,-0.059392007,-0.392675455,-0.362318904,-0.312459626,-0.331373474,-0.372271167,-0.334613517,-0.287842654,-0.364831828,-0.247420025,-0.166495701,0.099967092,-0.054700527,-0.288137095,-0.423656821,-0.431386436,-0.418554496,-0.691223129,0.195877105,0.159753251,0.347927094,0.149632903,-1.319129916,-0.490865119,-1.028467931,-1.673144595,-1.377758062,0.200249415,0.166233991,0.52466671,-0.232258651,-0.880963561,-0.324474424,-0.567883692,-0.63676113,-0.670083517,2066,0,1,0,0,0,0,0,0,0,0
2003,-0.032521522,-0.50366368,-0.656158223,-0.44257499,-0.222041152,-0.098895793,-0.222887005,-0.544623754,-1.277771872,-0.059392007,-0.260836951,-0.406555514,-0.312459626,-0.462495684,-0.193069001,-0.161947657,-0.073056511,-0.230588327,-0.247420025,-0.035026012,0.188831043,-0.445244342,-0.558529121,-0.514984359,0.322295836,0.077855221,0.817416139,0.195877105,-0.522700699,-1.105159898,-0.196673414,-0.237902682,-0.895851442,-2.152307381,-2.488978794,-2.332862192,0.200249415,-0.941210437,-1.094170006,0.489528198,-0.075028698,-0.26522783,-1.03174273,-1.094790776,-0.742943225,2086,0,1,0,0,0,0,0,0,0,0
2004,-0.032521522,-0.605574982,-0.824462636,-0.57818421,-1.043848633,-1.098940129,-0.529275219,-0.057140853,-0.954410624,-0.059392007,-0.392675455,-0.406555514,-0.401690447,-0.506203087,-0.641074417,-0.550445843,-0.201928197,-0.454327495,-0.247420025,0.321240616,0.245899636,-0.328766362,0.079545521,0.113870973,0.361790104,0.403677407,0.50979772,0.195877105,-0.023046914,0.100113809,-0.420096845,-1.979879892,-1.237558652,-0.279241631,-1.42295544,0.472000568,0.200249415,-1.476777825,0.507536163,-0.224740038,-1.35646513,0.124106933,-0.096162637,-0.423540433,0.147564313,2569,0,1,0,0,0,0,0,0,0,0
2005,-0.032521522,0.107804133,-0.083923221,-0.340868074,-0.650810272,-0.358166547,-0.261185532,-0.169636907,0.096513434,-0.059392007,-0.480567792,-0.406555514,-0.446305858,-0.506203087,-0.46187225,-0.377779982,-0.803329396,-0.27533616,-0.247420025,-0.708605286,-0.485393613,-0.249972434,0.198315851,-0.17576779,-0.255307827,-0.681259295,-0.318153983,0.195877105,-0.924861062,-0.125170996,-1.526042827,-1.259061736,-0.263060312,0.231594483,-0.596243452,-1.655826353,0.200249415,-0.632578383,-0.092032991,-0.80367324,-0.719776588,0.039468941,0.116111838,0.073974528,-0.200543179,2715,0,1,0,0,0,0,0,0,0,0
2006,-0.032521522,-0.16395934,0.050720309,-0.306965769,-0.758002553,-0.543359942,-0.414379639,-0.057140853,0.177353746,-0.059392007,-0.392675455,-0.362318904,-0.401690447,-0.418788281,-0.372271167,-0.464112913,-0.330799882,-0.230588327,-0.247420025,-0.599047211,-0.466642504,-0.270527372,0.098498234,0.049941696,-0.467589515,-0.075673557,0.252903614,0.195877105,-0.656754153,0.246548932,-1.224421195,-0.98274811,-2.047531297,0.413225101,-0.607121241,-1.172229326,0.200249415,-0.178707716,0.045011387,-0.427742589,-0.719776588,-1.30627513,0.116111838,-0.131349107,-0.46769544,2649,0,1,0,0,0,0,0,0,0,0
2007,-0.032521522,-0.33381151,-0.824462636,-0.883304956,-0.793733313,-0.358166547,-0.414379639,-0.582122439,-0.954410624,-0.059392007,-0.260836951,-0.406555514,-0.446305858,-0.462495684,-0.46187225,-0.550445843,-0.330799882,-0.364831828,-0.247420025,-0.220868968,0.171710465,0.564231485,0.238748304,-0.520203076,-0.464298326,-0.0381443,0.135092305,0.195877105,0.318180061,-1.555729508,-0.53180856,-0.309984497,-0.047911328,0.220242569,-0.346054298,-0.156675568,0.200249415,0.157156578,-1.530998961,-0.360075072,-0.131444138,0.039468941,0.04535368,0.516210048,0.471385236,2773,0,1,0,0,0,0,0,0,0,0
2008,-0.032521522,-0.707486284,-0.285888516,0.099861892,-0.079118112,-0.098895793,0.08350121,-0.4321277,-1.116091248,-0.059392007,-0.744244801,-0.627738566,-0.624767499,-0.418788281,-0.372271167,-0.291447052,-0.330799882,-0.454327495,-0.247420025,0.114297586,-0.628880359,-0.818659043,0.165464483,-0.55803877,0.169255549,-0.109791064,-0.180707455,0.195877105,0.196313284,0.280341653,-0.643520276,0.567010926,0.015367785,0.140779174,-0.62887682,-1.619556576,0.200249415,0.529330525,0.31053487,-0.563077624,-0.308749808,0.15796213,-0.15119676,-0.63676113,-1.447253732,2649,0,1,0,0,0,0,0,0,0,0
2009,-0.032521522,-0.231900208,-0.487853811,-0.64598882,-0.507887232,-0.469282584,-0.069692897,-0.169636907,-0.105587346,-0.059392007,-0.52451396,-0.495028735,-0.535536679,-0.462495684,-0.417071709,-0.593612308,-0.373757111,-0.409579662,-0.247420025,-0.173799573,0.08366178,0.038938634,-0.122616742,-0.17576779,-0.725947848,0.159737236,0.917228498,0.195877105,-0.656754153,-0.665854528,0.294858133,-0.141793594,0.14192601,-0.449520335,0.241346326,0.677529305,0.200249415,-0.687042864,-0.871472892,0.136153387,-0.292631111,0.234136322,-0.481401499,0.839989625,0.746633021,2766,0,1,0,0,0,0,0,0,0,0
